stt,ma_tp,tien_te,ten_dn,menh_gia,ky_han,ky_han_con_lai,ngay_phat_hanh,ngay_dao_han,pt_tra_lai,ky_han_tra_lai,kl_phat_hanh,kl_con_luu_hanh,to_chuc_luu_ky,lai_suat,doi_tuong_chao_ban,dv_xhtn,kq_xhtn,ngay_hieu_luc,tai_lieu,tc_ben_vung,dv_danh_gia,tinh_trang,menh_gia_num,kl_phat_hanh_num,kl_con_luu_hanh_num,lai_suat_num
85,ACB.2019.04,VNĐ,Ngân hàng TMCP Á Châu,"1,000,000,000",5 Năm,,06/12/2019,06/12/2024,Định kỳ - Cuối kỳ,1 Năm,"1,500",0,Công ty Cổ phần chứng khoán Sài Gòn - Hà Nội,7.1,,,,,,,,Hết lưu hành,1000000000.0,1500.0,0.0,7.1
86,ACB.TP_VC2.2019.01(01),VNĐ,Ngân hàng TMCP Á Châu,"1,000,000,000",10 Năm,1254 ngày,27/12/2019,27/12/2029,Định kỳ - Cuối kỳ,1 Năm,200,200,Công ty TNHH Chứng khoán ACB,8.5,,,,,,,,Lưu hành toàn bộ,1000000000.0,200.0,200.0,8.5
87,ACB.TP_VC2.2019.01(02),VNĐ,Ngân hàng TMCP Á Châu,"1,000,000,000",10 Năm,1265 ngày,07/01/2020,07/01/2030,Định kỳ - Cuối kỳ,1 Năm,30,30,Công ty TNHH Chứng khoán ACB,8.5,,,,,,,,Lưu hành toàn bộ,1000000000.0,30.0,30.0,8.5
88,ACB.TP.2019.01,VNĐ,Ngân hàng TMCP Á Châu,"1,000,000,000",3 Năm,,22/04/2019,22/04/2022,Định kỳ - Cuối kỳ,1 Năm,"2,350",0,Công ty cổ phần Chứng khoán VNDirect,6.8,,,,,,,,Hết lưu hành,1000000000.0,2350.0,0.0,6.8
89,ACB.TP.2019.02.01,VNĐ,Ngân hàng TMCP Á Châu,"1,000,000,000",2 Năm,,10/06/2019,10/06/2021,Định kỳ - Cuối kỳ,1 Năm,"1,500",0,Công ty TNHH Chứng khoán ACB,6.7,,,,,,,,Hết lưu hành,1000000000.0,1500.0,0.0,6.7
90,ACB.TP.2019.02.02,VNĐ,Ngân hàng TMCP Á Châu,"1,000,000,000",2 Năm,,18/06/2019,18/06/2021,Định kỳ - Cuối kỳ,1 Năm,"1,000",0,Công ty TNHH Chứng khoán ACB,6.7,,,,,,,,Hết lưu hành,1000000000.0,1000.0,0.0,6.7
91,ACB.TP.2019.02.03,VNĐ,Ngân hàng TMCP Á Châu,"1,000,000,000",3 Năm,,20/06/2019,20/06/2022,Định kỳ - Cuối kỳ,1 Năm,"1,000",,Công ty TNHH Chứng khoán ACB,6.75,,,,,,,,Hết lưu hành,1000000000.0,1000.0,,6.75
92,ACB.TP.2019.02.04,VNĐ,Ngân hàng TMCP Á Châu,"1,000,000,000",3 Năm,,24/06/2019,24/06/2022,Định kỳ - Cuối kỳ,1 Năm,"1,000",,Công ty TNHH Chứng khoán ACB,6.75,,,,,,,,Hết lưu hành,1000000000.0,1000.0,,6.75
93,ACB.TP.2019.02.05,VNĐ,Ngân hàng TMCP Á Châu,"1,000,000,000",3 Năm,,27/06/2019,27/06/2022,Định kỳ - Cuối kỳ,1 Năm,"1,000",,Công ty TNHH Chứng khoán ACB,6.75,,,,,,,,Hết lưu hành,1000000000.0,1000.0,,6.75
94,ACB.TP.2019.03.01,VNĐ,Ngân hàng TMCP Á Châu,"1,000,000,000",2 Năm,,17/09/2019,17/09/2021,Định kỳ - Cuối kỳ,1 Năm,"1,000",0,Công ty TNHH Chứng khoán ACB,6.7,,,,,,,,Hết lưu hành,1000000000.0,1000.0,0.0,6.7
95,ACB.TP.2019.03.02,VNĐ,Ngân hàng TMCP Á Châu,"1,000,000,000",3 Năm,,19/09/2019,19/09/2022,Định kỳ - Cuối kỳ,1 Năm,"1,600",0,Công ty TNHH Chứng khoán ACB,6.8,,,,,,,,Hết lưu hành,1000000000.0,1600.0,0.0,6.8
96,ACB12501,VNĐ,Ngân hàng TMCP Á Châu,"1,000,000,000",2 Năm,247 ngày,26/03/2025,26/03/2027,Định kỳ - Cuối kỳ,12 Tháng,"1,500","1,500",Tổng công ty Lưu ký và Bù trừ Chứng khoán Việt Nam,5.6,Tổ chức chuyên nghiệp,,,,,,,Lưu hành toàn bộ,1000000000.0,1500.0,1500.0,5.6
97,ACB12502,VNĐ,Ngân hàng TMCP Á Châu,"1,000,000,000",2 Năm,262 ngày,10/04/2025,10/04/2027,Định kỳ - Cuối kỳ,12 Tháng,"1,000","1,000",Tổng công ty Lưu ký và Bù trừ Chứng khoán Việt Nam,5.6,Tổ chức chuyên nghiệp,,,,,,,Lưu hành toàn bộ,1000000000.0,1000.0,1000.0,5.6
98,ACB12503,VNĐ,Ngân hàng TMCP Á Châu,"1,000,000,000",3 Năm,636 ngày,18/04/2025,18/04/2028,Định kỳ - Cuối kỳ,12 Tháng,500,500,Tổng công ty Lưu ký và Bù trừ Chứng khoán Việt Nam,5.8,Tổ chức chuyên nghiệp,,,,,,,Lưu hành toàn bộ,1000000000.0,500.0,500.0,5.8
99,ACB12504,VNĐ,Ngân hàng TMCP Á Châu,"1,000,000,000",2 Năm,277 ngày,25/04/2025,25/04/2027,Định kỳ - Cuối kỳ,12 Tháng,800,800,Tổng công ty Lưu ký và Bù trừ Chứng khoán Việt Nam,5.3,Tổ chức chuyên nghiệp,,,,,,,Lưu hành toàn bộ,1000000000.0,800.0,800.0,5.3
100,ACB12505,VNĐ,Ngân hàng TMCP Á Châu,"1,000,000,000",2 Năm,291 ngày,09/05/2025,09/05/2027,Định kỳ - Cuối kỳ,12 Tháng,500,500,Tổng công ty Lưu ký và Bù trừ Chứng khoán Việt Nam,5.4,Tổ chức chuyên nghiệp,,,,,,,Lưu hành toàn bộ,1000000000.0,500.0,500.0,5.4
101,ACB12506,VNĐ,Ngân hàng TMCP Á Châu,"1,000,000,000",2 Năm,317 ngày,04/06/2025,04/06/2027,Định kỳ - Cuối kỳ,12 Tháng,"2,000","2,000",Tổng công ty Lưu ký và Bù trừ Chứng khoán Việt Nam,5.3,Tổ chức chuyên nghiệp,,,,,,,Lưu hành toàn bộ,1000000000.0,2000.0,2000.0,5.3
102,ACB12507,VNĐ,Ngân hàng TMCP Á Châu,"1,000,000,000",2 Năm,318 ngày,05/06/2025,05/06/2027,Định kỳ - Cuối kỳ,12 Tháng,"5,000",,Tổng công ty Lưu ký và Bù trừ Chứng khoán Việt Nam,4.95,Tổ chức chuyên nghiệp,,,,,,,Hết lưu hành,1000000000.0,5000.0,,4.95
103,ACB12508,VNĐ,Ngân hàng TMCP Á Châu,"1,000,000,000",2 Năm,322 ngày,09/06/2025,09/06/2027,Định kỳ - Cuối kỳ,12 Tháng,250,250,Tổng công ty Lưu ký và Bù trừ Chứng khoán Việt Nam,5.3,Tổ chức chuyên nghiệp,,,,,,,Lưu hành toàn bộ,1000000000.0,250.0,250.0,5.3
104,ACB12509,VNĐ,Ngân hàng TMCP Á Châu,"1,000,000,000",2 Năm,325 ngày,12/06/2025,12/06/2027,Định kỳ - Cuối kỳ,12 Tháng,"1,600","1,600",Tổng công ty Lưu ký và Bù trừ Chứng khoán Việt Nam,5.3,Tổ chức chuyên nghiệp,,,,,,,Lưu hành toàn bộ,1000000000.0,1600.0,1600.0,5.3
105,ACB12510,VNĐ,Ngân hàng TMCP Á Châu,"1,000,000,000",2 Năm,331 ngày,18/06/2025,18/06/2027,Định kỳ - Cuối kỳ,12 Tháng,"5,000",,Tổng công ty Lưu ký và Bù trừ Chứng khoán Việt Nam,4.95,Tổ chức chuyên nghiệp,,,,,,,Hết lưu hành,1000000000.0,5000.0,,4.95
106,ACB12511,VNĐ,Ngân hàng TMCP Á Châu,"1,000,000,000",3 Năm,703 ngày,24/06/2025,24/06/2028,Định kỳ - Cuối kỳ,12 Tháng,"1,000","1,000",Tổng công ty Lưu ký và Bù trừ Chứng khoán Việt Nam,5.6,Tổ chức chuyên nghiệp,,,,,,,Lưu hành toàn bộ,1000000000.0,1000.0,1000.0,5.6
107,ACB12512,VNĐ,Ngân hàng TMCP Á Châu,"1,000,000,000",2 Năm,337 ngày,24/06/2025,24/06/2027,Định kỳ - Cuối kỳ,12 Tháng,"5,000",,Tổng công ty Lưu ký và Bù trừ Chứng khoán Việt Nam,4.95,Tổ chức chuyên nghiệp,,,,,,,Hết lưu hành,1000000000.0,5000.0,,4.95
108,ACB12513,VNĐ,Ngân hàng TMCP Á Châu,"1,000,000,000",2 Năm,338 ngày,25/06/2025,25/06/2027,Định kỳ - Cuối kỳ,12 Tháng,"5,000","5,000",Tổng công ty Lưu ký và Bù trừ Chứng khoán Việt Nam,5.4,Tổ chức chuyên nghiệp,,,,,,,Lưu hành toàn bộ,1000000000.0,5000.0,5000.0,5.4
109,ACB12514,VNĐ,Ngân hàng TMCP Á Châu,"1,000,000,000",3 Năm,712 ngày,03/07/2025,03/07/2028,Định kỳ - Cuối kỳ,12 Tháng,500,500,Tổng công ty Lưu ký và Bù trừ Chứng khoán Việt Nam,5.6,Tổ chức chuyên nghiệp,,,,,,,Lưu hành toàn bộ,1000000000.0,500.0,500.0,5.6
110,ACB12515,VNĐ,Ngân hàng TMCP Á Châu,"1,000,000,000",5 Năm,1468 ngày,29/07/2025,29/07/2030,Định kỳ - Cuối kỳ,12 Tháng,500,500,Tổng công ty Lưu ký và Bù trừ Chứng khoán Việt Nam,5.9,Tổ chức chuyên nghiệp,,,,,,,Lưu hành toàn bộ,1000000000.0,500.0,500.0,5.9
111,ACB12516,VNĐ,Ngân hàng TMCP Á Châu,"1,000,000,000",2 Năm,394 ngày,20/08/2025,20/08/2027,Định kỳ - Cuối kỳ,12 Tháng,"2,000","2,000",Tổng công ty Lưu ký và Bù trừ Chứng khoán Việt Nam,5.65,Tổ chức chuyên nghiệp,,,,,,,Lưu hành toàn bộ,1000000000.0,2000.0,2000.0,5.65
112,ACB12517,VNĐ,Ngân hàng TMCP Á Châu,"1,000,000,000",2 Năm,414 ngày,09/09/2025,09/09/2027,Định kỳ - Cuối kỳ,12 Tháng,"3,000","3,000",Tổng công ty Lưu ký và Bù trừ Chứng khoán Việt Nam,5.85,Tổ chức chuyên nghiệp,,,,,,,Lưu hành toàn bộ,1000000000.0,3000.0,3000.0,5.85
113,ACB12518,VNĐ,Ngân hàng TMCP Á Châu,"1,000,000,000",3 Năm,810 ngày,09/10/2025,09/10/2028,Định kỳ - Cuối kỳ,12 Tháng,800,800,Tổng công ty Lưu ký và Bù trừ Chứng khoán Việt Nam,6.3,Tổ chức chuyên nghiệp,,,,,,,Lưu hành toàn bộ,1000000000.0,800.0,800.0,6.3
114,ACB12519,VNĐ,Ngân hàng TMCP Á Châu,"1,000,000,000",3 Năm,811 ngày,10/10/2025,10/10/2028,Định kỳ - Cuối kỳ,12 Tháng,500,500,Tổng công ty Lưu ký và Bù trừ Chứng khoán Việt Nam,6.3,Tổ chức chuyên nghiệp,,,,,,,Lưu hành toàn bộ,1000000000.0,500.0,500.0,6.3
115,ACB12521,VNĐ,Ngân hàng TMCP Á Châu,"1,000,000,000",5 Năm,1618 ngày,26/12/2025,26/12/2030,Định kỳ - Cuối kỳ,12 Tháng,400,400,Tổng công ty Lưu ký và Bù trừ Chứng khoán Việt Nam,7,Tổ chức chuyên nghiệp,,,,,,,Lưu hành toàn bộ,1000000000.0,400.0,400.0,7.0
116,ACB12601,VNĐ,Ngân hàng TMCP Á Châu,"1,000,000,000",5 Năm,1772 ngày,29/05/2026,29/05/2031,Định kỳ - Cuối kỳ,12 Tháng,300,300,Tổng công ty Lưu ký và Bù trừ Chứng khoán Việt Nam,8,Tổ chức chuyên nghiệp,,,,,,,Lưu hành toàn bộ,1000000000.0,300.0,300.0,8.0
117,ACB12602,VNĐ,Ngân hàng TMCP Á Châu,"500,000,000",2 Năm,688 ngày,09/06/2026,09/06/2028,Định kỳ - Cuối kỳ,12 Tháng,"2,000","2,000",Tổng công ty Lưu ký và Bù trừ Chứng khoán Việt Nam,8.3,Tổ chức chuyên nghiệp,,,,,,,Lưu hành toàn bộ,500000000.0,2000.0,2000.0,8.3
118,ACBBOND201801,VNĐ,Ngân hàng TMCP Á Châu,"1,000,000,000",3 Năm,,12/11/2018,12/11/2021,Định kỳ - Cuối kỳ,1 Năm,"2,200",0,Công ty cổ phần Chứng khoán VNDirect,6,,,,,,,,Hết lưu hành,1000000000.0,2200.0,0.0,6.0
119,ACBCH2122006,VNĐ,Công ty TNHH Chứng khoán ACB,"1,000,000,000",1 Năm,,08/06/2021,08/06/2022,Một lần khi đến hạn,1 Năm,100,0,Công ty TNHH Chứng khoán ACB,7.4,,,,,,,,Hết lưu hành,1000000000.0,100.0,0.0,7.4
120,ACBCH2122007,VNĐ,Công ty TNHH Chứng khoán ACB,"1,000,000,000",1 Năm,,15/06/2021,15/06/2022,Một lần khi đến hạn,1 Năm,186,,Công ty TNHH Chứng khoán ACB,7.2,,,,,,,,Hết lưu hành,1000000000.0,186.0,,7.2
121,ACBCL2122001,VNĐ,Công ty TNHH Chứng khoán ACB,"1,000,000,000",1 Năm,,17/03/2021,17/03/2022,Một lần khi đến hạn,1 Năm,120,0,Công ty TNHH Chứng khoán ACB,7.8,,,,,,,,Hết lưu hành,1000000000.0,120.0,0.0,7.8
122,ACBCL2122002,VNĐ,Công ty TNHH Chứng khoán ACB,"1,000,000,000",1 Năm,,22/03/2021,22/03/2022,Một lần khi đến hạn,1 Năm,130,0,Công ty TNHH Chứng khoán ACB,7.8,,,,,,,,Hết lưu hành,1000000000.0,130.0,0.0,7.8
123,ACBCL2122003,VNĐ,Công ty TNHH Chứng khoán ACB,"1,000,000,000",1 Năm,,30/03/2021,30/03/2022,Một lần khi đến hạn,1 Năm,300,,Công ty TNHH Chứng khoán ACB,7.65,,,,,,,,Hết lưu hành,1000000000.0,300.0,,7.65
124,ACBCL2122004,VNĐ,Công ty TNHH Chứng khoán ACB,"1,000,000,000",1 Năm,,09/04/2021,11/04/2022,Một lần khi đến hạn,1 Năm,50,0,Công ty TNHH Chứng khoán ACB,7.8,,,,,,,,Hết lưu hành,1000000000.0,50.0,0.0,7.8
125,ACBCL2122005,VNĐ,Công ty TNHH Chứng khoán ACB,"1,000,000,000",1 Năm,,20/04/2021,20/04/2022,Một lần khi đến hạn,1 Năm,100,0,Công ty TNHH Chứng khoán ACB,7.6,,,,,,,,Hết lưu hành,1000000000.0,100.0,0.0,7.6
126,ACBH2122015,VNĐ,Ngân hàng TMCP Á Châu,"1,000,000,000",1 Năm,,20/12/2021,20/12/2022,Định kỳ - Cuối kỳ,1 Năm,"1,000",0,Công ty TNHH Chứng khoán ACB,2.45,,,,,,,,Hết lưu hành,1000000000.0,1000.0,0.0,2.45
127,ACBH2123014,VNĐ,Ngân hàng TMCP Á Châu,"1,000,000,000",2 Năm,,13/12/2021,13/12/2023,Định kỳ - Cuối kỳ,2 Năm,500,0,Tổng công ty Lưu ký và Bù trừ Chứng khoán Việt Nam,3.1,Cá nhân chuyên nghiệp; Tổ chức chuyên nghiệp,,,,,,,Hết lưu hành,1000000000.0,500.0,0.0,3.1
128,ACBH2124001,VNĐ,Ngân hàng TMCP Á Châu,"1,000,000,000",3 Năm,,22/04/2021,22/04/2024,Định kỳ - Cuối kỳ,1 Năm,"1,000",0,Tổng công ty Lưu ký và Bù trừ Chứng khoán Việt Nam,4,Cá nhân chuyên nghiệp; Tổ chức chuyên nghiệp,,,,,,,Hết lưu hành,1000000000.0,1000.0,0.0,4.0
129,ACBH2124002,VNĐ,Ngân hàng TMCP Á Châu,"1,000,000,000",3 Năm,,26/04/2021,26/04/2024,Định kỳ - Cuối kỳ,1 Năm,"2,000",0,Tổng công ty Lưu ký và Bù trừ Chứng khoán Việt Nam,4,Cá nhân chuyên nghiệp; Tổ chức chuyên nghiệp,,,,,,,Hết lưu hành,1000000000.0,2000.0,0.0,4.0
130,ACBH2124003,VNĐ,Ngân hàng TMCP Á Châu,"1,000,000,000",3 Năm,,06/05/2021,06/05/2024,Định kỳ - Cuối kỳ,1 Năm,"2,000",0,Tổng công ty Lưu ký và Bù trừ Chứng khoán Việt Nam,4,Cá nhân chuyên nghiệp; Tổ chức chuyên nghiệp,,,,,,,Hết lưu hành,1000000000.0,2000.0,0.0,4.0
131,ACBH2124004,VNĐ,Ngân hàng TMCP Á Châu,"1,000,000,000",3 Năm,,03/06/2021,03/06/2024,Định kỳ - Cuối kỳ,1 Năm,"1,200",0,Tổng công ty Lưu ký và Bù trừ Chứng khoán Việt Nam,4,Cá nhân chuyên nghiệp; Tổ chức chuyên nghiệp,,,,,,,Hết lưu hành,1000000000.0,1200.0,0.0,4.0
132,ACBH2124005,VNĐ,Ngân hàng TMCP Á Châu,"1,000,000,000",3 Năm,,22/06/2021,22/06/2024,Định kỳ - Cuối kỳ,1 Năm,"2,500",,Công ty TNHH Chứng khoán ACB,3.5,,,,,,,,Hết lưu hành,1000000000.0,2500.0,,3.5
133,ACBH2124006,VNĐ,Ngân hàng TMCP Á Châu,"1,000,000,000",3 Năm,,23/06/2021,23/06/2024,Định kỳ - Cuối kỳ,1 Năm,"2,500",,Công ty TNHH Chứng khoán ACB,3.5,,,,,,,,Hết lưu hành,1000000000.0,2500.0,,3.5
134,ACBH2124007,VNĐ,Ngân hàng TMCP Á Châu,"1,000,000,000",3 Năm,,28/06/2021,28/06/2024,Định kỳ - Cuối kỳ,1 Năm,"1,000",0,Tổng công ty Lưu ký và Bù trừ Chứng khoán Việt Nam,4,Cá nhân chuyên nghiệp; Tổ chức chuyên nghiệp,,,,,,,Hết lưu hành,1000000000.0,1000.0,0.0,4.0
135,ACBH2124008,VNĐ,Ngân hàng TMCP Á Châu,"1,000,000,000",3 Năm,,30/06/2021,30/06/2024,Định kỳ - Cuối kỳ,1 Năm,500,0,Tổng công ty Lưu ký và Bù trừ Chứng khoán Việt Nam,4,Cá nhân chuyên nghiệp; Tổ chức chuyên nghiệp,,,,,,,Hết lưu hành,1000000000.0,500.0,0.0,4.0
136,ACBH2124009,VNĐ,Ngân hàng TMCP Á Châu,"1,000,000,000",3 Năm,,01/07/2021,01/07/2024,Định kỳ - Cuối kỳ,1 Năm,"1,500",0,Tổng công ty Lưu ký và Bù trừ Chứng khoán Việt Nam,4,Cá nhân chuyên nghiệp; Tổ chức chuyên nghiệp,,,,,,,Hết lưu hành,1000000000.0,1500.0,0.0,4.0
137,ACBH2124010,VNĐ,Ngân hàng TMCP Á Châu,"1,000,000,000",3 Năm,,05/07/2021,05/07/2024,Định kỳ - Cuối kỳ,1 Năm,"1,500",0,Tổng công ty Lưu ký và Bù trừ Chứng khoán Việt Nam,4,Cá nhân chuyên nghiệp; Tổ chức chuyên nghiệp,,,,,,,Hết lưu hành,1000000000.0,1500.0,0.0,4.0
138,ACBH2124011,VNĐ,Ngân hàng TMCP Á Châu,"1,000,000,000",3 Năm,,08/07/2021,08/07/2024,Định kỳ - Cuối kỳ,1 Năm,"2,500",,Công ty TNHH Chứng khoán ACB,3.5,,,,,,,,Hết lưu hành,1000000000.0,2500.0,,3.5
139,ACBH2124012,VNĐ,Ngân hàng TMCP Á Châu,"1,000,000,000",3 Năm,,15/07/2021,15/07/2024,Định kỳ - Cuối kỳ,1 Năm,"2,500",,Công ty TNHH Chứng khoán ACB,3.5,,,,,,,,Hết lưu hành,1000000000.0,2500.0,,3.5
140,ACBH2223004,VNĐ,Ngân hàng TMCP Á Châu,"1,000,000,000",1 Năm,,23/05/2022,23/05/2023,Định kỳ - Cuối kỳ,1 Năm,"1,000",0,Công ty TNHH Chứng khoán ACB,4,,,,,,,,Hết lưu hành,1000000000.0,1000.0,0.0,4.0
141,ACBH2223005,VNĐ,Ngân hàng TMCP Á Châu,"1,000,000,000",1 Năm,,24/05/2022,24/05/2023,Định kỳ - Cuối kỳ,1 Năm,"1,000",0,Công ty TNHH Chứng khoán ACB,4,,,,,,,,Hết lưu hành,1000000000.0,1000.0,0.0,4.0
142,ACBH2223006,VNĐ,Ngân hàng TMCP Á Châu,"1,000,000,000",18 Tháng,,30/05/2022,30/11/2023,Định kỳ - Cuối kỳ,1 Năm,"1,500",0,Tổng công ty Lưu ký và Bù trừ Chứng khoán Việt Nam,4,Cá nhân chuyên nghiệp; Tổ chức chuyên nghiệp,,,,,,,Hết lưu hành,1000000000.0,1500.0,0.0,4.0
143,ACBH2223007,VNĐ,Ngân hàng TMCP Á Châu,"1,000,000,000",1 Năm,,25/07/2022,25/07/2023,Định kỳ - Cuối kỳ,1 Năm,500,0,Công ty TNHH Chứng khoán ACB,4.5,,,,,,,,Hết lưu hành,1000000000.0,500.0,0.0,4.5
144,ACBH2223008,VNĐ,Ngân hàng TMCP Á Châu,"1,000,000,000",1 Năm,,02/08/2022,02/08/2023,Định kỳ - Cuối kỳ,1 Năm,150,0,Công ty TNHH Chứng khoán ACB,4.5,,,,,,,,Hết lưu hành,1000000000.0,150.0,0.0,4.5
145,ACBH2223009,VNĐ,Ngân hàng TMCP Á Châu,"1,000,000,000",1 Năm,,03/08/2022,03/08/2023,Định kỳ - Cuối kỳ,1 Năm,150,0,Công ty TNHH Chứng khoán ACB,4.5,,,,,,,,Hết lưu hành,1000000000.0,150.0,0.0,4.5
146,ACBH2223010,VNĐ,Ngân hàng TMCP Á Châu,"1,000,000,000",15 Tháng,,22/08/2022,22/11/2023,Định kỳ - Cuối kỳ,1 Năm,500,0,Tổng công ty Lưu ký và Bù trừ Chứng khoán Việt Nam,5.05,Cá nhân chuyên nghiệp; Tổ chức chuyên nghiệp,,,,,,,Hết lưu hành,1000000000.0,500.0,0.0,5.05
147,ACBH2223011,VNĐ,Ngân hàng TMCP Á Châu,"1,000,000,000",1 Năm,,29/08/2022,29/08/2023,Định kỳ - Cuối kỳ,1 Năm,"1,000",0,Công ty TNHH Chứng khoán ACB,5.5,,,,,,,,Hết lưu hành,1000000000.0,1000.0,0.0,5.5
148,ACBH2224001,VNĐ,Ngân hàng TMCP Á Châu,"1,000,000,000",2 Năm,,28/03/2022,28/03/2024,Định kỳ - Cuối kỳ,1 Năm,650,0,Tổng công ty Lưu ký và Bù trừ Chứng khoán Việt Nam,3.9,Cá nhân chuyên nghiệp; Tổ chức chuyên nghiệp,,,,,,,Hết lưu hành,1000000000.0,650.0,0.0,3.9
149,ACBH2224002,VNĐ,Ngân hàng TMCP Á Châu,"1,000,000,000",2 Năm,,05/04/2022,05/04/2024,Định kỳ - Cuối kỳ,1 Năm,"1,000",0,Tổng công ty Lưu ký và Bù trừ Chứng khoán Việt Nam,3.9,Cá nhân chuyên nghiệp; Tổ chức chuyên nghiệp,,,,,,,Hết lưu hành,1000000000.0,1000.0,0.0,3.9
150,ACBH2224003,VNĐ,Ngân hàng TMCP Á Châu,"1,000,000,000",729 Ngày,,28/04/2022,26/04/2024,Định kỳ - Cuối kỳ,365 Ngày,"2,000",0,Tổng công ty Lưu ký và Bù trừ Chứng khoán Việt Nam,3.9,Cá nhân chuyên nghiệp; Tổ chức chuyên nghiệp,,,,,,,Hết lưu hành,1000000000.0,2000.0,0.0,3.9
151,ACBH2224012,VNĐ,Ngân hàng TMCP Á Châu,"1,000,000,000",2 Năm,,30/08/2022,30/08/2024,Định kỳ - Cuối kỳ,1 Năm,"1,500",0,Tổng công ty Lưu ký và Bù trừ Chứng khoán Việt Nam,5.2,Cá nhân chuyên nghiệp; Tổ chức chuyên nghiệp,,,,,,,Hết lưu hành,1000000000.0,1500.0,0.0,5.2
152,ACBH2429003,VNĐ,Ngân hàng TMCP Á Châu,"1,000,000,000",5 Năm,1072 ngày,28/06/2024,28/06/2029,Định kỳ - Cuối kỳ,12 Tháng,"2,270","2,270",Tổng công ty Lưu ký và Bù trừ Chứng khoán Việt Nam,6.1,Tổ chức chuyên nghiệp,,,,,,,Lưu hành toàn bộ,1000000000.0,2270.0,2270.0,6.1
153,ACBL2325001,VNĐ,Ngân hàng TMCP Á Châu,"100,000,000",2 Năm,,07/08/2023,07/08/2025,Định kỳ - Cuối kỳ,1 Năm,"25,000",0,Tổng công ty Lưu ký và Bù trừ Chứng khoán Việt Nam,6.5,Tổ chức chuyên nghiệp,,,,,,,Hết lưu hành,100000000.0,25000.0,0.0,6.5
154,ACBL2325002,VNĐ,Ngân hàng TMCP Á Châu,"100,000,000",2 Năm,,11/08/2023,11/08/2025,Định kỳ - Cuối kỳ,12 Tháng,"25,000",0,Tổng công ty Lưu ký và Bù trừ Chứng khoán Việt Nam,6.5,Tổ chức chuyên nghiệp,,,,,,,Hết lưu hành,100000000.0,25000.0,0.0,6.5
155,ACBL2325003,VNĐ,Ngân hàng TMCP Á Châu,"100,000,000",2 Năm,,15/08/2023,15/08/2025,Định kỳ - Cuối kỳ,12 Tháng,"15,000",0,Tổng công ty Lưu ký và Bù trừ Chứng khoán Việt Nam,6.5,Tổ chức chuyên nghiệp,,,,,,,Hết lưu hành,100000000.0,15000.0,0.0,6.5
156,ACBL2325004,VNĐ,Ngân hàng TMCP Á Châu,"100,000,000",2 Năm,,25/08/2023,25/08/2025,Định kỳ - Cuối kỳ,12 Tháng,"15,000",0,Tổng công ty Lưu ký và Bù trừ Chứng khoán Việt Nam,6.5,Tổ chức chuyên nghiệp,,,,,,,Hết lưu hành,100000000.0,15000.0,0.0,6.5
157,ACBL2325005,VNĐ,Ngân hàng TMCP Á Châu,"100,000,000",2 Năm,,12/09/2023,12/09/2025,Định kỳ - Cuối kỳ,12 Tháng,"50,000",0,Tổng công ty Lưu ký và Bù trừ Chứng khoán Việt Nam,6.5,Tổ chức chuyên nghiệp,,,,,,,Hết lưu hành,100000000.0,50000.0,0.0,6.5
158,ACBL2325006,VNĐ,Ngân hàng TMCP Á Châu,"1,000,000,000",2 Năm,,19/09/2023,19/09/2025,Định kỳ - Cuối kỳ,12 Tháng,"2,000",0,Tổng công ty Lưu ký và Bù trừ Chứng khoán Việt Nam,6.5,Tổ chức chuyên nghiệp,,,,,,,Hết lưu hành,1000000000.0,2000.0,0.0,6.5
159,ACBL2325008,VNĐ,Ngân hàng TMCP Á Châu,"1,000,000,000",2 Năm,,10/10/2023,10/10/2025,Định kỳ - Cuối kỳ,12 Tháng,900,0,Tổng công ty Lưu ký và Bù trừ Chứng khoán Việt Nam,6.5,Tổ chức chuyên nghiệp,,,,,,,Hết lưu hành,1000000000.0,900.0,0.0,6.5
160,ACBL2325009,VNĐ,Ngân hàng TMCP Á Châu,"100,000,000",2 Năm,,20/10/2023,20/10/2025,Định kỳ - Cuối kỳ,12 Tháng,"25,000",0,Tổng công ty Lưu ký và Bù trừ Chứng khoán Việt Nam,6,Tổ chức chuyên nghiệp,,,,,,,Hết lưu hành,100000000.0,25000.0,0.0,6.0
161,ACBL2326007,VNĐ,Ngân hàng TMCP Á Châu,"100,000,000",3 Năm,72 ngày,02/10/2023,02/10/2026,Định kỳ - Cuối kỳ,12 Tháng,"5,000","5,000",Tổng công ty Lưu ký và Bù trừ Chứng khoán Việt Nam,6.3,Tổ chức chuyên nghiệp,,,,,,,Lưu hành toàn bộ,100000000.0,5000.0,5000.0,6.3
162,ACBL2426001,VNĐ,Ngân hàng TMCP Á Châu,"1,000,000,000",2 Năm,,04/06/2024,04/06/2026,Định kỳ - Cuối kỳ,12 Tháng,"5,000",,Tổng công ty Lưu ký và Bù trừ Chứng khoán Việt Nam,4.5,Tổ chức chuyên nghiệp,,,,,,,Hết lưu hành,1000000000.0,5000.0,,4.5
163,ACBL2426002,VNĐ,Ngân hàng TMCP Á Châu,"1,000,000,000",2 Năm,,05/06/2024,05/06/2026,Định kỳ - Cuối kỳ,12 Tháng,"5,000",,Tổng công ty Lưu ký và Bù trừ Chứng khoán Việt Nam,4.5,Tổ chức chuyên nghiệp,,,,,,,Hết lưu hành,1000000000.0,5000.0,,4.5
