article_id,ngay_dang_tin,ten_dn,ma_tp,tieu_de,ghi_chu,tinh_trang,loai_su_kien
11854,19/07/2023,Công ty cổ phần Sovico,"SVC06202301,SVBCH2124003,SVBCH2124002,SVBCH2124001,SVBCH2124004,SVBCH2124005","Công bố về tình hình thanh toán lãi, gốc trái phiếu bán niên 2023",,Hiệu lực,
11850,19/07/2023,Công ty Cổ phần Tập đoàn Sovico,,SVG_CBTT-Thanh toán Gốc Lãi Bán niên 2023,,Hiệu lực,
11615,07/07/2023,CTCP phát triển bất động sản Phát Đạt,PDRH2123002,CBTT Kết quả mua lại trước hạn mã Trái phiếu PDRH2123002,,Hiệu lực,mua_lai
11539,05/07/2023,Công ty cổ phần Lâu Đài Trắng,LDTCH2123001,"Cty CP Lâu Đài Trắng - Báo cáo hoàn tất thanh toán gốc, lãi trái phiếu từ ngày 29.06.2023 đến 30.06.2023",,Hiệu lực,
11408,29/06/2023,Công ty cổ phần Lâu Đài Trắng,LDTCH2123001,"Cty CP Lâu Đài Trắng - Báo cáo tình hình thanh toán gốc, lãi trái phiếu tuần từ ngày 22.06.2023 đến 28.06.2023",,Hiệu lực,
11250,22/06/2023,Công ty cổ phần Lâu Đài Trắng,LDTCH2123001,"Cty CP Lâu Đài Trắng - Báo cáo tình hình thanh toán gốc, lãi trái phiếu tuần từ ngày 15.06.2023 đến 21.06.2023",,Hiệu lực,
11113,16/06/2023,Công ty cổ phần Lâu Đài Trắng,LDTCH2123001,"Cty CP Lâu Đài Trắng - Báo cáo tình hình thanh toán gốc, lãi trái phiếu tuần từ ngày 08.06.2023 đến 14.06.2023",,Hiệu lực,
11075,15/06/2023,Công ty TNHH Tư vấn & Quản lý Smart Invest,TQSCH2131001,Công ty TNHH Tư vấn và Quản lý Smart Invest CBTT tình hình thanh toán gốc lãi trái phiếu năm 2021 (01/01/2021-31/12/2021),,Hiệu lực,
11074,15/06/2023,Công ty TNHH Tư vấn & Quản lý Smart Invest,"TQSCH2131001,TQSCH2227001",Công ty TNHH Tư vấn và Quản lý Smart Invest CBTT tình hình thanh toán gốc lãi bán niên 2022 (01/01/2022-30/06/2022),,Hiệu lực,
10993,09/06/2023,Công ty cổ phần Lâu Đài Trắng,LDTCH2123001,"Cty CP Lâu Đài Trắng - Báo cáo tình hình thanh toán gốc, lãi trái phiếu tuần từ ngày 01.06.2023 đến 07.06.2023",,Hiệu lực,
10890,05/06/2023,Công ty cổ phần Lâu Đài Trắng,LDTCH2123001,"Cty CP Lâu Đài Trắng - Báo cáo tình hình thanh toán gốc, lãi trái phiếu tuần từ ngày 25.05.2023 đến 31.05.2023",,Hiệu lực,
10725,25/05/2023,Công ty cổ phần Lâu Đài Trắng,LDTCH2123001,"Cty CP Lâu Đài Trắng - Báo cáo tình hình thanh toán gốc, lãi trái phiếu tuần từ ngày 18.05.2023 đến 24.05.2023",,Hiệu lực,
10583,18/05/2023,Công ty cổ phần Lâu Đài Trắng,LDTCH2123001,"Cty CP Lâu Đài Trắng - Báo cáo tình hình thanh toán gốc, lãi trái phiếu tuần từ ngày 11.05.2023 đến 17.05.2023",,Hiệu lực,
10379,12/05/2023,Công ty cổ phần Lâu Đài Trắng,LDTCH2123001,"Cty CP Lâu Đài Trắng - Báo cáo tình hình thanh toán gốc, lãi trái phiếu tuần từ ngày 04.05.2023 đến 10.05.2023",,Hiệu lực,
10237,05/05/2023,Công ty cổ phần Lâu Đài Trắng,LDTCH2123001,"Cty CP Lâu Đài Trắng - Báo cáo tình hình thanh toán gốc, lãi trái phiếu tuần từ ngày 27.04.2023 đến 03.05.2023",,Hiệu lực,
9995,25/04/2023,Tổng Công ty Đầu tư Phát triển nhà và đô thị - Công ty TNHH,"HUDH2025001,25062018-01",Tình hình thực hiện các cam kết với người sở hữu trái phiếu năm 2022,,Hiệu lực,
9792,21/04/2023,Công ty cổ phần Lâu Đài Trắng,LDTCH2123001,"Cty CP Lâu Đài Trắng - Báo cáo tình hình thanh toán gốc, lãi trái phiếu tuần từ ngày 13.04.2023 đến 19.04.2023",,Hiệu lực,
9655,18/04/2023,Công ty cổ phần Tập đoàn Gelex,GELEXH1929001,GELEX CBTT về trái phiếu mã GELEXH1929001 - Công văn số 98/2023/GELEX/CV-TGĐ,,Hiệu lực,
9660,13/04/2023,Công ty cổ phần Lâu Đài Trắng,LDTCH2123001,"Cty CP Lâu Đài Trắng - Báo cáo tình hình thanh toán gốc, lãi trái phiếu tuần từ ngày 06.04.2023 đến 12.04.2023",,Hiệu lực,
9659,13/04/2023,Công ty cổ phần Lâu Đài Trắng,LDTCH2123001,"Cty CP Lâu Đài Trắng - Báo cáo tình hình thanh toán gốc, lãi trái phiếu tuần từ ngày 06.04.2023 đến 12.04.2023",,Hiệu lực,
9427,11/04/2023,CÔNG TY CỔ PHẦN ĐẦU TƯ HẢI PHÁT,HPXH2123011,Kết thúc thanh toán lãi kỳ thứ 5 mã TP HPXH2123011,,Hiệu lực,
8058,30/03/2023,Công ty cổ phần Lâu Đài Trắng,LDTCH2123001,"Cty CP Lâu Đài Trắng - Báo cáo tình hình thanh toán gốc, lãi trái phiếu tuần từ ngày 23.03.2023 đến 29.03.2023",,Hiệu lực,
7763,29/03/2023,CTCP TẬP ĐOÀN DEKKO,,Công ty CP Tập đoàn Dekko  Báo cáo tình hình thanh toán gốc lãi Năm (Kỳ báo cáo từ 01/01/2022 đến 31/12/2022) năm 2022,,Hiệu lực,
7505,23/03/2023,Công ty cổ phần Lâu Đài Trắng,LDTCH2123001,"Cty CP Lâu Đài Trắng - Báo cáo tình hình thanh toán gốc, lãi trái phiếu tuần từ ngày 16.03.2023 đến 22.03.2023",,Hiệu lực,
7329,16/03/2023,Công ty cổ phần Lâu Đài Trắng,LDTCH2123001,"Cty CP Lâu Đài Trắng - Báo cáo tình hình thanh toán gốc, lãi trái phiếu tuần từ ngày 09.03.2023 đến 15.03.2023",,Hiệu lực,
7232,14/03/2023,Công ty cổ phần Lâu Đài Trắng,LDTCH2123001,"Cty CP Lâu Đài Trắng - Báo cáo tình hình thanh toán gốc, lãi trái phiếu tuần từ ngày 02.03.2023 đến 08.03.2023",,Hiệu lực,
7110,02/03/2023,Công ty cổ phần Lâu Đài Trắng,LDTCH2123001,"Cty CP Lâu Đài Trắng - Báo cáo tình hình thanh toán gốc, lãi Mua lại trước hạn trái phiếu tuần từ ngày 23.02.2023 đến 01.03.2023",,Hiệu lực,mua_lai
6692,18/01/2023,CTCP Hải Phát Retail,CSLCH2123001,Công bố thông tin về kết quả mua lại Trái phiếu CSLCH2123001 trước hạn,,Hiệu lực,mua_lai
6693,18/01/2023,CTCP Hải Phát Retail,CSLCH2123001,Công bố thông tin về kết quả mua lại Trái Phiếu CSLCH2123001 trước hạn,,Hiệu lực,mua_lai
6635,12/01/2023,CTCP TẬP ĐOÀN DEKKO,,Công bố thông tin về kết quả mua lại trái phiếu trước hạn - TPPHUCHA2016 - Năm 2022,,Hiệu lực,mua_lai
6436,30/12/2022,CÔNG TY CỔ PHẦN BCG ENERGY,"EBCCH2124002,EBCCH2124003",Thay đổi bên bảo đảm cho Trái Phiếu EBCCH2124002,,Hiệu lực,
6058,23/12/2022,CTCP Hải Phát Retail,CSLCH2123001,Công bố thông tin về kết quả mua lại Trái Phiếu CSLCH2123001 trước hạn,,Hiệu lực,mua_lai
5975,13/12/2022,CTCP Hải Phát Retail,CSLCH2123001,Công bố thông tin về kết quả mua lại Trái Phiếu CSLCH2123001 trước hạn,,Hiệu lực,mua_lai
5966,06/12/2022,CTCP Hải Phát Retail,CSLCH2123001,Công bố thông tin về việc mua lại Trái Phiếu CSLCH2123001 trước hạn,,Hiệu lực,mua_lai
5948,30/11/2022,CTCP Hải Phát Retail,CSLCH2123001,Công bố thông tin về kết quả mua lại Trái Phiếu CSLCH2123001 trước hạn,,Hiệu lực,mua_lai
5826,04/11/2022,CTCP Hải Phát Retail,CSLCH2123001,Công bố thông tin về kết quả mua lại Trái Phiếu CSLCH2123001 trước hạn,,Hiệu lực,mua_lai
5814,01/11/2022,CTCP Hải Phát Retail,CSLCH2123001,Công bố thông tin về kết quả mua lại Trái Phiếu CSLCH2123001 trước hạn,,Hiệu lực,mua_lai
5800,27/10/2022,CTCP Hải Phát Retail,CSLCH2123001,Công bố thông tin về kết quả mua lại trái phiếu CSLCH2123001 trước hạn,,Hiệu lực,mua_lai
5790,26/10/2022,CTCP Hải Phát Retail,CSLCH2123001,Công bố thông tin về kết quả mua lại Trái Phiếu CSLCH2123001 trước hạn,,Hiệu lực,mua_lai
5778,26/10/2022,CTCP Hải Phát Retail,CSLCH2123001,Công bố thông tin về kết quả mua lại Trái Phiếu CSLCH2123001 trước hạn,,Hiệu lực,mua_lai
5689,30/09/2022,CÔNG TY CỔ PHẦN BCG ENERGY,"EBCCH2124002,EBCCH2124003","điều chỉnh thuật ngữ, thay đổi bên bảo đảm và bổ sung tài sản bảo đảm",,Hiệu lực,
3793,04/04/2022,Sở Giao dịch Chứng khoán Hà Nội,,"Căn cứ Quyết định số 181/QĐ-UBCK ngày 03/4/2022 của Ủy ban Chứng khoán Nhà nước (UBCKNN), Sở Giao dịch Chứng khoán Hà Nội công bố về việc UBCKNN quyết định hủy bỏ 09 đợt chào bán trái phiếu từ tháng 7/2021 đến tháng 3/2022 với tổng trị giá 10.030 tỷ đồng của Công ty trách nhiệm hữu hạn Đầu tư Bất động sản Ngôi Sao Việt, Công ty cổ phần Cung điện Mùa Đông, Công ty cổ phần Đầu tư và Dịch vụ Khách sạn Soleil thuộc Công ty trách nhiệm hữu hạn Dịch vụ Khách sạn Tân Hoàng Minh (tập đoàn Tân Hoàng Minh) từ ngày 03/4/2022.",,Hiệu lực,
3069,29/12/2021,CÔNG TY CỔ PHẦN THỦY ĐIỆN ĐAKĐRINH,"DHCBOND2020-11,DHCCB2124001,DHC_BOND_2020,DHC112022",Thay đổi người đại diện pháp luật,,Hiệu lực,
2897,08/10/2021,Công ty cổ phần GOTEC LAND,BOND.GTL04.2020,Mẫu 4.3 CBTT về việc mua lại mã trái phiếu Bond.GTL04.2020 trước hạn,,Hiệu lực,mua_lai
2863,21/09/2021,Công ty TNHH Đầu tư Bất động sản Du lịch Hoàng Trường,HTL1924001,Quyết định và Công bố trước thông tin về đợt mua lại trái phiếu,,Hiệu lực,mua_lai
2185,24/08/2021,Công ty cổ phần chứng khoán Trí Việt,,TVB_CBTT Thay đổi người được uỷ quyền công bố thông tin,,Hiệu lực,
2056,17/08/2021,Công ty cổ phần chứng khoán Trí Việt,Tcorp 6.1(02),TVB_CBTT trước đợt mua lại trái phiếu trước hạn,,Hiệu lực,mua_lai
1723,02/07/2021,Công ty TNHH Chứng khoán ACB,,"ACBS_Công bố Quyết định của Hội đồng thành viên về việc sửa đổi, bổ sung một số nội dung Phương án phát hành trái phiếu riêng lẻ năm 2021.",,Hiệu lực,
1675,21/06/2021,Ngân hàng TMCP Quốc tế Việt Nam,VIBBOND062021-001,Công bố thông tin về đợt mua lại trái phiếu trước hạn,,Hiệu lực,mua_lai
1479,01/04/2021,NGÂN HÀNG TMCP NGOẠI THƯƠNG VIỆT NAM,,"Công bố thông tin định kỳ về tình hình thanh toán gốc, lãi",,Hiệu lực,
1271,31/03/2021,Ngân hàng TMCP Phương Đông,,"Ngân hàng TMCP Phương Đông Báo Cáo Tình Hình Thanh Toán Gốc, Lãi Trái Phiếu Năm (Kỳ báo cáo từ 01/01/2020 đến 31/12/2020) năm 2020",,Hiệu lực,
1120,25/03/2021,Công ty cổ phần GOTEC LAND,,Mẫu 4.3 CBTT về việc mua lại mã trái phiếu Bond.GTL01.2020 trước hạn,,Hiệu lực,mua_lai
1121,25/03/2021,Công ty cổ phần GOTEC LAND,,Mẫu 4.3 CBTT về việc mua lại mã trái phiếu Bond.GTL02.2020 trước hạn,,Hiệu lực,mua_lai
1122,25/03/2021,Công ty cổ phần GOTEC LAND,,Mẫu 4.3 CBTT về việc mua lại mã trái phiếu Bond.GTL03.2020 trước hạn,,Hiệu lực,mua_lai
1123,25/03/2021,Công ty cổ phần GOTEC LAND,,Mẫu 4.3 CBTT về việc mua lại mã trái phiếu Bond.GTL04.2020 trước hạn,,Hiệu lực,mua_lai
1093,18/03/2021,Công ty Cổ phần Thương mại Du lịch Đầu tư Cù Lao Chàm,"CLC.BOND2020.1.2,CLC.BOND2020.1",Công ty Cổ phần Thương mại Du lịch Đầu tư Cù Lao Chàm  Báo cáo tài chính 9 tháng năm 2020,,Hiệu lực,
1086,17/03/2021,CTCP đầu tư và phát triển golf Bình Hải,BHGBOND.2020,Công Bố Thông tin Kế hoạch Mua lại trước hạn,,Hiệu lực,mua_lai
