article_id,ngay_dang_tin,ten_dn,ma_tp,tieu_de,ghi_chu,tinh_trang,loai_su_kien
32084,29/04/2026,Công ty TNHH Đầu tư Big Gain,BGICH2125004,Công ty TNHH Đầu tư Big Gain-CBTT thanh toán bổ sung TP mã BGICH2125004,,Hiệu lực,tt_bo_sung
32073,29/04/2026,Công ty TNHH Đầu tư Big Gain,BGICH2124002,Công ty TNHH Đầu tư Big Gain - CBTT thanh toán bổ sung mã BGICH2124002,,Hiệu lực,tt_bo_sung
32072,29/04/2026,Công ty TNHH Đầu tư Big Gain,BGICH2124001,Công ty TNHH Đầu tư Big Gain- CBTT thanh toán bổ sung mã BGICH2124001,,Hiệu lực,tt_bo_sung
32065,29/04/2026,Công ty Cổ phần Hưng Thịnh Investment,H39CH2224003,CBTT về tình hình thanh toán gốc lãi trái phiếu,,Hiệu lực,
32064,29/04/2026,Công ty Cổ phần Hưng Thịnh Investment,H39CH2123002,CBTT về tình hình thanh toán gốc lãi trái phiếu,,Hiệu lực,
32039,29/04/2026,Công ty Cổ phần Hưng Thịnh Investment,H39CH2224003,CBTT về tình hình thanh toán gốc lãi trái phiếu,,Hiệu lực,
32056,28/04/2026,CTCP VINHOMES,VHMB2426004,"Công bố thông tin về tình hình thanh toán gốc, lãi trái phiếu đáo hạn VHMB2426004",,Hiệu lực,
32053,28/04/2026,Công ty TNHH Đầu tư Big Gain,BGICH2125003,"Công bố thông tin về tình hình thanh toán bổ sung gốc, lãi – mã BGICH2125003",,Hiệu lực,tt_bo_sung
32024,24/04/2026,CTCP ĐẦU TƯ XÂY DỰNG XUÂN ĐỈNH,XDCCH2126003,CTCP Đầu tư Xây dựng Xuân Đỉnh - CBTT hoàn thành thanh toán gốc lãi trái phiếu tai ngày đáo hạn - mã XDCCH2126003,,Hiệu lực,tat_toan
32040,24/04/2026,CTCP Hưng Thịnh Land,H79CH2123015,CBTT về tình hình thanh toán gốc lãi trái phiếu,,Hiệu lực,
32031,24/04/2026,Công ty Cổ phần Tập đoàn Đầu tư Địa ốc No Va,NVLH2123007,"Công bố thông tin về tình hình thanh toán gốc, lãi trái phiếu mã NVLH2123007",,Hiệu lực,
32029,24/04/2026,CÔNG TY TNHH NO VA THẢO ĐIỀN,NTDCH2227001,"Công bố thông tin về tình hình thanh toán gốc, lãi mã trái phiếu NTDCH2227001",,Hiệu lực,
31979,23/04/2026,CTCP Signo Land,SNLCH2123001,"Thông tin về cập nhật thanh toán bổ sung/hoàn thành thanh toán gốc, lãi trái phiếu sau khi chậm thanh toán",,Hiệu lực,khac_phuc
32023,23/04/2026,CTCP Hưng Thịnh Land,H79CH2223001,CBTT về tình hình thanh toán gốc lãi trái phiếu,,Hiệu lực,
31992,22/04/2026,Công ty Cổ phần Chứng khoán Tiên Phong,ORSH2126001,"ORS12101_CBTT về tình hình thanh toán gốc, lãi trái phiếu",,Hiệu lực,
31997,22/04/2026,Công ty Cổ phần Tập đoàn Đầu tư Địa ốc No Va,NVLH2123003,"Công bố thông tin về tình hình thanh toán gốc, lãi trái phiếu mã NVLH2123003",,Hiệu lực,
31989,22/04/2026,TẬP ĐOÀN VINGROUP - CÔNG TY CP,VICH2426002,"Báo cáo về việc hoàn thành việc thanh toán gốc, lãi trái phiếu đáo hạn",,Hiệu lực,tat_toan
31988,22/04/2026,TẬP ĐOÀN VINGROUP - CÔNG TY CP,VICH2426001,"Báo cáo về hoàn thành việc thanh toán gốc, lãi trái phiếu tại ngày đáo hạn",,Hiệu lực,tat_toan
31996,22/04/2026,CTCP Hưng Thịnh Land,H79CH2223001,CBTT về tình hình thanh toán gốc lãi trái phiếu,,Hiệu lực,
31975,20/04/2026,CTCP Hưng Thịnh Land,"H79CH2123015,H79CH2223001",CBTT về tình hình thanh toán gốc lãi trái phiếu,,Hiệu lực,
31955,17/04/2026,Công ty Cổ phần Tập đoàn Đầu tư Địa ốc No Va,NVLH2224005,"Công bố thông tin về tình hình thanh toán gốc, lãi mã NVLH2224005",,Hiệu lực,
31943,16/04/2026,CTCP VINHOMES,VHMB2426003,Công bố thông tin tình hình thanh toán gốc lãi TP đáo hạn VHMB2426003,,Hiệu lực,
31919,15/04/2026,Công ty cổ phần Tư vấn và Kinh doanh bất động sản TCO,TOC32501,"Báo cáo hoàn thành việc thanh toán gốc, lãi trái phiếu TOC32501",,Hiệu lực,tat_toan
31910,15/04/2026,Công ty cổ phần Sài Gòn Phú Minh,SPJCH2126001,"Công bố thông tin về tình hình thanh toán gốc, lãi tại ngày đáo hạn trái phiếu",,Hiệu lực,
31912,14/04/2026,CÔNG TY CỔ PHẦN BẤT ĐỘNG SẢN WONDERLAND,WDLCH2126001,CTCP Bất động sản Wonderland - CBTT hoàn thành thanh toán gốc lãi trái phiếu tại ngày đáo hạn theo PAPH ban đầu,,Hiệu lực,tat_toan
31880,13/04/2026,CTCP Hưng Thịnh Land,H79CH2123015,CBTT về tình hình thanh toán gốc lãi trái phiếu,,Hiệu lực,
31791,07/04/2026,CÔNG TY CỔ PHẦN ĐẦU TƯ HẢI PHÁT,HPXH2125007,CBTT thanh toán lãi TP HPXH2125007,,Hiệu lực,
31705,07/04/2026,Công ty cổ phần kinh doanh F88,F8812501,"Công bố thông tin về tình hình thanh toán gốc, lãi trái phiếu F8812501",,Hiệu lực,
31654,07/04/2026,Công ty Cổ phần Đầu tư và Du lịch Sài Gòn - Lâm Đồng,SLTCH2328001,Công bố thông tin bất thường về tình hình thanh toán lãi trái phiếu SLTCH 2328001,,Hiệu lực,
31359,07/04/2026,CÔNG TY TNHH THÀNH PHỐ AQUA,TPACH2125001,"Công bố thông tin về tình hình thanh toán gốc, lãi trái phiếu mã TPACH2125001",,Hiệu lực,
31642,07/04/2026,Công ty Cổ phần Hưng Thịnh Investment,H39CH2224003,CBTT về tình hình thanh toán gốc lãi trái phiếu,,Hiệu lực,
31299,07/04/2026,Công ty Cổ phần Hưng Thịnh Investment,"H39CH2123002,H39CH2224003",CBTT về tình hình thanh toán gốc lãi trái phiếu,,Hiệu lực,
31656,06/04/2026,Công ty Cổ phần Tập đoàn Đầu tư Địa ốc No Va,NVLH2223008,"Công bố thông tin về tình hình thanh toán gốc, lãi trái phiếu mã NVLH2223008",,Hiệu lực,
31655,06/04/2026,Công ty Cổ phần Tập đoàn Đầu tư Địa ốc No Va,NVLH2223007,"Công bố thông tin về tình hình thanh toán gốc, lãi trái phiếu mã NVLH2223007",,Hiệu lực,
31590,03/04/2026,CTCP KINH DOANH NHÀ SUNSHINE,SHJCH2124001,CTCP Kinh doanh Nhà Sunshine - CBTT thanh toán bổ sung mã SHJCH2124001,,Hiệu lực,tt_bo_sung
31526,01/04/2026,CTCP Hưng Thịnh Land,H79CH2123015,CBTT về tình hình thanh toán gốc lãi trái phiếu,,Hiệu lực,
31524,01/04/2026,CTCP Hưng Thịnh Land,H79CH2223001,CBTT về tình hình thanh toán gốc lãi trái phiếu,,Hiệu lực,
31351,01/04/2026,Công ty cổ phần Hoàng Anh Gia Lai,HAGLBOND16.26,"Công ty cổ phần Hoàng Anh Gia Lai báo cáo hoàn thành thanh toán gốc, lãi trái phiếu tại ngày đáo hạn",,Hiệu lực,tat_toan
31293,01/04/2026,CTCP Hưng Thịnh Land,H79CH2223001,CBTT về tình hình thanh toán gốc lãi trái phiếu,,Hiệu lực,
30829,30/03/2026,CTCP ĐẦU TƯ XÂY DỰNG XUÂN ĐỈNH,XDCCH2124001,"CTCP Đầu tư Xây dựng Xuân Đỉnh - CBTT hoàn thành thanh toán gốc, lãi trái phiếu tại ngày đáo hạn - mã XDCCH2124001",,Hiệu lực,tat_toan
30890,30/03/2026,Công ty Cổ phần Tập đoàn Đầu tư Địa ốc No Va,NVLH2123011,"Công bố thông tin về tình hình thanh toán gốc, lãi",,Hiệu lực,
30910,27/03/2026,TẬP ĐOÀN ĐẦU TƯ VÀ PHÁT TRIỂN CÔNG NGHIỆP BECAMEX-CTCP (tên cũ: TỔNG CÔNG TY ĐẦU TƯ VÀ PHÁT TRIỂN CÔNG NGHIỆP - CTCP,BCMH2126001,"Báo cáo về hoàn thành việc thanh toán gốc, lãi trái phiếu BCMH2126001 tại ngày đáo hạn",,Hiệu lực,tat_toan
30790,26/03/2026,CTCP Hưng Thịnh Land,H79CH2123015,CBTT về tình hình thanh toán gốc lãi trái phiếu,,Hiệu lực,
30721,24/03/2026,Công ty Cổ phần Tập đoàn Sovico,SVACH2124001,"CBTT về hoàn thành việc thanh toán gốc, lãi trái phiếu tại ngày đáo hạn mã SVACH212001",,Hiệu lực,tat_toan
30675,23/03/2026,Công ty TNHH Đầu Tư Địa Ốc Nova Saigon Royal,NSRCH2223001,"Công bố thông tin về tình hình thanh toán gốc, lãi mã NSRCH2223001",,Hiệu lực,
30634,23/03/2026,Công ty Cổ phần Tập đoàn Sovico,SVACH2124006,CBTT về tình hình thanh toán lãi Trái phiếu mã SVACH2124006,,Hiệu lực,
30676,23/03/2026,Công ty Cổ phần Tập đoàn Đầu tư Địa ốc No Va,NVLH2224006,"Công bố thông tin về tình hình thanh toán gốc, lãi trái phiếu mã NVLH2224006",,Hết hiệu lực,
30626,19/03/2026,CTCP Hưng Thịnh Land,H79CH2223001,CBTT về tình hình thanh toán gốc lãi trái phiếu,,Hiệu lực,
30533,13/03/2026,Công ty TNHH Đầu tư Kinh doanh và Phát triển Thương mại Việt An,VACCB2426001,": Báo cáo hoàn thành việc thanh toán gốc, lãi trái phiếu  tại ngày đáo hạn",,Hiệu lực,tat_toan
30479,11/03/2026,CTCP DỊCH VỤ THƯƠNG MẠI VÀ ĐẦU TƯ HORIZON,HRZCH2023001,"Công bố thông tin về tình hình  thanh toán gốc, lãi",,Hiệu lực,
30477,10/03/2026,Công ty Cổ phần Tập đoàn Sovico,SVACH2124005,CBTT thanh toán lãi trái phiếu mã SVACH2124005,,Hiệu lực,
30474,10/03/2026,CTCP Tập đoàn Thái Tuấn,TTDCH2122002,"Tình hình thanh toán gốc, lãi trái phiếu TTDCH2122002",,Hiệu lực,
30473,10/03/2026,CTCP Tập đoàn Thái Tuấn,TTDCH2122001,"Tình hình thanh toán gốc, lãi trái phiếu TTDCH2122001",,Hiệu lực,
30469,09/03/2026,CTCP Chứng khoán Rồng Việt,VDS12501,"Công bố thông tin về hoàn thành việc thanh toán gốc, lãi trái phiếu tại ngày đáo hạn (mã VDS12501)",,Hiệu lực,tat_toan
30466,09/03/2026,CTCP Thủy điện Thuận Hòa Hà Giang,THHGH1730001,"Công ty CP thủy điện Thuận Hòa Hà Giang công bố thông tin về tình hình thanh toán gốc, lãi chậm thanh toán kỳ 25/02/2026",,Hiệu lực,
30468,06/03/2026,CÔNG TY CỔ PHẦN ĐẦU TƯ HẢI PHÁT,HPXH2125007,CBTT thanh toán lãi TP HPXH2125007,,Hiệu lực,
30453,06/03/2026,CTCP xây dựng kiến trúc AA,,Báo cáo tất toán gốc lãi,,Hiệu lực,tat_toan
30450,05/03/2026,Công ty TNHH Đầu tư và Phát triển Bất động sản Green Land,GRL12501,"Công bố thông tin về tình hình thanh toán gốc, lãi trái phiếu mã GRL12501",,Hiệu lực,
30440,04/03/2026,CTCP Thủy điện Thuận Hòa Hà Giang,THHGH1730001,"Công ty CP thủy điện Thuận Hòa Hà Giang công bố thông tin về tình hình thanh toán gốc, lãi chậm thanh toán kỳ 25/02/2026",,Hiệu lực,
30435,04/03/2026,Công ty cổ phần Đầu tư Ngành nước DNP,DPWCB2326002,Công bố thông tin thanh toán gốc lãi tại ngày đáo hạn,,Hiệu lực,
30436,04/03/2026,Công ty Cổ phần Tập đoàn Đầu tư Địa ốc No Va,NVLH2123011,"NVLH2123011 - Công bố thông tin về tình hình thanh toán gốc, lãi",,Hiệu lực,
30427,02/03/2026,Công ty Cổ Phần Tập Đoàn Xây Dựng Hòa Bình,HBCH2225002,"Công bố thông tin về tình hình thanh toán gốc, lãi",,Hiệu lực,
30415,26/02/2026,CÔNG TY TNHH NO VA THẢO ĐIỀN,NTDCH2227001,"Công bố thông tin về tình hình thanh toán gốc, lãi mã trái phiếu NTDCH2227001",,Hiệu lực,
30410,26/02/2026,CÔNG TY CỔ PHẦN ĐIỆN MẶT TRỜI VKT - HÒA AN,VKTCH2132001,Công bố thông tin khác về việc thực hiện quyền bán lại và nhận lãi mã trái phiếu VKTCH2132001,,Hiệu lực,ban_lai
30401,25/02/2026,Công ty Cổ phần Xây lắp Sunshine E&C,SECCH2224001,Công ty Cổ phần Xây lắp Sunshine E&C V/v: Công bố thông tin về tình hình thanh toán bổ sung gốc lãi,,Hiệu lực,tt_bo_sung
30395,24/02/2026,TẬP ĐOÀN VINGROUP - CÔNG TY CP,VICGIFB1626002,Công bố thông tin về tình hình thanh toán gốc lãi,,Hiệu lực,
30383,13/02/2026,CTCP NOVA FINAL SOLUTION,NOVA FINAL SOLUTION.BOND.2019,CÔNG TY CỔ PHẦN NOVA FINAL SOLUTION THANH TOÁN GỐC VÀ LÃI QUÁ HẠN ĐỐI VỚI TRÁI PHIẾU NOVA Final Solution.Bond.2019,,Hiệu lực,
30374,13/02/2026,Công ty Cổ phần Tập đoàn Đầu tư Địa ốc No Va,NVLH2224005,"ông bố thông tin về tình hình thanh toán gốc, lãi mã NVLH2224005",,Hiệu lực,
30373,13/02/2026,Công ty Cổ phần Tập đoàn Đầu tư Địa ốc No Va,NVLH2123009,"Công bố thông tin về tình hình thanh toán gốc, lãi mã NVLH2123009",,Hiệu lực,
30357,12/02/2026,CTCP PHÁT TRIỂN HẠ TẦNG KỸ THUẬT,IJCH2025001,"Công bố thông tin về hoàn thành việc thanh toán gốc, lãi trái phiếu mã IJCH2025001",,Hiệu lực,tat_toan
30343,10/02/2026,CÔNG TY CỔ PHẦN ĐẦU TƯ HẢI PHÁT,HPXH2125007,CBTT thanh toán lãi TP HPXH2125007,,Hiệu lực,
30338,10/02/2026,CTCP chứng khoán Kỹ thương,TCXCH2426005,"Báo cáo về hoàn thành việc thanh toán gốc, lãi trái phiếu TCXCH2426005 tại ngày đáo hạn",,Hiệu lực,tat_toan
30275,03/02/2026,Công ty Cổ phần Hưng Thịnh Investment,H39CH2224003,CBTT về tình hình thanh toán gốc lãi trái phiếu,,Hiệu lực,
30274,03/02/2026,Công ty Cổ phần Hưng Thịnh Investment,H39CH2123002,CBTT về tình hình thanh toán gốc lãi,,Hiệu lực,
30287,02/02/2026,Công ty Cổ phần Xây lắp Sunshine E&C,SECCH2224001,Công ty Cổ phần Xây lắp Sunshine E&C V/v: Công bố thông tin về tình hình thanh toán bổ sung gốc lãi,,Hiệu lực,tt_bo_sung
30276,02/02/2026,CTCP chứng khoán Kỹ thương,TCXCH2426004,Báo cáo về việc hoàn thành thanh toán gốc lãi trái phiếu TCXCH2426004 tại ngày đáo hạn,,Hiệu lực,tat_toan
30286,02/02/2026,"CÔNG TY CỔ PHẦN ĐẦU TƯ, THƯƠNG MẠI VÀ PHÁT TRIỂN XÂY DỰNG SUNSHINE VNE",VNECH2123001,"CTCP Đầu tư, thương mại và Phát triển Xây dựng Sunshine VNE v/v: Công bố thông tin về tình hình thanh toán bổ sung gốc lãi",,Hiệu lực,tt_bo_sung
30280,02/02/2026,CTCP Hưng Thịnh Land,H79CH2223001,CBTT về tình hình thanh toán gốc lãi trái phiếu,,Hiệu lực,
30253,27/01/2026,Công ty TNHH Đầu tư và Phát triển BĐS Hải Đăng,HDRCB2426003,Công bố thông tin đáo hạn TP HDRCB2426003,,Hiệu lực,
30230,26/01/2026,Công ty Cổ phần Tập đoàn Đức Long Gia Lai,DLGBOND14.19,CBTT bất thường thanh toán gốc trái phiếu quá hạn,,Hiệu lực,
30225,26/01/2026,Công ty cổ phần Hoàng Anh Gia Lai,HAGLBOND16.26,"Báo cáo cập nhật thanh toán bổ sung gốc, lãi Trái phiếu 2016 - Trái phiếu nhóm A",,Hiệu lực,tt_bo_sung
30220,22/01/2026,Công ty Cổ phần Chứng khoán Dầu khí,PSIH2426001,"Công bố thông tin về tình hình thanh toán gốc, lãi",,Hiệu lực,
30209,21/01/2026,Công ty Cổ phần Thương mại Dịch vụ Nhựa bao bì Kiến Đức,NKDCH2225001,Báo cáo gốc lãi tại ngày đáo hạn,,Hiệu lực,
30177,19/01/2026,Công ty Cổ phần Xây lắp Sunshine E&C,SECCH2224001,Công ty Cổ phần Xây lắp Sunshine E&C V/v: Công bố thông tin về tình hình thanh toán bổ sung gốc lãi,,Hiệu lực,tt_bo_sung
30171,19/01/2026,CTCP KINH DOANH NHÀ SUNSHINE,SHJCH2124001,CTCP Kinh doanh Nhà Sunshine - CBTT thanh toán bổ sung mã SHJCH2124001,,Hiệu lực,tt_bo_sung
30163,19/01/2026,Công ty Cổ Phần Tập Đoàn Xây Dựng Hòa Bình,HBCH2225002,"Công bố thông tin về tình hình thanh toán gốc, lãi",,Hiệu lực,
30168,16/01/2026,CTCP SUNSHINE MARINA NHA TRANG,SMNCH2123001,"CTCP Sunshine Marina Nha Trang - CBTT hoàn thành thanh toán gốc, lãi trái phiếu mã SMNCH2123001",,Hiệu lực,tat_toan
30134,13/01/2026,Công ty TNHH MTV 17,017H2025001,"BC về hoàn thành việc thanh toán gốc, lãi trái phiếu tại ngày đáo hạn",,Hiệu lực,tat_toan
30118,12/01/2026,CTCP Sông Ba,SBAH2125001,CBTT tình hình thanh toán gốc lãi đến ngày đáo hạn,,Hiệu lực,
30136,12/01/2026,Công ty TNHH Phúc Khang Đông Sài Gòn,PKDSGH2023001,"Công bố thông tin về tình hình thanh toán gốc, lãi trái phiếu",,Hiệu lực,
30124,12/01/2026,Công ty Cổ phần Sunshine Rental (Tên cũ: CTCP Đầu tư Kinh doanh Bất động sản S-Homes),SSHCH2123001,"CTCP Đầu tư Kinh doanh BĐS S-Homes - CBTT hoàn thành thanh toán gốc, lãi trái phiếu mã SSHCH2123001",,Hiệu lực,tat_toan
30109,09/01/2026,CÔNG TY CỔ PHẦN ĐẦU TƯ HẢI PHÁT,HPXH2125007,CBTT thanh toán lãi TP HPXH2125007,,Hiệu lực,
30120,09/01/2026,Công ty cổ phần đầu tư bệnh viện Việt Mỹ,BVVM.BOND.2021,"CÔNG TY CỔ PHẦN ĐẦU TƯ BỆNH VIỆN VIỆT MỸ CBTT HOÀN THÀNH VIỆC THANH TOÁN GỐC, LÃI TRÁI PHIẾU TẠI NGÀY ĐÁO HẠN",,Hiệu lực,tat_toan
30084,08/01/2026,CTCP Tập đoàn Thái Tuấn,TTDCH2122001,Báo cáo tình hình thanh toán gốc lãi Trái phiếu TTDCH2122001,,Hiệu lực,
30085,08/01/2026,CTCP Tập đoàn Thái Tuấn,TTDCH2122002,Báo cáo tình hình thanh toán gốc lãi TTDCH2122002,,Hiệu lực,
30104,08/01/2026,Công ty TNHH MTV 492,492H2025001,"thông tin về việc hoàn thành thanh toán gốc, lãi trái phiếu tại ngày đáo hạn",,Hiệu lực,tat_toan
30094,07/01/2026,CTCP TẬP ĐOÀN TRƯỜNG HẢI,THACO_H_2025001,"Công bố thông tin về việc thanh toán gốc, lãi trái phiếu tại ngày đáo hạn",,Hiệu lực,
30079,06/01/2026,Công ty TNHH Đầu tư Gia Cường,GCICH2125001,"Báo cáo về việc hoàn thành thanh toán gốc, lãi Trái phiếu tại ngày đáo hạn",,Hiệu lực,tat_toan
30066,06/01/2026,CÔNG TY TNHH ĐÀU TƯ VÀ KINH DOANH BẤT ĐỘNG SẢN THỦ THIÊM,TIBCH2124001,CT TNHH Đầu tư và Kinh doanh Bất động sản Thủ Thiêm - v/v công bố thông tin về việc hoàn thành thanh toán gốc lãi,,Hiệu lực,tat_toan
30081,06/01/2026,Công ty TNHH Dịch vụ và Tư vấn xây dựng Anh Quân,AQCCH2328001,Công bố thông tin về việc thanh toán lãi bổ sung Trái phiếu AQCCH2328001,,Hiệu lực,tt_bo_sung
30075,05/01/2026,CTCP ĐẦU TƯ SMART DRAGON,SMDB2124001,"Công Ty Cổ Phần Đầu Tư Smart Dragon - Báo cáo về cập nhật thanh toán bổ sung thanh toán gốc, lãi trái phiếu sau khi chậm thanh toán",,Hiệu lực,khac_phuc
30074,05/01/2026,Công ty Cổ phần Fuji Nutri Food,FNFCH2124001,"Công bố thông tin về tình hình thanh toán gốc, lãi",,Hiệu lực,
30057,05/01/2026,CTCP Tập đoàn Xây dựng SCG,SCGCH2023001,CTCP Tập đoàn Xây dựng SCG - V/v: hoàn thành việc thanh toán gốc lãi trái phiếu tại ngày đáo hạn,,Hiệu lực,tat_toan
30070,05/01/2026,CTCP SUNSHINE MARINA NHA TRANG,SMNCH2123001,CTCP Sunshine Marina Nha Trang - CBTT thanh toán bổ sung,,Hiệu lực,tt_bo_sung
30065,05/01/2026,Ngân hàng Thương mại Cổ phần Lộc Phát Việt Nam (tên cũ: Ngân hàng Thương mại cổ phần Bưu Điện Liên Việt),LPB5Y202501,"Công bố thông tin về tình hình thanh toán gốc, lãi trái phiếu LPB5Y202501 tại ngày đáo hạn",,Hiệu lực,
30069,05/01/2026,Công ty TNHH Đầu tư Bất động sản Unity,UNICH2124002,"Thông tin về cập nhật thanh toán bổ sung/hoàn thành thanh toán gốc, lãi trái phiếu sau khi chậm thanh toán",,Hiệu lực,khac_phuc
30068,05/01/2026,Công ty TNHH Đầu tư Bất động sản Unity,UNICH2124001,"Thông tin về cập nhật thanh toán bổ sung/hoàn thành thanh toán gốc, lãi trái phiếu sau khi chậm thanh toán",,Hiệu lực,khac_phuc
30067,05/01/2026,Công ty cổ phần Đầu tư Technical,TECHNICALH2024001,"Công bố thông tin về tình hình thanh toán gốc, lãi: cập nhật thanh toán bổ sung/hoàn thành thanh toán gốc, lãi trái phiếu sau khi chậm thanh toán",,Hiệu lực,khac_phuc
30062,31/12/2025,Công ty Cổ phần Phú Thọ Land,PTJCB2425001,"Công bố thông tin về tình hình thanh toán gốc, lãi",,Hiệu lực,
30056,31/12/2025,NGÂN HÀNG TMCP NGOẠI THƯƠNG VIỆT NAM,VCB_BOND_RL7_2018_9,"Công bố thông tin về tình hình thanh toán gốc, lãi tại ngày đáo hạn theo Thông tư 76",,Hiệu lực,
30053,31/12/2025,Công ty TNHH Roman E&C,RMCCH2023001,CTCP Roman E&C - v/v hoàn thành việc thanh toán gốc lãi trái phiếu tại ngày đáo hạn,,Hiệu lực,tat_toan
30031,31/12/2025,CÔNG TY TNHH ĐẦU TƯ XÂY DỰNG THIÊN HÀ- BĂNG DƯƠNG,"THBCH2328001,THBCH2429002,THBCH2429001",Công ty TNHH Đầu tư Xây dựng Thiên Hà - Băng Dương CBTT về việc hoàn thành thanh toán lãi trái phiếu sau khi chậm thanh toán,,Hiệu lực,khac_phuc
30047,31/12/2025,CTCP Hưng Thịnh Land,H79CH2124017,CBTT về tình hình thanh toán gốc lãi trái phiếu,,Hiệu lực,
30046,31/12/2025,CTCP Hưng Thịnh Land,H79CH2123021,CBTT về tình hình thanh toán gốc lãi trái phiếu,,Hiệu lực,
30045,31/12/2025,CTCP Hưng Thịnh Land,H79CH2123002,CBTT về tình hình thanh toán gốc lãi trái phiếu,,Hiệu lực,
30044,31/12/2025,CTCP Hưng Thịnh Land,HTL-H2023-007,CBTT về tình hình thanh toán gốc lãi trái phiếu,,Hiệu lực,
30042,31/12/2025,CTCP Hưng Thịnh Land,HTL-H2023-006,CBTT về tình hình thanh toán gốc lãi trái phiếu,,Hiệu lực,
30041,31/12/2025,CTCP Hưng Thịnh Land,HTL-H2023-004,CBTT về tình hình thanh toán gốc lãi trái phiếu,,Hiệu lực,
30040,31/12/2025,CTCP Hưng Thịnh Land,HTLAND.2020.TV01,CBTT về tình hình thanh toán gốc lãi trái phiếu,,Hiệu lực,
30030,31/12/2025,Công ty Cổ phần Hưng Thịnh Investment,H39CH2225002,CBTT về tình hình thanh toán gốc lãi trái phiếu,,Hiệu lực,
30029,31/12/2025,Công ty Cổ phần Hưng Thịnh Investment,H39CH2123004,CBTT về tình hình thanh toán gốc lãi trái phiếu,,Hiệu lực,
30018,30/12/2025,CTCP chứng khoán Kỹ thương,TCXCH2425003,"Báo cáo hoàn thành việc thanh toán gốc, lãi trái phiếu TCXCH2425003 tại ngày đáo hạn",,Hiệu lực,tat_toan
30002,30/12/2025,Công ty cổ phần chứng khoán Thành Công,TCIH2425001,"Công bố thông tin định kỳ về tình hình thanh toán gốc, lãi tại ngày đáo hạn",,Hiệu lực,
29999,29/12/2025,Công ty Cổ phần Tập đoàn Đầu tư Địa ốc No Va,NVLH2123006,"Công bố thông tin về tình hình thanh toán gốc, lãi trái phiếu mã NVLH2123006",,Hiệu lực,
29995,29/12/2025,CTCP chứng khoán Kỹ thương,TCXCH2425002,"Báo cáo hoàn thành việc thanh toán gốc, lãi trái phiếu TCXCH2425002 tại ngày đáo hạn",,Hiệu lực,tat_toan
29997,29/12/2025,NH TMCP Phát triển thành phố Hồ Chí Minh ( HDBANK),HDB2025,"Ngân hàng TMCP Phát triển TP.HCM báo cáo thông tin về hoàn thành việc thanh toán gốc, lãi trái phiếu tại ngày đáo hạn (Mã HDB2025)",,Hiệu lực,tat_toan
29984,26/12/2025,Công ty cổ phần kinh doanh F88,F88CH2425009,"Công bố thông tin về tình hình thanh toán gốc, lãi F88CH2425009",,Hiệu lực,
29979,26/12/2025,CÔNG TƯ CỔ PHẦN ĐẦU TƯ XÂY DỰNG THÁI SƠN,"TSOCB2426001,TSO12501,TSO12502,TSO12503",Công ty Cổ phần Đầu tư Xây dựng Thái Sơn ban hành Nghị quyết về việc thông qua phương án sáp nhập Công ty TNHH MTV đầu tư Xây dựng Đại An,,Hiệu lực,
29982,25/12/2025,"Công ty cổ phần Galaxy Entertainment Holding (Tên cũ: Công ty cổ phần Giải trí và Giáo dục Galaxy, Công ty cổ phần Truyền thông và Giải trí Galaxy)",GMECH2123008,"GEE công bố thông tin về tình hình thanh toán gốc, lãi trái phiếu đáo hạn",,Hiệu lực,
29977,24/12/2025,Công ty cổ phần đầu tư và phát triển NEWCO,NEWCB2425001,"Công bố thông tin về tình hình thanh toán gốc, lãi",,Hiệu lực,
29970,22/12/2025,CTCP VINHOMES,VHMB2325005,Công bố thông tin tình hình thanh toán gốc lãi TP đáo hạn VHMB2325005,,Hiệu lực,
29963,22/12/2025,CTCP KINH DOANH NHÀ SUNSHINE,SHJCH2125002,"CTCP Kinh doanh nhà Sunshine - CBTT về tình hình thanh toán bổ sung gốc, lãi - Mã Trái phiếu SHJCH2125002",,Hiệu lực,tt_bo_sung
29960,19/12/2025,Tổng Công ty Đầu tư Phát triển nhà và đô thị - Công ty TNHH,HUDH2025001,"Công bố thông tin về hoàn thành việc thanh toán gốc, lãi trái phiếu tại ngày đáo hạn",,Hiệu lực,tat_toan
29954,18/12/2025,CTCP chứng khoán Kỹ thương,TCXCH2425001,Báo cáo về việc hoàn thành thanh toán gốc lãi trái phiếu TCXCH2425001 tại ngày đáo hạn,,Hiệu lực,tat_toan
29951,17/12/2025,NGÂN HÀNG TMCP QUÂN ĐỘI,MB.2018.7Y.01,"MBB - Công bố thông tin về hoàn thành việc thanh toán gốc, lãi trái phiếu tại ngày đáo hạn",,Hiệu lực,tat_toan
29950,17/12/2025,NGÂN HÀNG TMCP QUÂN ĐỘI,MB.2018.7Y.02,"MBB - Công bố thông tin về hoàn thành việc thanh toán gốc, lãi trái phiếu tại ngày đáo hạn",,Hiệu lực,tat_toan
29953,17/12/2025,Công ty TNHH Đầu Tư Địa Ốc Nova Saigon Royal,NSRCH2223001,"Công bố thông tin về tình hình thanh toán gốc, lãi mã NSRCH2223001",,Hiệu lực,
29952,17/12/2025,CÔNG TY CỔ PHẦN ĐẦU TƯ HẢI PHÁT,HPXH2125007,CBTT thanh toán lãi TP HPXH2125007,,Hiệu lực,
