article_id,ngay_dang_tin,ten_dn,ma_tp,tieu_de,ghi_chu,tinh_trang,file_id,loai_su_kien
32917,17/07/2026,CTCP Hưng Thịnh Land,H79CH2223001,CTCP Hưng Thịnh Land CBTT bất thường - về việc: thanh toán gốc lãi sau khi chậm thanh toán,,Hiệu lực,32917.0,khac_phuc
32872,16/07/2026,CTCP Dịch vụ Giải trí Hưng Thịnh Quy Nhơn,HQNCH2124005,"CTCP Dịch vụ Giải trí Hưng Thịnh Quy Nhơn CBTT bất thường - về việc: thực hiện thanh toán gốc, lãi trái phiếu sau thời gian bị chậm thanh toán",,Hiệu lực,32872.0,khac_phuc
32867,15/07/2026,Công ty TNHH Đầu tư Big Gain,BGICH2124002,"Công ty TNHH Đầu tư Big Gain CBTT bất thường - về việc: thay đổi điều khoản, điều kiện của trái phiếu mã BGICH2124002",,Hiệu lực,32867.0,
32871,15/07/2026,Công ty Cổ phần Bông Sen,BSECH2126003,"Công ty Cổ phần Bông Sen CBTT bất thường - về việc: chậm thanh toán gốc, lãi trái phiếu",,Hiệu lực,32871.0,cham_tra
32859,15/07/2026,CTCP chứng khoán Kỹ thương,"TCX12501,TCX12502,TCX12503,TCX12504,TCX12506",CTCP chứng khoán Kỹ thương CBTT bất thường - về việc: Nhận được quyết định của cơ quan có thẩm quyền về việc xử phạt vi phạm hành chính về thuế,,Hiệu lực,32859.0,
32861,15/07/2026,Công ty Cổ phần Hưng Thịnh Investment,H39CH2122001,"CBTT bất thường - về việc: thanh toán gốc, lãi trái phiếu sau thời gian bị chậm thanh toán",,Hiệu lực,32861.0,khac_phuc
32857,15/07/2026,Công ty Cổ phần Hưng Thịnh Investment,H39CH2122001,"CBTT bất thường - về việc: thanh toán gốc, lãi sau thời gian bị chậm thanh toán",,Hiệu lực,32857.0,khac_phuc
32807,10/07/2026,CTCP Hưng Thịnh Land,HTL-H2023-010,CBTT tình hình thanh toán trái phiếu,,Hiệu lực,32807.0,
32781,09/07/2026,Công ty TNHH Phát triển Kinh doanh Xây dựng 3,XD3CH2328001,"Công ty TNHH Phát triển Kinh doanh Xây dựng 3 CBTT bất thường - về việc:tình hình thanh toán gốc, lãi",,Hiệu lực,32781.0,
32792,09/07/2026,CTCP Hưng Thịnh Land,HTL-H2023-010,CBTT tình hình thanh toán trái phiếu,,Hiệu lực,32792.0,
32793,09/07/2026,CTCP Hưng Thịnh Land,H79CH2124018,CTCP Hưng Thịnh Land CBTT bất thường - về việc: Công bố thông tin về tình hình thanh toán lãi trái phiếu H79CH2124018 sau khi chậm thanh toán,,Hiệu lực,32793.0,khac_phuc
32749,06/07/2026,Công ty TNHH Đầu tư Big Gain,BGICH2125003,"Công ty TNHH Đầu tư Big Gain CBTT bất thường - về việc: Công bố thông tin về tình hình thanh toán bổ sung gốc, lãi – mã BGICH2125003",,Hiệu lực,32749.0,
32727,06/07/2026,CTCP Hưng Thịnh Land,H79CH2223001,CTCP Hưng Thịnh Land CBTT bất thường - về việc: tình hình thanh toán gốc trái phiếu,,Hiệu lực,32727.0,
32704,03/07/2026,CÔNG TY CỔ PHẦN TẬP ĐOÀN PC1,PC1H2227002,CÔNG TY CỔ PHẦN TẬP ĐOÀN PC1 CBTT bất thường - về việc: mua lại trái phiếu trước hạn,,Hiệu lực,32704.0,
32685,02/07/2026,CTCP Đầu tư và Du lịch Vạn Hương,DRGCH2427003,CTCP Đầu tư và Du lịch Vạn Hương CBTT bất thường - về việc: Thay đổi điều khoản điều chỉnh lãi suất trái phiếu,,Hiệu lực,32685.0,
32686,02/07/2026,CTCP Đầu tư và Du lịch Vạn Hương,DRT12502,CTCP Đầu tư và Du lịch Vạn Hương CBTT bất thường - về việc: Thay đổi điều khoản điều chỉnh lãi suất trái phiếu,,Hiệu lực,32686.0,
32665,02/07/2026,CTCP Đầu tư và Du lịch Vạn Hương,DRT12501,CTCP Đầu tư và Du lịch Vạn Hương CBTT bất thường - về việc: Thay đổi điều khoản điều chỉnh lãi suất,,Hiệu lực,32665.0,
32689,02/07/2026,Ngân hàng TMCP Đầu tư và Phát triển Việt Nam,,"Ngân hàng TMCP Đầu tư và Phát triển Việt Nam CBTT bất thường - về việc:thay đổi, bổ nhiệm mới người đại diện theo pháp luật",,Hiệu lực,32689.0,
32642,02/07/2026,CTCP SẢN XUẤT VÀ KINH DOANH VINFAST,"VFSB1922001,VFSB1922002,VFSB1922003,VFSB1922004,VFSB1922005,VFSB1922006,VFSB1922007,VFSB1922008,VFSB1922009,VFSB1922010,VFSB1922011,VFSB1922012,VFSB1922013,VFSB1922014,VFSB1922015,VFSB1922016,VFSB1922017,VFSB1922018,VFSB1922019,VFSB1922020,VFSB1922021,VFSB1922022,VFSB1922023,VFSB1922024,VFSB1922025,VFSB1922026,VFSB1922027,VFSB1922028,VFSB1922029,VFSB1922030,VFSB1922031,VFSB1922032,VFSB1922033,VFSB1922034,VFSB1922035,VFSB1922036,VFSB1922037,VFSB1922038,VFSB1922039,VFSB1922040,VFSB1922041,VFSB1922042,VFSB1922043,VFSB1922044,VFSB1922045,VFSB1922046,VFSB1922047,VFSB1922048,VFSB1922049,VFSB1922050,VFSB1922051,VFSB1922052,VFSB1922053,VFSB1922054,VFSB1922055,VFSB1922056,VFSB1922057,VFSB1922058,VFSB1922059,VFSB1922060,VFSB1922061,VFSB1922062,VFSB1922063,VFSB1922064,VFSB1922065,VFSB1922066,VFSB1922067,VFSB1922068,VFSB1922069,VFSB1922070,VFSB1922071,VFSB1922072,VFSB1922073,VFSB1922074,VFSB1922075,VFSB1922076,VFSB1922077,VFSB1922078,VFSB1922079,VFSB1922080,VFSB1922081,VFSB1922082,VIFCB2124001,VIFCB2124002,VIFCB2124003,VIFCB2124004,VIFCB2225001,VIFCB2225002,VIFCB2225003,VIFCB2225004,VIFCB2225005,VIFCB2225006,VIFCB2225007,VIFCB2225008,VIFCB2325001,VIFCB2325002,VIFCB2325003,VIFCB2426001,VIFCB2429002,VIF12403,VIF12501,VIF12502",CTCP SẢN XUẤT VÀ KINH DOANH VINFAST CBTT bất thường - về việc: Bãi nhiệm bà Thái thị Thanh Hải  và bổ nhiệm ông Ngô Phi Hùng làm Chủ tịch Hội đồng quản trị - Người đại diện theo pháp luật của Công ty,,Hiệu lực,32642.0,
32659,01/07/2026,CTCP Hưng Thịnh Land,HTL-H2023-010,CBTT bất thường của doanh nghiệp phát hành trái phiếu,,Hiệu lực,32659.0,
32632,01/07/2026,Công ty cổ phần Tập đoàn R&H,RHGCH2124005,Công ty cổ phần Tập đoàn R&H CBTT bất thường - về việc: Chậm thanh toán lãi trái phiếu mã RHGCH2124005 kỳ 18,,Hiệu lực,32632.0,cham_tra
32630,01/07/2026,Công ty cổ phần Tập đoàn R&H,RHGCH2124006,Công ty cổ phần Tập đoàn R&H CBTT bất thường - về việc: Chậm thanh toán lãi trái phiếu mã RHGCH2124006 kỳ 18,,Hiệu lực,32630.0,cham_tra
32626,30/06/2026,CTCP Đầu tư và Du lịch Vạn Hương,DRGCH2427001,CTCP Đầu tư và Du lịch Vạn Hương CBTT bất thường - về việc: Thay đổi điều khoản điều chỉnh lãi suất trái phiếu,,Hiệu lực,32626.0,
32658,30/06/2026,CÔNG TY CỔ PHẦN TV - TM - DV ĐỊA ỐC HOÀNG QUÂN MÊKÔNG,HQMCH2328001,CÔNG TY CỔ PHẦN TV - TM - DV ĐỊA ỐC HOÀNG QUÂN MÊKÔNG CBTT bất thường - về việc: chậm thanh toán lãi trái phiếu HQMCH2328001,,Hiệu lực,32658.0,cham_tra
32625,30/06/2026,CTCP Đầu tư và Du lịch Vạn Hương,DRGCH2427004,CTCP Đầu tư và Du lịch Vạn Hương CBTT bất thường - về việc: Thay đổi điều khoản điều chỉnh lãi suất,,Hiệu lực,32625.0,
32599,29/06/2026,Công ty TNHH Đầu tư Big Gain,BGICH2125003,"Công ty TNHH Đầu tư Big Gain CBTT bất thường - về việc: Công bố thông tin về tình hình thanh toán bổ sung gốc, lãi – mã BGICH2125003",,Hiệu lực,32599.0,
32608,29/06/2026,Công ty cổ phần đầu tư Rox Energy (tên cũ: Công ty cổ phần năng lượng TNPower),,Công ty cổ phần đầu tư Rox Energy (tên cũ: Công ty cổ phần năng lượng TNPower) CBTT bất thường - về việc: Quyết định số 333/QĐ-XPHC ngày 23/06/2026 của Thanh tra Ủy ban chứng khoán Nhà Nước về việc xử phạt vi phạm hành  chính.,,Hiệu lực,32608.0,
32585,26/06/2026,CTCP đầu tư và dịch vụ HELIOS,HISCH2124001,CTCP đầu tư và dịch vụ HELIOS CBTT bất thường - về việc:Công văn của  doanh nghiệp phát hành trái phiếu về trường hợp chậm thanh toán gốc hoặc lãi trái phiếu,,Hiệu lực,32585.0,cham_tra
32549,25/06/2026,Công ty TNHH Đầu tư Big Gain,BGICH2124001,"Công ty TNHH Đầu tư Big Gain CBTT bất thường - về việc: hoàn thành thanh toán gốc, lãi trái phiếu BGICH2124001",,Hiệu lực,32549.0,
32547,24/06/2026,CTCP SẢN XUẤT VÀ KINH DOANH VINFAST,"VFSB1922001,VFSB1922002,VFSB1922003,VFSB1922004,VFSB1922005,VFSB1922006,VFSB1922007,VFSB1922008,VFSB1922009,VFSB1922010,VFSB1922011,VFSB1922012,VFSB1922013,VFSB1922014,VFSB1922015,VFSB1922016,VFSB1922017,VFSB1922018,VFSB1922019,VFSB1922020,VFSB1922021,VFSB1922022,VFSB1922023,VFSB1922024,VFSB1922025,VFSB1922026,VFSB1922027,VFSB1922028,VFSB1922029,VFSB1922030,VFSB1922031,VFSB1922032,VFSB1922033,VFSB1922034,VFSB1922035,VFSB1922036,VFSB1922037,VFSB1922038,VFSB1922039,VFSB1922040,VFSB1922041,VFSB1922042,VFSB1922043,VFSB1922044,VFSB1922045,VFSB1922046,VFSB1922047,VFSB1922048,VFSB1922049,VFSB1922050,VFSB1922051,VFSB1922052,VFSB1922053,VFSB1922054,VFSB1922055,VFSB1922056,VFSB1922057,VFSB1922058,VFSB1922059,VFSB1922060,VFSB1922061,VFSB1922062,VFSB1922063,VFSB1922064,VFSB1922065,VFSB1922066,VFSB1922067,VFSB1922068,VFSB1922069,VFSB1922070,VFSB1922071,VFSB1922072,VFSB1922073,VFSB1922074,VFSB1922075,VFSB1922076,VFSB1922077,VFSB1922078,VFSB1922079,VFSB1922080,VFSB1922081,VFSB1922082,VIFCB2124001,VIFCB2124002,VIFCB2124003,VIFCB2124004,VIFCB2225001,VIFCB2225002,VIFCB2225003,VIFCB2225004,VIFCB2225005,VIFCB2225006,VIFCB2225007,VIFCB2225008,VIFCB2325001,VIFCB2325002,VIFCB2325003,VIFCB2426001,VIFCB2429002,VIF12403,VIF12501,VIF12502",CTCP SẢN XUẤT VÀ KINH DOANH VINFAST CBTT bất thường - về việc: thông qua việc miễn nhiệm ông Phạm Nhật Vượng khỏi vị trí Tổng giám đốc và bổ nhiệm ông Trịnh Văn Ngân làm Tổng giám đốc Công ty,,Hiệu lực,32547.0,
32563,24/06/2026,Công ty cổ phần Đầu tư và Phát triển Năng lượng Trung Nam,EDICB2325001,"Công ty cổ phần Đầu tư và Phát triển Năng lượng Trung Nam CBTT bất thường - về việc: Thay đổi điều kiện, điều khoản của trái phiếu đã phát hành",,Hiệu lực,32563.0,
32485,22/06/2026,Công ty TNHH Đầu tư Big Gain,BGICH2124001,Công ty TNHH Đầu tư Big Gain CBTT bất thường - về việc: thanh toán bổ sung trái phiếu mã BGICH2124001,,Hiệu lực,32485.0,
32496,22/06/2026,CTCP TẬP ĐOÀN XÂY DỰNG TRACODI ( TÊN CŨ: CTCP ĐẦU TƯ PHÁT TRIỂN CÔNG NGHIỆP VÀ VẬN TẢI),TCDH2227002,CTCP TẬP ĐOÀN XÂY DỰNG TRACODI ( TÊN CŨ: CTCP ĐẦU TƯ PHÁT TRIỂN CÔNG NGHIỆP VÀ VẬN TẢI) CBTT bất thường -: về việc:Nghị quyết Những người Sở hữu Trái phiếu TCDH2227002 về việc xử lý Tài Sản Bảo Đảm,,Hiệu lực,32496.0,
32495,22/06/2026,Công ty TNHH Phát triển Kinh doanh Xây dựng 3,XD3CH2328001,"Công ty TNHH Phát triển Kinh doanh Xây dựng 3 CBTT bất thường - về việc: tình hình thanh toán gốc, lãi",,Hiệu lực,32495.0,
32454,18/06/2026,CTCP SẢN XUẤT VÀ KINH DOANH VINFAST,"VFSB1922001,VFSB1922002,VFSB1922003,VFSB1922004,VFSB1922005,VFSB1922006,VFSB1922007,VFSB1922008,VFSB1922009,VFSB1922010,VFSB1922011,VFSB1922012,VFSB1922013,VFSB1922014,VFSB1922015,VFSB1922016,VFSB1922017,VFSB1922018,VFSB1922019,VFSB1922020,VFSB1922021,VFSB1922022,VFSB1922023,VFSB1922024,VFSB1922025,VFSB1922026,VFSB1922027,VFSB1922028,VFSB1922029,VFSB1922030,VFSB1922031,VFSB1922032,VFSB1922033,VFSB1922034,VFSB1922035,VFSB1922036,VFSB1922037,VFSB1922038,VFSB1922039,VFSB1922040,VFSB1922041,VFSB1922042,VFSB1922043,VFSB1922044,VFSB1922045,VFSB1922046,VFSB1922047,VFSB1922048,VFSB1922049,VFSB1922050,VFSB1922051,VFSB1922052,VFSB1922053,VFSB1922054,VFSB1922055,VFSB1922056,VFSB1922057,VFSB1922058,VFSB1922059,VFSB1922060,VFSB1922061,VFSB1922062,VFSB1922063,VFSB1922064,VFSB1922065,VFSB1922066,VFSB1922067,VFSB1922068,VFSB1922069,VFSB1922070,VFSB1922071,VFSB1922072,VFSB1922073,VFSB1922074,VFSB1922075,VFSB1922076,VFSB1922077,VFSB1922078,VFSB1922079,VFSB1922080,VFSB1922081,VFSB1922082,VIFCB2124001,VIFCB2124002,VIFCB2124003,VIFCB2124004,VIFCB2225001,VIFCB2225002,VIFCB2225003,VIFCB2225004,VIFCB2225005,VIFCB2225006,VIFCB2225007,VIFCB2225008,VIFCB2325001,VIFCB2325002,VIFCB2325003,VIFCB2426001,VIFCB2429002,VIF12403,VIF12501,VIF12502",CTCP SẢN XUẤT VÀ KINH DOANH VINFAST CBTT bất thường - về việc: Từ ngày 16/06/2026 Công ty CP Sản xuất và Kinh doanh VinFast tách thành Công ty CP Sản xuất và Kinh doanh VinFast và Công ty Cổ phần VinFast Việt Nam,,Hiệu lực,32454.0,
32447,17/06/2026,Công ty TNHH Phát triển Kinh doanh Xây dựng 3,XD3CH2328001,Công ty TNHH Phát triển Kinh doanh Xây dựng 3 CBTT bất thường - về việc:sửa đổi điều khoản điều kiện Trái Phiếu XD3CH2328001,,Hiệu lực,32447.0,
32410,15/06/2026,Công ty TNHH Dịch vụ và Tư vấn xây dựng Anh Quân,AQCCH2328001,Công ty TNHH Dịch vụ và Tư vấn xây dựng Anh Quân CBTT bất thường - về việc: Đính chính nội dung tại Nghị quyết Người Sở Hữu Trái Phiếu số 01/2025/NQ-AQ-NSHTP ký ngày 26/12/2025 của Công ty TNHH Dịch vụ và Tư vấn xây dựng Anh Quân,,Hiệu lực,32410.0,
32412,15/06/2026,CTCP đầu tư và dịch vụ HELIOS,HISCH2124001,CTCP đầu tư và dịch vụ HELIOS CBTT bất thường - về việc: Nghị quyết Những người Sở hữu Trái phiếu của Trái phiếu HISCH2124001về việc xử lý Tài Sản Bảo Đảm và chấp thuận miễn tiền lãi Trái Phiếu chưa thanh toán..,,Hiệu lực,32412.0,
32396,12/06/2026,Công ty TNHH Đầu tư Big Gain,BGICH2125003,"Công ty TNHH Đầu tư Big Gain CBTT bất thường - về việc: Công bố thông tin về tình hình thanh toán bổ sung gốc, lãi – mã BGICH2125003",,Hiệu lực,32396.0,
32384,12/06/2026,Công ty TNHH Đầu tư Big Gain,BGICH2124001,Công ty TNHH Đầu tư Big Gain CBTT bất thường - về việc: thanh toán bổ sung trái phiếu mã BGICH2124001,,Hiệu lực,32384.0,
32385,12/06/2026,Công ty TNHH Đầu tư Gia Cường,GCICH2125001,Công ty TNHH Đầu tư Gia Cường CBTT bất thường - về việc: Xử phạt hành chính,,Hiệu lực,32385.0,
32378,11/06/2026,CTCP KINH DOANH NHÀ SUNSHINE,SHJCH2124001,"CTCP KINH DOANH NHÀ SUNSHINE CBTT bất thường - về việc: thanh toán bổ sung gốc, lãi TP mã SHJCH2124001",,Hiệu lực,32378.0,
32365,11/06/2026,NGÂN HÀNG TMCP VIỆT Á,VAB12601,"NGÂN HÀNG TMCP VIỆT Á CBTT bất thường - về việc: Phê duyệt điều chỉnh khoản ""Ngày xác định lãi xuất"" tại Khoản 3 Điều 1 của Nghị quyết số 44/2026/NQ-HĐQT ngày 26/03/2026",,Hiệu lực,32365.0,
32370,10/06/2026,CTCP VINPEARL,VPL12601,CTCP VINPEARL CBTT bất thường - về việc: Nghị quyết người sở hữu trái phiếu về việc thay đổi bên nhận bảo đảm,,Hiệu lực,32370.0,
32367,09/06/2026,Công ty cổ phần Tập đoàn R&H,"RHGCH2123002,RHGCH2123003,RHGCH2123004,RHGCH2124005,RHGCH2124006",Công ty cổ phần Tập đoàn R&H CBTT bất thường - về việc: Quyết định Xử phạt Vi phạm hành chính số 271/QĐ-XPHC ngày 03/06/2026,,Hiệu lực,32367.0,
32361,08/06/2026,Công ty Cổ phần Sunshine Rental (Tên cũ: CTCP Đầu tư Kinh doanh Bất động sản S-Homes),,Công ty cổ phần Sunshine Rental CBTT bất thường - về việc: thay đổi tên công ty,,Hiệu lực,32361.0,
32348,08/06/2026,Công ty Cổ phần Sunbay Ninh Thuận,"SBPCB2124002,SBPCB2225001,SBPCB2227002,SBPCB2228003",Công ty Cổ phần Sunbay Ninh Thuận CBTT bất thường - về việc: cấp lại 17 giấy chứng nhận quyền sử dụng đất,,Hiệu lực,32348.0,
32358,08/06/2026,Công ty Cổ phần Tập đoàn Công nghệ CMC,CMG12501,Công ty Cổ phần Tập đoàn Công nghệ CMC CBTT bất thường về việc: Quyết định xử phạt vi phạm hành chính trong lĩnh vực chứng khoán và thị trường chứng khoán,,Hiệu lực,32358.0,
32339,05/06/2026,CTCP Sunshine AM,SAMCH2126005,CTCP Sunshine AM CBTT bất thường - về việc: thay đổi điều khoản và điều kiện trái phiếu - Mã SAMCH2126005,,Hiệu lực,32339.0,
32337,05/06/2026,CTCP Sunshine AM,SAMCH2126004,CTCP Sunshine AM CBTT bất thường - về việc: thay đổi điều khoản và điều kiện trái phiếu - Mã SAMCH2126004,,Hiệu lực,32337.0,
32335,04/06/2026,CTCP ĐẦU TƯ VÀ KINH DOANH GOLF LONG THÀNH,"GLT.BOND01.2020,GLT.BOND02.2020,GLT.BOND03.2020,GLT.BOND04.2020,GLT.BOND05.2020,GLT.BOND06.2020,GLT.BOND07.2020,GLT.BOND08.2020,GLT.BOND09.2020,GLT.BOND10.2020,GLTCH2124001",CTCP ĐẦU TƯ VÀ KINH DOANH GOLF LONG THÀNH CBTT bất thường - về việc: nhận Quyết định xử phạt vi phạm hành chính trong lĩnh vực chứng khoán,,Hiệu lực,32335.0,
32330,04/06/2026,CTCP ĐẦU TƯ ĐỊA ỐC NO VA,"NVJCH2024004,NVJCH2025005,NVJCH2026006",CTCP ĐẦU TƯ ĐỊA ỐC NO VA CBTT bất thường - về việc: CBTT bất thường của doanh nghiệp  phát hành trái phiếu,,Hiệu lực,32330.0,
32323,03/06/2026,Công ty Cổ phần Sunbay Ninh Thuận,"SBPCB2124002,SBPCB2225001,SBPCB2227002,SBPCB2228003",Công ty Cổ phần Sunbay Ninh Thuận CBTT bất thường - về việc: Công bố thông tin bất thường của doanh nghiệp phát hành trái phiếu,,Hiệu lực,32323.0,
32298,01/06/2026,CÔNG TY CỔ PHẦN NƯỚC AQUA ONE,AQ112501,"CÔNG TY CỔ PHẦN NƯỚC AQUA ONE CBTT bất thường - về việc:Thay đổi điều kiện, điều khoản của trái phiếu đã phát hành.",,Hiệu lực,32298.0,
32292,29/05/2026,Công ty Cổ phần Hưng Thịnh Investment,H39CH2224003,Công ty Cổ phần Hưng Thịnh Investment CBTT bất thường - về việc: thanh toán gốc trái phiếu bằng tài sản khác,,Hiệu lực,32292.0,
32280,26/05/2026,CTCP Đầu tư MHC,MIVCH2126001,"CTCP Đầu tư MHC CBTT bất thường - về việc: Thay đổi kỳ hạn trái phiếu, điều kiện, điều khoản của trái phiếu đã phát hành.",,Hiệu lực,32280.0,
32273,26/05/2026,Công ty cổ phần thương mại và dịch Việt Kim,VCSCH2126001,"Công ty cổ phần thương mại và dịch Việt Kim CBTT bất thường - về việc: Thay đổi kỳ hạn trái phiếu, điều kiện, điều khoản của trái phiếu đã phát hành",,Hiệu lực,32273.0,
32277,26/05/2026,CTCP Đầu tư MHC,MIVCH2126001,"CTCP Đầu tư MHC CBTT bất thường - về việc: Thay đổi kỳ hạn trái phiếu, điều kiện, điều khoản của trái phiếu đã phát hành.",,Hết hiệu lực,32277.0,
32257,22/05/2026,CTCP Dịch vụ Giải trí Hưng Thịnh Quy Nhơn,HQNCH2124005,CTCP Dịch vụ Giải trí Hưng Thịnh Quy Nhơn CBTT bất thường - về việc: Nghị quyết NSHTP (Văn bản tổng hợp quyết định NSHTP),,Hiệu lực,32257.0,
32241,22/05/2026,CÔNG TY CỔ PHẦN TẬP ĐOÀN XUÂN THIỆN,,CÔNG TY CỔ PHẦN TẬP ĐOÀN XUÂN THIỆN CBTT bất thường - về việc: QĐ xử phạt vi phạm hành chính số 242/QĐ-XPHC ngày 18/05/2026 của Thanh tra chứng khoán nhà nước,,Hiệu lực,32241.0,
32231,21/05/2026,Công ty TNHH Tư vấn & Quản lý Smart Invest,"TQSCH2131001,TQSCH2227001",Công ty TNHH Tư vấn & Quản lý Smart Invest CBTT bất thường - về việc: nhận được Quyết  định xử phạt vi phạm hành chính số 225/QĐ-XPHC ngày 05/05/2026 của Thanh tra Chứng khoán nhà nước,,Hiệu lực,32231.0,
32243,21/05/2026,CTCP ĐẦU TƯ SMART DRAGON,SMDB2124001,CTCP ĐẦU TƯ SMART DRAGON CBTT bất thường - về việc: Nhận quyết định xử phạt vi phạm hành chính,,Hiệu lực,32243.0,
32214,19/05/2026,CTCP Hưng Thịnh Land,H79CH2124019,CTCP Hưng Thịnh Land CBTT bất thường - về việc: Chậm thanh toán lãi trái phiếu H79CH2124019,,Hiệu lực,32214.0,cham_tra
32207,18/05/2026,Công ty cổ phần đầu tư đường Mặt Trời,MTD12502,Công ty cổ phần đầu tư đường Mặt Trời CBTT bất thường - về việc gia hạn trái phiếu MTD12502,,Hiệu lực,32207.0,gia_han
32208,18/05/2026,Công ty Cổ phần Tập đoàn Đầu tư Địa ốc No Va,,Công ty Cổ phần Tập đoàn Đầu tư Địa ốc No Va CBTT bất thường - về việc: QĐXP vi phạm hành chính về thuế,,Hiệu lực,32208.0,
32199,18/05/2026,Công ty TNHH Bất động sản Gia Phú,GPRCH2123001,"Công ty TNHH Bất động sản Gia Phú CBTT bất thường - về việc: tình hình thanh toán gốc, lãi",,Hiệu lực,32199.0,
32202,18/05/2026,Công ty Cổ phần Sunshine Rental (Tên cũ: CTCP Đầu tư Kinh doanh Bất động sản S-Homes),SSHCH2123002,Công ty cổ phần Đầu tư Kinh doanh Bất động sản S-Homes CBTT bất thường - về việc: thanh toán gốc lãi trái phiếu bằng tài sản khác - Mã trái phiếu SSHCH2123002,,Hiệu lực,32202.0,
32162,12/05/2026,Công ty Cổ phần Sài Gòn Capital,SGGCH2328003,Công ty Cổ phần Sài Gòn Capital CBTT bất thường - về việc: chậm thanh toán lãi trái phiếu,,Hiệu lực,32162.0,cham_tra
32134,08/05/2026,CÔNG TY CP CÔNG NGHỆ KHẢI AN,NAKCH2123001,CÔNG TY CP CÔNG NGHỆ KHẢI AN CBTT bất thường - về việc: Quyết định xử phạt vi phạm hành chính,,Hiệu lực,32134.0,
32117,06/05/2026,Công ty TNHH Đầu tư và Phát triển điện mặt trời KN Vạn Ninh,"KNVCH2131001,KVN","Công ty TNHH Đầu tư và Phát triển điện mặt trời KN Vạn Ninh CBTT bất thường - về việc: thay đổi điều kiện, điều khoản mã KVN,KNVCH2131001;",,Hiệu lực,32117.0,
32102,06/05/2026,Công ty cổ phần đầu tư đường Mặt Trời,MTD12501,Công ty cổ phần đầu tư đường Mặt Trời CBTT bất thường - về việc gia hạn trái phiếu MTD12501,,Hiệu lực,32102.0,gia_han
32105,05/05/2026,Công ty Cổ phần Đầu tư TDG Global,TDGH2326001,Công ty Cổ phần Đầu tư TDG Global CBTT bất thường - về việc:  Nghị quyết và Biên bản họp Hội nghị người sở hữu trái phiếu TDGH2326001,,Hiệu lực,32105.0,
32089,29/04/2026,Công ty TNHH Quản lý Đầu tư Thiên An,DTACH2328002,Công ty TNHH Quản lý Đầu tư Thiên An CBTT bất thường - về việc: Công bố thông tin bất thường của doanh nghiệp phát hành trái phiếu mã DTACH2328002,,Hiệu lực,32089.0,
32088,29/04/2026,Công ty TNHH Quản lý Đầu tư Thiên An,DTACH2328001,Công ty TNHH Quản lý Đầu tư Thiên An CBTT bất thường - về việc: Công bố thông tin bất thường của doanh nghiệp phát hành trái phiếu mã DTACH2328001,,Hiệu lực,32088.0,
32063,29/04/2026,Công ty Cổ phần BVB,BVBCH2123001,Công ty Cổ phần BVB CBTT bất thường - về việc: Nhận quyết định xử phạt vi phạm hành chính,,Hiệu lực,32063.0,
32025,24/04/2026,CÔNG TY TNHH THÀNH PHỐ AQUA,TPACH2125001,"CÔNG TY TNHH THÀNH PHỐ AQUA CBTT bất thường - về việc: Thay đổi điều khoản, điều kiện của Trái phiếu theo Nghị quyết Người sở hữu trái phiếu",,Hiệu lực,32025.0,
31985,22/04/2026,CÔNG TY CỔ PHẦN ĐẦU TƯ NĂNG LƯỢNG NAM PHƯƠNG,"NPECH2126001,NPECH2128002,NPECH2229001",CÔNG TY CỔ PHẦN ĐẦU TƯ NĂNG LƯỢNG NAM PHƯƠNG CBTT bất thường - về việc: xử phạt vi phạm hành chinh,,Hiệu lực,31985.0,
31976,22/04/2026,Công ty TNHH Đầu tư và Phát triển Bất động sản Green Land,GRL12501,"Công ty TNHH Đầu tư và Phát triển Bất động sản Green Land CBTT bất thường - về việc: Thay đổi điều kiện, điều khoản của trái phiếu theo Nghị quyết Người sở hữu trái phiếu",,Hiệu lực,31976.0,
31993,22/04/2026,CTCP Phát triển hạ tầng kỹ thuật Becamex-Bình Phước,BCMBP.H.20.28.001,CTCP Phát triển hạ tầng kỹ thuật Becamex-Bình Phước CBTT bất thường - về nội dung Nghị quyết Hội nghị người sở hữu Trái phiếu BCMBP.H.20.28.001 theo hình thức lấy ý kiến bằng văn bản.,,Hiệu lực,31993.0,
31973,20/04/2026,Công ty Cổ phần Bông Sen,BSECH2126003,"Công ty Cổ phần Bông Sen CBTT bất thường - về việc: chậm thanh toán gốc, lãi trái phiếu",,Hiệu lực,31973.0,cham_tra
31929,16/04/2026,CÔNG TY TNHH NO VA THẢO ĐIỀN,NTDCH2227001,CÔNG TY TNHH NO VA THẢO ĐIỀN CBTT bất thường - về việc: CBTT về Nghị quyết Người sở hữu trái phiếu NTDCH2227001,,Hiệu lực,31929.0,
