article_id,ngay_dang_tin,ten_dn,ma_tp,tieu_de,ghi_chu,tinh_trang,file_id,loai_su_kien
30268,29/01/2026,CTCP NĂNG LƯỢNG HỒNG PHONG 2,"HP2_BOND_2020_01,HP2_BOND_2020_02,HP2_BOND_2020_03,HP2_BOND_2020_04,HP2_BOND_2020_05,HP2_BOND_2020_06",CTCP NĂNG LƯỢNG HỒNG PHONG 2 CBTT bất thường - về việc: xử phạt vi phạm hành chính theo quyết định của ủy ban chứng khoán nhà nước,,Hiệu lực,30268.0,
30254,28/01/2026,Công ty TNHH Saigon Glory,"SGL-2020.01,SGL-2020.02,SGL-2020.03,SGL-2020.04,SGL-2020.05,SGL-2020.06,SGL-2020.07,SGL-2020.08,SGL-2020.09,SGL-2020.10",Công bố thông tin bất thường của doanh nghiệp phát hành trái phiếu về việc nhận được quyết định xử phạt vi phạm hành chính số 68/QĐ-XPHC ngày 21/01/2026,,Hiệu lực,30254.0,
30250,27/01/2026,CTCP Tập đoàn Apec Group,"APGCH2122009,APGCH2123005,APGCH2124001,APGCH2124002,APGCH2126011,APGCH2223003",CTCP Tập đoàn Apec Group CBTT bất thường - về việc: Nhận được quyết định xử phạt vi phạm hành chính số 42/QĐ-XPHC của UBCKNN,,Hiệu lực,30250.0,
30213,27/01/2026,Công ty cổ phần BLUEMARQ Development (Tên cũ:Công ty Cổ phần Đầu tư Kinh doanh Bất động sản Hà An),HAACH2226001,Công ty Cổ phần Đầu tư Kinh doanh Bất động sản Hà An CBTT bất thường - về việc: Dời ngày thanh toán lãi định kỳ,,Hiệu lực,30213.0,
30203,27/01/2026,CTCP In và Bao bì Goldsun,GSPCB2225003,"CTCP In và Bao bì Goldsun CBTT bất thường - về việc: Thay đổi điều kiện, điều khoản trái phiếu",,Hiệu lực,30203.0,
30239,26/01/2026,Công ty cổ phần Điện gió Trung Nam Đắk Lắk 1,TD1CB2134004,Công ty cổ phần Điện gió Trung Nam Đắk Lắk 1 CBTT bất thường - về việc: Thay đổi điều khoản trái phiếu đã phát hành,,Hết hiệu lực,30239.0,
30233,26/01/2026,Công ty Cổ phần Tập đoàn Đầu tư Địa ốc No Va,NVLH2123007,"Công ty Cổ phần Tập đoàn Đầu tư Địa ốc No Va CBTT bất thường - về việc: tình hình thanh toán gốc, lãi trái phiếu mã NVLH2123007",,Hiệu lực,30233.0,
30212,23/01/2026,Công ty Cổ phần Sunbay Ninh Thuận,"SBPCB2228003,SBPCB2227002,SBPCB2225001,SBPCB2124002",Công ty Cổ phần Sunbay Ninh Thuận CBTT bất thường - về việc: Công bố thông tin bất thường của doanh nghiệp phát hành trái phiếu,,Hiệu lực,30212.0,
30204,23/01/2026,Công ty TNHH  Đầu tư Bất động sản Long Hưng Phát,LHRCH2025005,Công ty TNHH  Đầu tư Bất động sản Long Hưng Phát CBTT bất thường - về việc: thay đổi điều khoản điều kiện Trái phiếu,,Hiệu lực,30204.0,
30191,20/01/2026,CTCP ĐẦU TƯ ĐỊA ỐC NO VA,NVJCH2025001,CTCP ĐẦU TƯ ĐỊA ỐC NO VA CBTT bất thường - về việc: thay đổi điều khoản điều kiện Trái phiếu,,Hiệu lực,30191.0,
30174,19/01/2026,Công ty Cổ phần Tổng Công ty Cổ phần Địa ốc Sài Gòn,SGR12501,"Công ty Cổ phần Tổng Công ty Cổ phần Địa ốc Sài Gòn CBTT bất thường - về việc: thay đổi điều kiện, điều khoản của trái phiếu",,Hiệu lực,30174.0,
30173,19/01/2026,CTCP Bất động sản Hano-vid,"HNV09.L.20.27.173,HNV09.L.20.27.168,HNV09.L.20.27.137,HNV09.L.20.27.176,HNV09.L.20.27.149,HNV09.L.20.27.139,HNV09.L.20.27.179,HNV09.L.20.27.142,HNV09.L.20.27.151,HNV09.L.20.27.180,HNV09.L.20.27.131,HNV09.L.20.27.121,HNV09.L.20.27.169,HNV09.L.20.27.125,HNV09.L.20.27.174,HNV09.L.20.27.175,HNV09.L.20.27.146,HNV09.L.20.27.159,HNV.BOND.08.2020.04,HNV09.L.20.27.126,HNV09.L.20.27.127,HNV09.L.20.27.133,HNV09.L.20.27.148,HNV09.L.20.27.171,HNV09.L.20.27.154,HNV09.L.20.27.158,HNV09.L.20.27.128,HNV09.L.20.27.165,HNV09.L.20.27.161,HNV09.L.20.27.167,HNV09.L.20.27.129,HNV09.L.20.27.160,HNV09.L.20.27.163,HNV09.L.20.27.152,HNV09.L.20.27.164,HNV09.L.20.27.138,HNV09.L.20.27.145,HNV09.L.20.27.130,HNV09.L.20.27.156,HNV09.L.20.27.134,HNV09.L.20.27.123,HNV09.L.20.27.141,HNV09.L.20.27.132,HNV09.L.20.27.170,HNV09.L.20.27.178,HNV09.L.20.27.147,HNV09.L.20.27.136,HNV09.L.20.27.177,HNV09.L.20.27.157,HNV09.L.20.27.135,HNV09.L.20.27.144,HNV09.L.20.27.172,HNV09.L.20.27.153,HNV09.L.20.27.143,HNV09.L.20.27.122,HNV09.L.20.27.124,HNV09.L.20.27.150,HNV09.L.20.27.166,HNV09.L.20.27.140,HNVCH2229002,HNVCH2229001,HNV09.L.20.27.155,HNV09.L.20.27.162,HNV.BOND.08.2020.17,HNV.BOND.07.2020.46,HNV.BOND.07.2020.16,HNV.BOND.07.2020.42,HNV.BOND.08.2020.46,HNV.BOND.07.2020.28,HNV.BOND.07.2020.52,HNV.BOND.07.2020.18,HNV.BOND.07.2020.44,HNV.BOND.08.2020.24,HNV.BOND.08.2020.60,HNV.BOND.08.2020.44,HNV.BOND.08.2020.29,HNV.BOND.07.2020.20,HNV.BOND.07.2020.24,HNV.BOND.07.2020.39,HNV.BOND.07.2020.47,HNV.BOND.08.2020.34,HNV.BOND.07.2020.02,HNV.BOND.07.2020.04,HNV.BOND.07.2020.05,HNV.BOND.07.2020.07,HNV.BOND.07.2020.08,HNV.BOND.07.2020.25,HNV.BOND.07.2020.27,HNV.BOND.07.2020.31,HNV.BOND.07.2020.32,HNV.BOND.08.2020.59,HNV.BOND.08.2020.07,HNV.BOND.07.2020.21,HNV.BOND.08.2020.31,HNV.BOND.08.2020.49,HNV.BOND.08.2020.58,HNV.BOND.08.2020.56,HNV.BOND.08.2020.57,HNV.BOND.08.2020.39,HNV.BOND.07.2020.01,HNV.BOND.07.2020.34,HNV.BOND.08.2020.25,HNV.BOND.08.2020.48,HNV.BOND.08.2020.51,HNV.BOND.08.2020.19,HNV.BOND.08.2020.35,HNV.BOND.07.2020.36,HNV.BOND.07.2020.60,HNV.BOND.08.2020.30,HNV.BOND.08.2020.32,HNV.BOND.07.2020.43,HNV.BOND.08.2020.33,HNV.BOND.07.2020.26,HNV.BOND.07.2020.55,HNV.BOND.08.2020.16,HNV.BOND.08.2020.18,HNV.BOND.08.2020.43,HNV.BOND.08.2020.53,HNV.BOND.08.2020.41,HNV.BOND.08.2020.26,HNV.BOND.08.2020.45,HNV.BOND.07.2020.11,HNV.BOND.08.2020.37,HNV.BOND.08.2020.05,HNV.BOND.08.2020.28,HNV.BOND.07.2020.45,HNV.BOND.07.2020.17,HNV.BOND.08.2020.11,HNV.BOND.07.2020.14,HNV.BOND.07.2020.03,HNV.BOND.08.2020.10,HNV.BOND.08.2020.13,HNV.BOND.08.2020.54,HNV.BOND.07.2020.51,HNV.BOND.07.2020.54,HNV.BOND.08.2020.14,HNV.BOND.08.2020.40,HNV.BOND.08.2020.42,HNV.BOND.08.2020.22,HNV.BOND.07.2020.30,HNV.BOND.07.2020.22,HNV.BOND.07.2020.19,HNV.BOND.07.2020.29,HNV.BOND.07.2020.38,HNV.BOND.07.2020.40,HNV.BOND.08.2020.15,HNV.BOND.07.2020.06,HNV.BOND.07.2020.09,HNV.BOND.07.2020.12,HNV.BOND.08.2020.52,HNV.BOND.07.2020.41,HNV.BOND.08.2020.12,HNV.BOND.07.2020.33,HNV.BOND.07.2020.35,HNV.BOND.07.2020.57,HNV.BOND.08.2020.01,HNV.BOND.08.2020.03,HNV.BOND.08.2020.06,HNV.BOND.08.2020.08,HNV.BOND.08.2020.55,HNV.BOND.07.2020.10,HNV.BOND.07.2020.13,HNV.BOND.07.2020.23,HNV.BOND.08.2020.02,HNV.BOND.07.2020.56,HNV.BOND.07.2020.58,HNV.BOND.07.2020.59,HNV.BOND.08.2020.09,HNV.BOND.08.2020.21,HNV.BOND.08.2020.36,HNV.BOND.08.2020.38,HNV.BOND.07.2020.15,HNV.BOND.08.2020.50,HNV.BOND.07.2020.48,HNV.BOND.07.2020.53,HNV.BOND.08.2020.23,HNV.BOND.08.2020.47,HNV.BOND.07.2020.49,HNV.BOND.07.2020.37,HNV.BOND.08.2020.20,HNV.BOND.08.2020.27,HNV.BOND.07.2020.50",CTCP Bất động sản Hano-vid CBTT bất thường - về việc: nhận được Quyết định số 29/QĐ-XPHC ngày 08/01/2026 của UBCK Nhà nước về việc xử phạt vi phạm hành chính,,Hiệu lực,30173.0,
30182,19/01/2026,Công ty cổ phần Điện gió Trung Nam Đắk Lắk 1,TD1CB2134004,Công ty cổ phần Điện gió Trung Nam Đắk Lắk 1 CBTT bất thường - về việc: Thay đổi điều khoản trái phiếu đã phát hành,,Hết hiệu lực,30182.0,
30161,16/01/2026,Công ty Cổ phần Xuân Thiện Ninh Thuận,XTNT.2020.5Y,Công ty Cổ phần Xuân Thiện Ninh Thuận CBTT bất thường - về Quyết định xử phạt vi phạm hành chính,,Hiệu lực,30161.0,
30159,16/01/2026,Công ty Cổ phần Bông Sen,BSECH2126003,"Công ty Cổ phần Bông Sen CBTT bất thường - về việc: chậm thanh toán gốc, lãi trái phiếu",,Hiệu lực,30159.0,cham_tra
30147,15/01/2026,CTCP bất động sản Mỹ,AME.BOND.05.2020.11,CTCP bất động sản Mỹ CBTT bất thường - về việc:   Nghị quyết Người sở hữu trái phiếu về việc kéo dài kỳ hạn trái phiếu,,Hiệu lực,30147.0,gia_han
30138,12/01/2026,Công ty Cổ phần Đầu tư Xây dựng Đại Thịnh Phát,DPJCH2224002,Công ty Cổ phần Đầu tư Xây dựng Đại Thịnh Phát CBTT bất thường - về việc: chậm thanh toán lãi kỳ 41 mã trái phiếu DPJ12202,,Hiệu lực,30138.0,cham_tra
30135,12/01/2026,Công ty Cổ phần Đầu tư Nam Long,NLGH2328001,Công ty Cổ phần Đầu tư Nam Long CBTT bất thường - về việc: thay đổi tài sản bảo đảm của trái phiếu,,Hiệu lực,30135.0,
30114,09/01/2026,Công ty cổ phần Hoàng Anh Gia Lai,HAGLBOND16.26,Công ty cổ phần Hoàng Anh Gia Lai CBTT bất thường - về việc: thay đổi điều khoản và điều kiện Trái phiếu 2016 - Trái phiếu nhóm A,,Hiệu lực,30114.0,
30105,08/01/2026,CTCP Hưng Thịnh Land,H79CH2124018,CTCP Hưng Thịnh Land CBTT bất thường - về việc: chậm thanh toán lãi trái phiếu,,Hiệu lực,30105.0,cham_tra
30099,07/01/2026,Công ty TNHH  Đầu tư Bất động sản Long Hưng Phát,LHRCH2025005,Công ty TNHH  Đầu tư Bất động sản Long Hưng Phát CBTT bất thường - về việc: nhận quyết định xử phạt hành chính,,Hiệu lực,30099.0,
30096,07/01/2026,Công ty TNHH Phát triển Bất động sản Cát Liên Hoa,"CLHCH2123004,CLHCH2122006,CLHCH2125003,CLHCH2126001,CLHCH2125005,CLHCH2124002",Công ty TNHH Phát triển Bất động sản Cát Liên Hoa CBTT bất thường - về việc: nhận quyết định xử phạt hành chính,,Hiệu lực,30096.0,
30087,07/01/2026,CÔNG TY CỔ PHẦN KITA INVEST,"KITA.BOND2020.02,KITA.BOND2020.05,KITA.BOND2020.04,KITA.BOND2020.06,KITA.BOND2020.01,KITA.BOND2020.03,KITA.BOND2020.07,KITA.BOND2020.08",CÔNG TY CỔ PHẦN KITA INVEST CBTT bất thường - về việc: Nhận Quyết định xử phạt vi phạm hành chính,,Hiệu lực,30087.0,
30083,06/01/2026,Công ty cổ phần Điện gió Trung Nam Đắk Lắk 1,TD1CB2134004,Công ty cổ phần Điện gió Trung Nam Đắk Lắk 1 CBTT bất thường - về việc: Thay đổi điều khoản trái phiếu đã phát hành,,Hết hiệu lực,30083.0,
30091,06/01/2026,Công ty TNHH Đầu tư Bất động sản Unity,"UNICH2124001,UNICH2124002",Công ty TNHH Đầu tư Bất động sản Unity CBTT bất thường - về việc: Công bố thông tin bất thường về việc nhận quyết định xử phạt hành chính,,Hiệu lực,30091.0,
30080,06/01/2026,CÔNG TY CỔ PHẦN ĐẦU TƯ NĂNG LƯỢNG NAM PHƯƠNG,"NPECH2229001,NPECH2128002,NPECH2126001",CÔNG TY CỔ PHẦN ĐẦU TƯ NĂNG LƯỢNG NAM PHƯƠNG CBTT bất thường - về việc: Điều chỉnh tiến độ thanh toán của Kỳ Mua Lại,,Hiệu lực,30080.0,
30073,05/01/2026,Công ty TNHH Đầu tư Bất động sản Unity,UNICH2124001,"Công ty TNHH Đầu tư Bất động sản Unity CBTT bất thường - về việc: Công bố thông tin về tình hình thanh toán gốc, lãi",,Hiệu lực,30073.0,
30072,05/01/2026,Công ty TNHH Đầu tư Bất động sản Unity,UNICH2124002,"Công ty TNHH Đầu tư Bất động sản Unity CBTT bất thường - về việc: Công bố thông tin về tình hình thanh toán gốc, lãi",,Hiệu lực,30072.0,
30052,31/12/2025,CÔNG TY TNHH ĐẦU TƯ XÂY DỰNG THIÊN HÀ- BĂNG DƯƠNG,"THBCH2328001,THBCH2429001","CÔNG TY TNHH ĐẦU TƯ XÂY DỰNG THIÊN HÀ- BĂNG DƯƠNG CBTT bất thường - về việc: chậm thanh toán lãi trái phiếu THBCH2328001, THBCH249001",,Hiệu lực,30052.0,cham_tra
30051,31/12/2025,CÔNG TY TNHH ĐẦU TƯ XÂY DỰNG THIÊN HÀ- BĂNG DƯƠNG,THBCH2429002,CÔNG TY TNHH ĐẦU TƯ XÂY DỰNG THIÊN HÀ- BĂNG DƯƠNG CBTT bất thường - về việc: chậm thanh toán lãi trái phiếu THBCH2429002,,Hiệu lực,30051.0,cham_tra
30048,31/12/2025,Công ty TNHH Dịch vụ và Tư vấn xây dựng Anh Quân,AQCCH2328001,"Công ty TNHH Dịch vụ và Tư vấn xây dựng Anh Quân CBTT bất thường - về việc: Gia hạn thời gian thanh toán gốc, lãi và kỳ hạn Trái Phiếu Anh Quân",,Hiệu lực,30048.0,gia_han
30025,31/12/2025,Công ty cổ phần Hoàng Anh Gia Lai,HAGLBOND16.26,"Công ty cổ phần Hoàng Anh Gia Lai CBTT bất thường - về việc: chậm thanh toán lãi, gốc Trái phiếu",,Hiệu lực,30025.0,cham_tra
30039,31/12/2025,CTCP Hưng Thịnh Land,H79CH2124017,CTCP Hưng Thịnh Land CBTT bất thường - về việc: thanh toán gốc trái phiếu bằng tài sản khác,,Hiệu lực,30039.0,
30038,31/12/2025,CTCP Hưng Thịnh Land,H79CH2123021,CTCP Hưng Thịnh Land CBTT bất thường - về việc: thanh toán gốc trái phiếu bằng tài sản khác,,Hiệu lực,30038.0,
30037,31/12/2025,CTCP Hưng Thịnh Land,H79CH2123002,CTCP Hưng Thịnh Land CBTT bất thường - về việc: thanh toán gốc trái phiếu bằng tài sản khác,,Hiệu lực,30037.0,
30036,31/12/2025,CTCP Hưng Thịnh Land,HTL-H2023-007,CTCP Hưng Thịnh Land CBTT bất thường - về việc: thanh toán gốc trái phiếu bằng tài sản khác,,Hiệu lực,30036.0,
30035,31/12/2025,CTCP Hưng Thịnh Land,HTL-H2023-006,CTCP Hưng Thịnh Land CBTT bất thường - về việc: thanh toán gốc trái phiếu bằng tài sản khác,,Hiệu lực,30035.0,
30034,31/12/2025,CTCP Hưng Thịnh Land,HTL-H2023-004,CTCP Hưng Thịnh Land CBTT bất thường - về việc: thanh toán gốc trái phiếu bằng tài sản khác,,Hiệu lực,30034.0,
30033,31/12/2025,CTCP Hưng Thịnh Land,HTLAND.2020.TV01,CTCP Hưng Thịnh Land CBTT bất thường - về việc: thanh toán gốc trái phiếu bằng tài sản khác,,Hiệu lực,30033.0,
30028,31/12/2025,Công ty Cổ phần Hưng Thịnh Investment,H39CH2225002,Công ty Cổ phần Hưng Thịnh Investment CBTT bất thường - về việc: thanh toán gốc trái phiếu bằng tài sản khác,,Hiệu lực,30028.0,
30027,31/12/2025,Công ty Cổ phần Hưng Thịnh Investment,H39CH2123004,Công ty Cổ phần Hưng Thịnh Investment CBTT bất thường - về việc: thanh toán gốc trái phiếu bằng tài sản khác,,Hiệu lực,30027.0,
30009,30/12/2025,Công ty Cổ phần Đầu tư Xây dựng Đại Thịnh Phát,DPJCH2224001,Công ty Cổ phần Đầu tư Xây dựng Đại Thịnh Phát CBTT bất thường - về việc: chậm thanh toán lãi kỳ 41 mã trái phiếu DPJ12201,,Hiệu lực,30009.0,cham_tra
30004,30/12/2025,Công ty cổ phần Sapphire Coast,SPCCH2124001,Công ty cổ phần Sapphire Coast CBTT bất thường - về việc: chậm thanh toán lãi trái phiếu SPCCH2124001,,Hiệu lực,30004.0,cham_tra
29992,29/12/2025,Công ty Cổ phần Đầu tư Xây dựng Đại Thịnh Phát,"DPJCH2224002,DPJCH2224001",Công ty Cổ phần Đầu tư Xây dựng Đại Thịnh Phát CBTT bất thường - về việc: công bố thông tin bất thường của trái phiếu DPJ12201 và DPJ12202,,Hiệu lực,29992.0,
30000,29/12/2025,Công ty cổ phần Tập đoàn R&H,RHGCH2124006,Công ty cổ phần Tập đoàn R&H CBTT bất thường - về việc: Chậm thanh toán lãi trái phiếu mã RHGCH2124006 kỳ 16.,,Hiệu lực,30000.0,cham_tra
29983,26/12/2025,Công ty cổ phần Năng lượng Tái tạo Sơn Mỹ,"SSCCH1930005,SSCCH1930006","Công ty cổ phần Năng lượng Tái tạo Sơn Mỹ CBTT bất thường - về việc: Thay đổi điều kiện, điều khoản của trái phiếu đã phát hành",,Hiệu lực,29983.0,
29971,22/12/2025,CTCP KINH DOANH NHÀ SUNSHINE,SHJCH2125002,CTCP KINH DOANH NHÀ SUNSHINE CBTT bất thường - về việc: thanh toán gốc lãi trái phiếu bằng tài sản khác – Mã Trái phiếu SHJCH2125002,,Hiệu lực,29971.0,
29966,22/12/2025,Công ty TNHH Điện mặt trời Trung Nam Thuận Nam,,Công ty TNHH Điện mặt trời Trung Nam Thuận Nam CBTT bất thường - về việc: Công bố thông tin bất thường của doanh nghiệp phát hành trái phiếu,,Hiệu lực,29966.0,
29955,18/12/2025,Công ty cổ phần Đầu tư và Phát triển Năng lượng Trung Nam,EDICB2325001,Công ty cổ phần Đầu tư và Phát triển Năng lượng Trung Nam CBTT bất thường - về việc: gia hạn kỳ hạn trái phiếu,,Hiệu lực,29955.0,gia_han
29958,18/12/2025,CÔNG TY CỔ PHẦN PHÁT TRIỂN ĐẤT VIỆT,VLDCH2225001,CÔNG TY CỔ PHẦN PHÁT TRIỂN ĐẤT VIỆT CBTT bất thường - về việc: xử phạt vi phạm hành chính theo QĐ số 483/QĐ-XPHC ngày 04/12/2025,,Hiệu lực,29958.0,
29945,16/12/2025,CTCP Vũng Tàu Investment,VIJCH2125001,CTCP Vũng Tàu Investment CBTT bất thường - về việc: nhận quyết định xử phạt vi phạm hành chính số 488/QĐ-XPHC,,Hiệu lực,29945.0,
29940,15/12/2025,Công ty Cổ phần Bất động sản BNP Global,BNPCH2123002,Công ty Cổ phần Bất động sản BNP Global CBTT bất thường - về việc: Quyết định xử phạt hành chính,,Hiệu lực,29940.0,
29932,15/12/2025,CTCP NOVA FINAL SOLUTION,NOVA FINAL SOLUTION.BOND.2019,"CTCP NOVA FINAL SOLUTION CBTT bất thường - về việc: Công bố thông tin về tình hình thanh toán gốc, lãi",,Hiệu lực,29932.0,
29931,15/12/2025,CT TNHH BẤT ĐỘNG SẢN VĨNH XUÂN,"VINHXUAN2020-01,VINHXUAN2020-03,VINHXUAN2020-02",CT TNHH BẤT ĐỘNG SẢN VĨNH XUÂN CBTT bất thường - về việc: Nhận Quyết định xử phạt vi phạm hành chính liên quan đến nghĩa vụ công bố thông tin của Tổ chức phát hành trái phiếu riêng lẻ,,Hiệu lực,29931.0,
29911,11/12/2025,Công ty TNHH Dịch vụ và Tư vấn xây dựng Anh Quân,AQCCH2328001,Công ty TNHH Dịch vụ và Tư vấn xây dựng Anh Quân CBTT bất thường - về việc: thanh toán lãi trái phiếu AQCCH2328001,,Hiệu lực,29911.0,
29909,11/12/2025,CÔNG TY CỔ PHẦN NĂNG LƯỢNG TÁI TẠO TRUNG NAM,TRECH2224002,CÔNG TY CỔ PHẦN NĂNG LƯỢNG TÁI TẠO TRUNG NAM CBTT bất thường - về việc: Gia hạn Trái phiếu TRECH2224002,,Hiệu lực,29909.0,gia_han
29899,11/12/2025,Công ty Cổ phần Đầu tư Xây dựng Đại Thịnh Phát,DPJCH2224002,Công ty Cổ phần Đầu tư Xây dựng Đại Thịnh Phát CBTT bất thường - về việc: chậm thanh toán lãi kỳ 40 mã trái phiếu DPJ12202,,Hiệu lực,29899.0,cham_tra
29904,10/12/2025,Công ty cổ phần Kinh doanh và Đầu tư Bình Dương,"ITCH1924002,ITCH2023001,ITCH2025002,ITCH1921003,BTCH2123001,BTCH2123002,BITCH2123002,BITCH2123001,ITCH1924001",Công ty cổ phần Kinh doanh và Đầu tư Bình Dương CBTT bất thường - về việc: xử phạt vi phạm hành chính,,Hiệu lực,29904.0,
29903,10/12/2025,Công ty TNHH Đầu tư và Bất động sản Diên Vĩ,"DVRCH2124001,DVRCH2125002,DVRCH2126003",Công ty TNHH Đầu tư và Bất động sản Diên Vĩ CBTT bất thường - về việc: nhận Quyết định xử phạt vi phạm hành chính liên quan đến nghĩa vụ công bố thông tin của Tổ chức phát hành trái phiếu riêng lẻ,,Hiệu lực,29903.0,
29905,10/12/2025,Công ty Cổ phần Fuji Nutri Food,"FNFCH2124001,FNFCH2223001",Công ty Cổ phần Fuji Nutri Food CBTT bất thường - về việc: Nhận quyết định xử phạt vi phạm hành chính liên quan đến nghĩa vụ công bố thông tin của Tổ chức phát hành trái phiếu riêng lẻ,,Hiệu lực,29905.0,
29887,09/12/2025,CTCP NOVA FINAL SOLUTION,NOVA FINAL SOLUTION.BOND.2019,CTCP NOVA FINAL SOLUTION CBTT bất thường - về việc:Công bố thông tin bất thường về việc nhận quyết định xử phạt hành chính,,Hiệu lực,29887.0,
29890,09/12/2025,Công ty cổ phần Tập đoàn R&H,RHGCH2124005,Công ty cổ phần Tập đoàn R&H CBTT bất thường - về việc: Chậm thanh toán lãi trái phiếu mã RHGCH2124005 kỳ 16.,,Hiệu lực,29890.0,cham_tra
29867,08/12/2025,Công ty TNHH Kinh doanh Bất động sản Dream City Villas (TÊN CŨ:CT TNHH KINH DOANH BẤT ĐỘNG SẢN TÂN LIÊN PHÁT SÀI GÒN),MRVCB2328001,Công ty TNHH Kinh doanh Bất động sản Dream City Villas (TÊN CŨ:CT TNHH KINH DOANH BẤT ĐỘNG SẢN TÂN LIÊN PHÁT SÀI GÒN) CBTT bất thường - về việc: Quyết định xử phạt VPHC,,Hiệu lực,29867.0,
29855,05/12/2025,CTCP Đầu tư Hạ tầng Kỹ thuật Thành phố Hồ Chí Minh,,CTCP Đầu tư Hạ tầng Kỹ thuật Thành phố Hồ Chí Minh CBTT bất thường - về việc: xử phạt vi phạm hành chính,,Hiệu lực,29855.0,
29858,05/12/2025,Công ty TNHH Đầu tư và Phát triển Đô thị Minh Tân,MTUCB2123001,Công ty TNHH Đầu tư và Phát triển Đô thị Minh Tân CBTT bất thường - về việc: Quyết định xử phạt VPHC,,Hiệu lực,29858.0,
29826,04/12/2025,CÔNG TY CỔ PHẦN NĂNG LƯỢNG TÁI TẠO TRUNG NAM,TRECH2224002,CÔNG TY CỔ PHẦN NĂNG LƯỢNG TÁI TẠO TRUNG NAM CBTT bất thường - về việc: Gia hạn Trái phiếu TRECH2224002,,Hiệu lực,29826.0,gia_han
29835,04/12/2025,Công ty Cổ phần Bất động sản Greenwich,GREENWICHH2022001,Công ty Cổ phần Bất động sản Greenwich CBTT bất thường - về việc: nhận quyết định xử phạt hành chính,,Hiệu lực,29835.0,
29817,03/12/2025,"CÔNG TY CỔ PHẦN ĐẦU TƯ, THƯƠNG MẠI VÀ PHÁT TRIỂN XÂY DỰNG SUNSHINE VNE",VNECH2123001,"CÔNG TY CỔ PHẦN ĐẦU TƯ, THƯƠNG MẠI VÀ PHÁT TRIỂN XÂY DỰNG SUNSHINE VNE CBTT bất thường - về việc: thanh toán gốc lãi trái phiếu bằng tài sản khác",,Hiệu lực,29817.0,
29823,03/12/2025,CTCP Hưng Thịnh Land,H79CH2225002,CTCP Hưng Thịnh Land CBTT bất thường - về việc: Công bố thông tin bất thường về mua lại trước hạn trái phiếu H79CH2225002 bằng tài sản khác,,Hiệu lực,29823.0,
29800,02/12/2025,Công ty Cổ phần Đầu tư Xây dựng Đại Thịnh Phát,DPJCH2224001,Công ty Cổ phần Đầu tư Xây dựng Đại Thịnh Phát CBTT bất thường - về việc: chậm thanh toán lãi kỳ 40 mã trái phiếu DPJ12201,,Hiệu lực,29800.0,cham_tra
29808,02/12/2025,CTCP Kinh doanh Bất động sản Thái Bình,THAIBINH.BOND.2019,CTCP Kinh doanh Bất động sản Thái Bình CBTT bất thường - về việc: CBTT bất thường về việc nhận quyết định xử phạt hành chính,,Hiệu lực,29808.0,
29806,02/12/2025,Công ty cổ phần đầu tư Summer Beach,SUJCH2125001,Công ty cổ phần đầu tư Summer Beach CBTT bất thường - về việc:Công bố thông tin bất thường về việc nhận quyết định xử phạt hành chính,,Hiệu lực,29806.0,
29807,02/12/2025,CÔNG TY TNHH ĐẦU TƯ VÀ PHÁT TRIỂN BẤT ĐỘNG SẢN SEASIDE HOMES,SRECH2226001,CÔNG TY TNHH ĐẦU TƯ VÀ PHÁT TRIỂN BẤT ĐỘNG SẢN SEASIDE HOMES CBTT bất thường - về việc: Công bố thông tin bất thường về việc nhận quyết định xử phạt hành chính,,Hiệu lực,29807.0,
29790,02/12/2025,CÔNG TY TNHH PHÁT TRIỂN BẤT ĐỘNG SẢN AN KHANG,"ANKHANG2019-03,ANKHANG2019-02",CÔNG TY TNHH PHÁT TRIỂN BẤT ĐỘNG SẢN AN KHANG CBTT bất thường - về việc: nhận Quyết định xử phạt vi phạm hành chính,,Hiệu lực,29790.0,
29784,28/11/2025,CÔNG TY CỐ PHẦN DỊCH VỤ ĐẦU TƯ LUCKY HOUSE,"LUCKYHOUSE.BOND2020.02,LUCKYHOUSE.BOND2020.03",CÔNG TY CỐ PHẦN DỊCH VỤ ĐẦU TƯ LUCKY HOUSE CBTT bất thường - về việc: phạt vi phạm hành chính,,Hiệu lực,29784.0,
29778,27/11/2025,CTCP ĐẦU TƯ ĐỊA ỐC NO VA,"NVJCH2023003,NVJCH2025001",CTCP ĐẦU TƯ ĐỊA ỐC NO VA CBTT bất thường - về việc: vi phạm việc CBTT,,Hiệu lực,29778.0,
29775,26/11/2025,CÔNG TY TNHH NO VA THẢO ĐIỀN,NTDCH2227001,CÔNG TY TNHH NO VA THẢO ĐIỀN CBTT bất thường - về việc: nhận được Quyết Định Xử Phạt Vi Phạm Hành Chính số 438/QĐ-XPHC,,Hiệu lực,29775.0,
29773,26/11/2025,Công ty cổ phần Đầu tư và Phát triển Năng lượng Trung Nam,EDICB2325001,Công ty cổ phần Đầu tư và Phát triển Năng lượng Trung Nam CBTT bất thường - về việc:,,Hiệu lực,29773.0,
29774,26/11/2025,CTCP MUA BÁN NỢ THẾ HỆ MỚI,TP.THM.2020.01,CTCP MUA BÁN NỢ THẾ HỆ MỚI CBTT bất thường - về việc:Thay đổi tài sản bảo đảm,,Hiệu lực,29774.0,
