stt,ngay_dang_tin,ten_dn,ma_tp,menh_gia,ky_han,ngay_phat_hanh,ngay_dao_han,gt_phat_hanh,gt_dang_luu_hanh,gt_mua_lai,sl_mua_lai,gt_con_lai,sl_con_lai,ngay_mua_lai,tinh_trang,ghi_chu,file_id,menh_gia_num,gt_phat_hanh_num,gt_dang_luu_hanh_num,gt_mua_lai_num,sl_mua_lai_num,gt_con_lai_num,sl_con_lai_num
5785,01/10/2021,SCR - CTCP địa ốc Sài Gòn thương tín,SCRBOND2018,"1,000,000,000",3 Năm,07/12/2018,07/12/2021,"100,000,000,000","85,000,000,000","2,000,000,000",2,"83,000,000,000",83,30/09/2021,Hiệu lực,,2299.0,1000000000.0,100000000000.0,85000000000.0,2000000000.0,2.0,83000000000.0,83.0
5786,01/10/2021,GWBC - Công ty TNHH GATEWAY BERKELEY,GWB2020.1_800,"100,000,000",2 Năm,28/08/2020,28/08/2022,"800,000,000,000","800,000,000,000","800,000,000,000","8,000",0,0,01/09/2021,Hiệu lực,,2225.0,100000000.0,800000000000.0,800000000000.0,800000000000.0,8000.0,0.0,0.0
5787,30/09/2021,SCR - CTCP địa ốc Sài Gòn thương tín,TTCLAND_BOND2019,"1,000,000,000",3 Năm,04/07/2019,04/07/2022,"300,000,000,000","33,000,000,000","33,000,000,000",33,0,0,30/09/2021,Hiệu lực,,2298.0,1000000000.0,300000000000.0,33000000000.0,33000000000.0,33.0,0.0,0.0
5788,30/09/2021,PQSC - Công ty TNHH Mặt trời Phú Quốc,PQCH2022001,"100,000,000",18 Tháng,30/07/2020,30/01/2022,"620,000,000,000","153,700,000,000","17,000,000,000",170,"136,700,000,000","1,367",28/09/2021,Hiệu lực,,2294.0,100000000.0,620000000000.0,153700000000.0,17000000000.0,170.0,136700000000.0,1367.0
5789,30/09/2021,PQSC - Công ty TNHH Mặt trời Phú Quốc,PQCH2023002,"100,000,000",30 Tháng,30/07/2020,30/01/2023,"620,000,000,000","316,300,000,000","27,300,000,000",273,"289,000,000,000","2,890",28/09/2021,Hiệu lực,,2295.0,100000000.0,620000000000.0,316300000000.0,27300000000.0,273.0,289000000000.0,2890.0
5790,30/09/2021,SSB - Ngân hàng TMCP Đông Nam Á,SEABONDT2L2027002,"1,000,000,000",7 Năm,24/09/2020,24/09/2027,"179,000,000,000","179,000,000,000","179,000,000,000",179,0,0,24/09/2021,Hiệu lực,,2296.0,1000000000.0,179000000000.0,179000000000.0,179000000000.0,179.0,0.0,0.0
5791,30/09/2021,VHM - CTCP VINHOMES,VHMB2021051,"100,000",18 Tháng,30/05/2020,30/11/2021,"475,000,000,000","475,000,000,000","475,000,000,000","4,750,000",0,0,27/09/2021,Hiệu lực,,2292.0,100000.0,475000000000.0,475000000000.0,475000000000.0,4750000.0,0.0,0.0
5792,30/09/2021,VHM - CTCP VINHOMES,VHMB2021052,"100,000",18 Tháng,30/05/2020,30/11/2021,"475,000,000,000","475,000,000,000","475,000,000,000","4,750,000",0,0,27/09/2021,Hiệu lực,,2293.0,100000.0,475000000000.0,475000000000.0,475000000000.0,4750000.0,0.0,0.0
5793,30/09/2021,VHM - CTCP VINHOMES,VHMB2021041,"100,000",18 Tháng,30/05/2020,30/11/2021,"70,000,000,000","70,000,000,000","70,000,000,000","700,000",0,0,27/09/2021,Hiệu lực,,2291.0,100000.0,70000000000.0,70000000000.0,70000000000.0,700000.0,0.0,0.0
5794,27/09/2021,OCB - Ngân hàng TMCP Phương Đông,OCBH2023006,"1,000,000,000",3 Năm,23/09/2020,23/09/2023,"2,000,000,000,000","2,000,000,000,000","2,000,000,000,000","2,000",0,0,23/09/2021,Hiệu lực,,2288.0,1000000000.0,2000000000000.0,2000000000000.0,2000000000000.0,2000.0,0.0,0.0
5795,27/09/2021,SCR - CTCP địa ốc Sài Gòn thương tín,TTCLAND_BOND2019,"1,000,000,000",3 Năm,04/07/2019,04/07/2022,"300,000,000,000","63,000,000,000","30,000,000,000",30,"33,000,000,000",33,24/09/2021,Hiệu lực,,2290.0,1000000000.0,300000000000.0,63000000000.0,30000000000.0,30.0,33000000000.0,33.0
5796,27/09/2021,SSB - Ngân hàng TMCP Đông Nam Á,SEABONDT2L2027001,"1,000,000,000",7 Năm,16/09/2020,16/09/2027,"177,000,000,000","177,000,000,000","177,000,000,000",177,0,0,16/09/2021,Hiệu lực,,2287.0,1000000000.0,177000000000.0,177000000000.0,177000000000.0,177.0,0.0,0.0
5797,27/09/2021,SCR - CTCP địa ốc Sài Gòn thương tín,TTCLAND_BOND2019,"1,000,000,000",3 Năm,04/07/2019,04/07/2022,"300,000,000,000","65,000,000,000","2,000,000,000",2,"63,000,000,000",63,23/09/2021,Hiệu lực,,2289.0,1000000000.0,300000000000.0,65000000000.0,2000000000.0,2.0,63000000000.0,63.0
5798,24/09/2021,PQSC - Công ty TNHH Mặt trời Phú Quốc,PQCH2022001,"100,000,000",18 Tháng,30/07/2020,30/01/2022,"620,000,000,000","166,000,000,000","12,300,000,000",123,"153,700,000,000","1,537",23/09/2021,Hiệu lực,,2285.0,100000000.0,620000000000.0,166000000000.0,12300000000.0,123.0,153700000000.0,1537.0
5799,24/09/2021,NBB - Công ty cổ phần Đầu tư Năm Bảy Bảy,NBBH2124001,"100,000,000",36 Tháng,11/06/2021,11/06/2024,"490,000,000,000","490,000,000,000","50,000,000,000",500,"440,000,000,000","4,400",20/09/2021,Hiệu lực,,2283.0,100000000.0,490000000000.0,490000000000.0,50000000000.0,500.0,440000000000.0,4400.0
5800,21/09/2021,MSHC - CÔNG TY CỔ PHẦN ĐIỆN MẶT TRỜI MỸ SƠN 2,MS2.H.20.26.001,"100,000",6 Năm,26/08/2020,26/08/2026,"380,000,000,000","380,000,000,000","110,000,000,000","1,100,000","270,000,000,000","2,700,000",16/09/2021,Hiệu lực,,2278.0,100000.0,380000000000.0,380000000000.0,110000000000.0,1100000.0,270000000000.0,2700000.0
5801,20/09/2021,IDJ - Công ty cổ phần đầu tư IDJ Việt Nam,IBond32.H.20.23.024,"100,000",36 Tháng,06/10/2020,05/10/2023,"20,000,000,000","16,813,400,000","26,500,000",265,"16,786,900,000","167,869",16/09/2021,Hiệu lực,,2275.0,100000.0,20000000000.0,16813400000.0,26500000.0,265.0,16786900000.0,167869.0
5802,20/09/2021,IDJ - Công ty cổ phần đầu tư IDJ Việt Nam,IBond_2020.23.20,"100,000",36 Tháng,07/09/2020,06/09/2023,"20,000,000,000","17,065,700,000","200,000,000","2,000","16,865,700,000","168,657",16/09/2021,Hiệu lực,,2273.0,100000.0,20000000000.0,17065700000.0,200000000.0,2000.0,16865700000.0,168657.0
5803,20/09/2021,IDJ - Công ty cổ phần đầu tư IDJ Việt Nam,IBond_2020.17.10,"100,000",36 Tháng,28/07/2020,27/07/2023,"10,000,000,000","8,176,000,000","200,000,000","2,000","7,976,000,000","79,760",16/09/2021,Hiệu lực,,2271.0,100000.0,10000000000.0,8176000000.0,200000000.0,2000.0,7976000000.0,79760.0
5804,20/09/2021,IDJ - Công ty cổ phần đầu tư IDJ Việt Nam,IBond_2020.14.10,"100,000",36 Tháng,28/07/2020,27/07/2023,"10,000,000,000","6,650,800,000","100,000,000","1,000","6,550,800,000","65,508",16/09/2021,Hiệu lực,,2269.0,100000.0,10000000000.0,6650800000.0,100000000.0,1000.0,6550800000.0,65508.0
5805,20/09/2021,IDJ - Công ty cổ phần đầu tư IDJ Việt Nam,IBond_2020.13.10,"100,000",36 Tháng,03/06/2020,02/06/2023,"10,000,000,000","5,632,200,000","1,100,000",11,"5,631,100,000","56,311",16/09/2021,Hiệu lực,,2268.0,100000.0,10000000000.0,5632200000.0,1100000.0,11.0,5631100000.0,56311.0
5806,20/09/2021,IDJ - Công ty cổ phần đầu tư IDJ Việt Nam,IBond31.H.20.23.023,"100,000",36 Tháng,21/09/2020,20/09/2023,"20,000,000,000","16,936,100,000","131,000,000","1,310","16,805,100,000","168,051",16/09/2021,Hiệu lực,,2274.0,100000.0,20000000000.0,16936100000.0,131000000.0,1310.0,16805100000.0,168051.0
5807,20/09/2021,IDJ - Công ty cổ phần đầu tư IDJ Việt Nam,IBond36.H.20.23.028,"100,000",36 Tháng,24/11/2020,23/11/2023,"19,842,900,000","14,440,000,000","211,000,000","2,110","14,229,000,000","142,290",16/09/2021,Hiệu lực,,2276.0,100000.0,19842900000.0,14440000000.0,211000000.0,2110.0,14229000000.0,142290.0
5808,20/09/2021,IDJ - Công ty cổ phần đầu tư IDJ Việt Nam,IBond_2019.04.10,"100,000",36 Tháng,04/03/2020,03/03/2023,"9,411,000,000","3,821,000,000","20,000,000",200,"3,801,000,000","38,010",16/09/2021,Hiệu lực,,2265.0,100000.0,9411000000.0,3821000000.0,20000000.0,200.0,3801000000.0,38010.0
5809,20/09/2021,IDJ - Công ty cổ phần đầu tư IDJ Việt Nam,IBond_2020.11.10,"100,000",36 Tháng,05/05/2020,04/05/2023,"10,000,000,000","7,980,000,000","40,000,000",400,"7,940,000,000","79,400",16/09/2021,Hiệu lực,,2267.0,100000.0,10000000000.0,7980000000.0,40000000.0,400.0,7940000000.0,79400.0
5810,20/09/2021,IDJ - Công ty cổ phần đầu tư IDJ Việt Nam,IBond_2020.15.10,"100,000",36 Tháng,28/07/2020,27/07/2023,"10,000,000,000","7,852,000,000","50,000,000",500,"7,802,000,000","78,020",16/09/2021,Hiệu lực,,2270.0,100000.0,10000000000.0,7852000000.0,50000000.0,500.0,7802000000.0,78020.0
5811,20/09/2021,IDJ - Công ty cổ phần đầu tư IDJ Việt Nam,IBond37.H.20.23.029,"100,000",36 Tháng,27/11/2020,26/11/2023,"20,000,000,000","16,387,100,000","530,000,000","5,300","15,857,100,000","158,571",16/09/2021,Hiệu lực,,2277.0,100000.0,20000000000.0,16387100000.0,530000000.0,5300.0,15857100000.0,158571.0
5812,20/09/2021,IDJ - Công ty cổ phần đầu tư IDJ Việt Nam,IBond_2020.02.10,"100,000",36 Tháng,24/04/2020,23/04/2023,"10,000,000,000","101,100,000","101,100,000","1,011",0,0,16/09/2021,Hiệu lực,,2266.0,100000.0,10000000000.0,101100000.0,101100000.0,1011.0,0.0,0.0
5813,20/09/2021,IDJ - Công ty cổ phần đầu tư IDJ Việt Nam,IBond_2019.02.10,"100,000",36 Tháng,07/10/2019,06/10/2022,"10,000,000,000","6,228,700,000","40,000,000",400,"6,188,700,000","61,887",16/09/2021,Hiệu lực,,2264.0,100000.0,10000000000.0,6228700000.0,40000000.0,400.0,6188700000.0,61887.0
5814,20/09/2021,IDJ - Công ty cổ phần đầu tư IDJ Việt Nam,IBond_2020.22.20,"100,000",36 Tháng,21/08/2020,20/08/2023,"20,000,000,000","16,065,600,000","190,000,000","1,900","15,875,600,000","158,756",16/09/2021,Hiệu lực,,2272.0,100000.0,20000000000.0,16065600000.0,190000000.0,1900.0,15875600000.0,158756.0
5815,17/09/2021,VHM - CTCP VINHOMES,VHMB2021027,"100,000",18 Tháng,30/05/2020,30/11/2021,"95,000,000,000","95,000,000,000","95,000,000,000","950,000",0,0,15/09/2021,Hiệu lực,,2258.0,100000.0,95000000000.0,95000000000.0,95000000000.0,950000.0,0.0,0.0
5816,17/09/2021,VHM - CTCP VINHOMES,VHMB2021028,"100,000",18 Tháng,30/05/2020,30/11/2021,"95,000,000,000","95,000,000,000","95,000,000,000","950,000",0,0,15/09/2021,Hiệu lực,,2259.0,100000.0,95000000000.0,95000000000.0,95000000000.0,950000.0,0.0,0.0
5817,17/09/2021,VHM - CTCP VINHOMES,VHMB2021025,"100,000",18 Tháng,30/05/2020,30/11/2021,"95,000,000,000","95,000,000,000","95,000,000,000","950,000",0,0,15/09/2021,Hiệu lực,,2256.0,100000.0,95000000000.0,95000000000.0,95000000000.0,950000.0,0.0,0.0
5818,17/09/2021,VHM - CTCP VINHOMES,VHMB2021032,"100,000",18 Tháng,30/05/2020,30/11/2021,"95,000,000,000","95,000,000,000","95,000,000,000","950,000",0,0,15/09/2021,Hiệu lực,,2263.0,100000.0,95000000000.0,95000000000.0,95000000000.0,950000.0,0.0,0.0
5819,17/09/2021,VHM - CTCP VINHOMES,VHMB2021029,"100,000",18 Tháng,30/05/2020,30/11/2021,"95,000,000,000","95,000,000,000","95,000,000,000","950,000",0,0,15/09/2021,Hiệu lực,,2260.0,100000.0,95000000000.0,95000000000.0,95000000000.0,950000.0,0.0,0.0
5820,17/09/2021,VHM - CTCP VINHOMES,VHMB2021026,"100,000",18 Tháng,30/05/2020,30/11/2021,"95,000,000,000","95,000,000,000","95,000,000,000","950,000",0,0,15/09/2021,Hiệu lực,,2257.0,100000.0,95000000000.0,95000000000.0,95000000000.0,950000.0,0.0,0.0
5821,17/09/2021,VHM - CTCP VINHOMES,VHMB2021024,"100,000",18 Tháng,30/05/2020,30/11/2021,"95,000,000,000","95,000,000,000","95,000,000,000","950,000",0,0,15/09/2021,Hiệu lực,,2255.0,100000.0,95000000000.0,95000000000.0,95000000000.0,950000.0,0.0,0.0
5822,17/09/2021,VHM - CTCP VINHOMES,VHMB2021023,"100,000",18 Tháng,30/05/2020,30/11/2021,"95,000,000,000","95,000,000,000","95,000,000,000","950,000",0,0,15/09/2021,Hiệu lực,,2254.0,100000.0,95000000000.0,95000000000.0,95000000000.0,950000.0,0.0,0.0
5823,17/09/2021,VHM - CTCP VINHOMES,VHMB2021022,"100,000",18 Tháng,30/05/2020,30/11/2021,"95,000,000,000","95,000,000,000","95,000,000,000","950,000",0,0,15/09/2021,Hiệu lực,,2253.0,100000.0,95000000000.0,95000000000.0,95000000000.0,950000.0,0.0,0.0
5824,17/09/2021,VHM - CTCP VINHOMES,VHMB2021021,"100,000",18 Tháng,30/05/2020,30/11/2021,"95,000,000,000","95,000,000,000","95,000,000,000","950,000",0,0,15/09/2021,Hiệu lực,,2252.0,100000.0,95000000000.0,95000000000.0,95000000000.0,950000.0,0.0,0.0
5825,17/09/2021,VHM - CTCP VINHOMES,VHMB2021030,"100,000",18 Tháng,30/05/2020,30/11/2021,"95,000,000,000","95,000,000,000","95,000,000,000","950,000",0,0,15/09/2021,Hiệu lực,,2261.0,100000.0,95000000000.0,95000000000.0,95000000000.0,950000.0,0.0,0.0
5826,17/09/2021,VHM - CTCP VINHOMES,VHMB2021031,"100,000",18 Tháng,30/05/2020,30/11/2021,"95,000,000,000","95,000,000,000","95,000,000,000","950,000",0,0,15/09/2021,Hiệu lực,,2262.0,100000.0,95000000000.0,95000000000.0,95000000000.0,950000.0,0.0,0.0
5827,17/09/2021,LPB - Ngân hàng Thương mại Cổ phần Bưu Điện Liên Việt,LPB202310,"1,000,000,000",3 Năm,07/09/2020,07/09/2023,"1,000,000,000,000","1,000,000,000,000","1,000,000,000,000","1,000",0,0,07/09/2021,Hiệu lực,,2251.0,1000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000.0,0.0,0.0
5828,17/09/2021,TNRC - Công ty cổ phần đầu tư phát triển bất động sản TNR holdings Việt Nam,TNR.BOND.6.2019.30,"100,000,000",3 Năm,17/06/2019,17/06/2022,"49,800,000,000","6,800,000,000","1,000,000,000",10,"5,800,000,000",58,10/09/2021,Hiệu lực,,2249.0,100000000.0,49800000000.0,6800000000.0,1000000000.0,10.0,5800000000.0,58.0
5829,16/09/2021,TNLC - Công ty Cổ phần đầu tư và cho thuê tài sản TNL,TNL.BOND.5.2019.06,"100,000,000",3 Năm,31/05/2019,30/06/2022,"49,700,000,000","2,000,000,000","600,000,000",6,"1,400,000,000",14,09/08/2021,Hiệu lực,,2250.0,100000000.0,49700000000.0,2000000000.0,600000000.0,6.0,1400000000.0,14.0
5830,16/09/2021,PQSC - Công ty TNHH Mặt trời Phú Quốc,PQCH2022001,"100,000,000",18 Tháng,30/07/2020,30/01/2022,"620,000,000,000","166,200,000,000","200,000,000",2,"166,000,000,000","1,660",15/09/2021,Hiệu lực,,2247.0,100000000.0,620000000000.0,166200000000.0,200000000.0,2.0,166000000000.0,1660.0
5831,16/09/2021,PQSC - Công ty TNHH Mặt trời Phú Quốc,PQCH2023002,"100,000,000",30 Tháng,30/07/2020,30/01/2023,"620,000,000,000","328,300,000,000","12,000,000,000",120,"316,300,000,000","3,163",15/09/2021,Hiệu lực,,2248.0,100000000.0,620000000000.0,328300000000.0,12000000000.0,120.0,316300000000.0,3163.0
5832,15/09/2021,SHB - Ngân hàng TMCP Sài Gòn - Hà Nội,TPSHB2020/2Y-P4,"1,000,000,000",2 Năm,10/09/2020,10/09/2022,"1,000,000,000,000","1,000,000,000,000","1,000,000,000,000","1,000",0,0,13/09/2021,Hiệu lực,,2246.0,1000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000.0,0.0,0.0
5833,14/09/2021,HLSC - CÔNG TY TNHH MẶT TRỜI HẠ LONG,HLC12202101,"100,000",18 Tháng,03/06/2020,03/12/2021,"1,500,000,000,000","561,917,000,000","133,000,000,000","1,330,000","428,917,000,000","4,289,170",13/09/2021,Hiệu lực,,2245.0,100000.0,1500000000000.0,561917000000.0,133000000000.0,1330000.0,428917000000.0,4289170.0
5834,14/09/2021,LPB - Ngân hàng Thương mại Cổ phần Bưu Điện Liên Việt,LPB202309,"1,000,000,000",3 Năm,01/09/2020,01/09/2023,"500,000,000,000","500,000,000,000","500,000,000,000",500,0,0,01/09/2021,Hiệu lực,,2243.0,1000000000.0,500000000000.0,500000000000.0,500000000000.0,500.0,0.0,0.0
5835,14/09/2021,PQSC - Công ty TNHH Mặt trời Phú Quốc,PQCH2022001,"100,000,000",18 Tháng,30/07/2020,30/01/2022,"620,000,000,000","171,000,000,000","4,800,000,000",48,"166,200,000,000","1,662",10/09/2021,Hiệu lực,,2244.0,100000000.0,620000000000.0,171000000000.0,4800000000.0,48.0,166200000000.0,1662.0
5836,13/09/2021,BITC - Công ty cổ phần Kinh doanh và Đầu tư Bình Dương,ITCH1921003,"100,000",24 Tháng,31/12/2019,31/12/2021,"150,000,000,000","31,230,000,000","1,645,000,000","16,450","29,585,000,000","295,850",09/09/2021,Hiệu lực,,2230.0,100000.0,150000000000.0,31230000000.0,1645000000.0,16450.0,29585000000.0,295850.0
5837,10/09/2021,MSMC - CÔNG TY CỔ PHẦN ĐIỆN MẶT TRỜI MỸ SƠN 1,MS1-H2030-003,"100,000",10 Năm,26/08/2020,26/08/2030,"430,000,000,000","430,000,000,000","90,000,000,000","900,000","340,000,000,000","3,400,000",31/08/2021,Hiệu lực,,2229.0,100000.0,430000000000.0,430000000000.0,90000000000.0,900000.0,340000000000.0,3400000.0
5838,10/09/2021,MSMC - CÔNG TY CỔ PHẦN ĐIỆN MẶT TRỜI MỸ SƠN 1,MS1-H2023-001,"100,000",3 Năm,26/08/2020,26/08/2023,"300,000,000,000","300,000,000,000","50,000,000,000","500,000","250,000,000,000","2,500,000",31/08/2021,Hiệu lực,,2227.0,100000.0,300000000000.0,300000000000.0,50000000000.0,500000.0,250000000000.0,2500000.0
5839,10/09/2021,MSMC - CÔNG TY CỔ PHẦN ĐIỆN MẶT TRỜI MỸ SƠN 1,MS1-H2026-002,"100,000",6 Năm,26/08/2020,26/08/2026,"220,000,000,000","220,000,000,000","50,000,000,000","500,000","170,000,000,000","1,700,000",31/08/2021,Hiệu lực,,2228.0,100000.0,220000000000.0,220000000000.0,50000000000.0,500000.0,170000000000.0,1700000.0
5840,09/09/2021,SSB - Ngân hàng TMCP Đông Nam Á,SEABOND19T2_05.10,"1,000,000,000",10 Năm,31/08/2019,31/08/2029,"350,000,000,000","21,000,000,000","21,000,000,000",21,0,0,31/08/2021,Hiệu lực,,2226.0,1000000000.0,350000000000.0,21000000000.0,21000000000.0,21.0,0.0,0.0
5841,07/09/2021,NGMC - CT TNHH ĐẦU TƯ VÀ BẤT ĐỘNG SẢN NGỌC MINH,NGOCMINH2019,"100,000,000",1648 Ngày,28/06/2019,31/12/2023,"1,300,000,000,000","1,300,000,000,000","550,000,000,000","5,500","750,000,000,000","7,500",30/05/2021,Hiệu lực,,1807.0,100000000.0,1300000000000.0,1300000000000.0,550000000000.0,5500.0,750000000000.0,7500.0
5842,07/09/2021,TVB - Công ty cổ phần chứng khoán Trí Việt,Tcorp 6.1(02),"10,000,000",36 Tháng,31/08/2020,31/08/2023,"72,280,000,000","72,280,000,000","4,580,000,000",458,"67,700,000,000","6,770",31/08/2021,Hiệu lực,,2203.0,10000000.0,72280000000.0,72280000000.0,4580000000.0,458.0,67700000000.0,6770.0
5843,07/09/2021,DLCC - CÔNG TY TNHH ĐẦU TƯ VÀ PHÁT TRIỂN ĐÔ THỊ ĐẮK LẮK,DAKLAK.BOND1.2020,"100,000",3 Năm,27/08/2020,27/08/2023,"600,000,000,000","600,000,000,000","120,000,000,000","1,200,000","480,000,000,000","4,800,000",27/08/2021,Hiệu lực,,2223.0,100000.0,600000000000.0,600000000000.0,120000000000.0,1200000.0,480000000000.0,4800000.0
5844,06/09/2021,SSEC - CÔNG TY SẢN XUẤT THÉP ÚC SSE,SSEL2022001_4,"100,000,000",24 Tháng,03/09/2020,03/09/2022,"200,000,000","200,000,000","200,000,000",2,0,0,04/09/2021,Hiệu lực,,2224.0,100000000.0,200000000.0,200000000.0,200000000.0,2.0,0.0,0.0
5845,06/09/2021,PQSC - Công ty TNHH Mặt trời Phú Quốc,PQCH2023002,"100,000,000",30 Tháng,30/07/2020,30/01/2023,"620,000,000,000","355,600,000,000","27,300,000,000",273,"328,300,000,000","3,283",30/08/2021,Hiệu lực,,2207.0,100000000.0,620000000000.0,355600000000.0,27300000000.0,273.0,328300000000.0,3283.0
5846,06/09/2021,HLSC - CÔNG TY TNHH MẶT TRỜI HẠ LONG,HLC12202101,"100,000",18 Tháng,03/06/2020,03/12/2021,"1,500,000,000,000","1,241,917,000,000","680,000,000,000","6,800,000","561,917,000,000","5,619,170",31/08/2021,Hiệu lực,,2204.0,100000.0,1500000000000.0,1241917000000.0,680000000000.0,6800000.0,561917000000.0,5619170.0
5847,01/09/2021,LPB - Ngân hàng Thương mại Cổ phần Bưu Điện Liên Việt,LPB202308,"1,000,000,000",3 Năm,24/08/2020,24/08/2023,"600,000,000,000","600,000,000,000","600,000,000,000",600,0,0,24/08/2021,Hiệu lực,,2206.0,1000000000.0,600000000000.0,600000000000.0,600000000000.0,600.0,0.0,0.0
5848,30/08/2021,PQSC - Công ty TNHH Mặt trời Phú Quốc,PQCH2023002,"100,000,000",30 Tháng,30/07/2020,30/01/2023,"620,000,000,000","376,600,000,000","21,000,000,000",210,"355,600,000,000","3,556",27/08/2021,Hiệu lực,,2202.0,100000000.0,620000000000.0,376600000000.0,21000000000.0,210.0,355600000000.0,3556.0
5849,27/08/2021,CII - CTCP Đầu tư Hạ tầng Kỹ thuật Thành phố Hồ Chí Minh,CIIBOND2020-01,"100,000,000",2 Năm,02/01/2020,02/01/2022,"250,000,000,000","76,700,000,000","16,400,000,000",164,"60,300,000,000",603,16/08/2021,Hiệu lực,,2201.0,100000000.0,250000000000.0,76700000000.0,16400000000.0,164.0,60300000000.0,603.0
5850,26/08/2021,BID - Ngân hàng TMCP Đầu tư và Phát triển Việt Nam,BID162601,"1,000,000,000",10 Năm,17/08/2016,17/08/2026,"1,350,000,000,000","1,350,000,000,000","1,350,000,000,000","1,350",0,0,17/08/2021,Hiệu lực,,2175.0,1000000000.0,1350000000000.0,1350000000000.0,1350000000000.0,1350.0,0.0,0.0
5851,26/08/2021,BID - Ngân hàng TMCP Đầu tư và Phát triển Việt Nam,BID162602,"1,000,000,000",10 Năm,19/08/2016,19/08/2026,"1,350,000,000,000","1,350,000,000,000","1,350,000,000,000","1,350",0,0,19/08/2021,Hiệu lực,,2196.0,1000000000.0,1350000000000.0,1350000000000.0,1350000000000.0,1350.0,0.0,0.0
5852,26/08/2021,LPB - Ngân hàng Thương mại Cổ phần Bưu Điện Liên Việt,LPB202205,"1,000,000,000",2 Năm,11/08/2020,11/08/2022,"500,000,000,000","500,000,000,000","500,000,000,000",500,0,0,11/08/2021,Hiệu lực,,2199.0,1000000000.0,500000000000.0,500000000000.0,500000000000.0,500.0,0.0,0.0
5853,26/08/2021,LPB - Ngân hàng Thương mại Cổ phần Bưu Điện Liên Việt,LPB202206,"1,000,000,000",2 Năm,12/08/2020,12/08/2022,"500,000,000,000","500,000,000,000","500,000,000,000",500,0,0,12/08/2021,Hiệu lực,,2200.0,1000000000.0,500000000000.0,500000000000.0,500000000000.0,500.0,0.0,0.0
5854,26/08/2021,SSB - Ngân hàng TMCP Đông Nam Á,SEABOND19T2_03.07,"1,000,000,000",7 Năm,21/08/2019,21/08/2026,"450,000,000,000","49,000,000,000","49,000,000,000",49,0,0,23/08/2021,Hiệu lực,,2195.0,1000000000.0,450000000000.0,49000000000.0,49000000000.0,49.0,0.0,0.0
5855,26/08/2021,SSB - Ngân hàng TMCP Đông Nam Á,SEABOND19T2_03.10,"1,000,000,000",10 Năm,20/08/2019,20/08/2029,"250,000,000,000","25,000,000,000","25,000,000,000",25,0,0,20/08/2021,Hiệu lực,,2194.0,1000000000.0,250000000000.0,25000000000.0,25000000000.0,25.0,0.0,0.0
5856,26/08/2021,CTG - Ngân hàng Thương mại Cổ phần Công Thương Việt Nam,CTG1926T2/RL03,"1,000,000,000",7 Năm,20/08/2019,20/08/2026,"400,000,000,000","400,000,000,000","400,000,000,000",400,0,0,20/08/2021,Hiệu lực,,2190.0,1000000000.0,400000000000.0,400000000000.0,400000000000.0,400.0,0.0,0.0
5857,26/08/2021,HNVC - CTCP Bất động sản Hano-vid,HNV.BOND.07.2020.50,"100,000,000",5 Năm,09/07/2020,09/10/2025,"47,600,000,000","47,600,000,000","200,000,000",2,"47,400,000,000",474,16/08/2021,Hiệu lực,,2193.0,100000000.0,47600000000.0,47600000000.0,200000000.0,2.0,47400000000.0,474.0
5858,26/08/2021,VPB - NH TMCP VIỆT NAM THỊNH VƯỢNG,VPBD2020.20,"1,000,000,000",3 Năm,25/08/2020,25/08/2023,"400,000,000,000","400,000,000,000","400,000,000,000",400,0,0,25/08/2021,Hiệu lực,,2192.0,1000000000.0,400000000000.0,400000000000.0,400000000000.0,400.0,0.0,0.0
5859,25/08/2021,HGDC - CTCP HOÀNG GIA ĐL,DRI112016,"1,000,000,000",5 Năm,30/11/2016,30/11/2021,"250,000,000,000","250,000,000,000","250,000,000,000",250,0,0,18/08/2021,Hiệu lực,,2191.0,1000000000.0,250000000000.0,250000000000.0,250000000000.0,250.0,0.0,0.0
5860,25/08/2021,PQSC - Công ty TNHH Mặt trời Phú Quốc,PQCH2023002,"100,000,000",30 Tháng,30/07/2020,30/01/2023,"620,000,000,000","393,600,000,000","17,000,000,000",170,"376,600,000,000","3,766",23/08/2021,Hiệu lực,,2183.0,100000000.0,620000000000.0,393600000000.0,17000000000.0,170.0,376600000000.0,3766.0
5861,25/08/2021,IDJ - Công ty cổ phần đầu tư IDJ Việt Nam,IBond_2020.02.10,"100,000",36 Tháng,24/04/2020,23/04/2023,"10,000,000,000","301,100,000","200,000,000","2,000","101,100,000","1,011",19/08/2021,Hiệu lực,,2178.0,100000.0,10000000000.0,301100000.0,200000000.0,2000.0,101100000.0,1011.0
5862,25/08/2021,IDJ - Công ty cổ phần đầu tư IDJ Việt Nam,IBond_2020.22.20,"100,000",36 Tháng,21/08/2020,20/08/2023,"20,000,000,000","16,466,500,000","400,900,000","4,009","16,065,600,000","160,656",19/08/2021,Hiệu lực,,2184.0,100000.0,20000000000.0,16466500000.0,400900000.0,4009.0,16065600000.0,160656.0
