stt,ngay_dang_tin,ten_dn,ma_tp,menh_gia,ky_han,ngay_phat_hanh,ngay_dao_han,gt_phat_hanh,gt_dang_luu_hanh,gt_mua_lai,sl_mua_lai,gt_con_lai,sl_con_lai,ngay_mua_lai,tinh_trang,ghi_chu,file_id,menh_gia_num,gt_phat_hanh_num,gt_dang_luu_hanh_num,gt_mua_lai_num,sl_mua_lai_num,gt_con_lai_num,sl_con_lai_num
1,21/07/2026,AQCC - Công ty TNHH Dịch vụ và Tư vấn xây dựng Anh Quân,AQCCH2328001,"100,000,000",72 Tháng,03/11/2023,03/11/2029,"1,495,000,000,000","1,394,000,000,000","500,000,000,000","5,000","894,000,000,000","8,940",15/07/2026,Hiệu lực,,15831.0,100000000.0,1495000000000.0,1394000000000.0,500000000000.0,5000.0,894000000000.0,8940.0
2,21/07/2026,BID - Ngân hàng TMCP Đầu tư và Phát triển Việt Nam,BIDLH2431022,"1,000,000,000",7 Năm,17/07/2024,17/07/2031,"105,000,000,000","105,000,000,000","105,000,000,000",105,0,0,17/07/2026,Hiệu lực,,15829.0,1000000000.0,105000000000.0,105000000000.0,105000000000.0,105.0,0.0,0.0
3,21/07/2026,XD3C - Công ty TNHH Phát triển Kinh doanh Xây dựng 3,XD3CH2328001,"100,000,000",72 Tháng,20/06/2023,20/06/2029,"2,250,000,000,000","2,210,000,000,000","1,210,000,000,000","12,100","1,000,000,000,000","10,000",15/07/2026,Hiệu lực,,15830.0,100000000.0,2250000000000.0,2210000000000.0,1210000000000.0,12100.0,1000000000000.0,10000.0
4,21/07/2026,TPB - Ngân hàng Thương mại cổ phần Tiên Phong,TPBANKBOND_A2_16072020_07,"100,000,000",7 Năm,16/07/2020,16/07/2027,"37,100,000,000","15,700,000,000","2,000,000,000",20,"13,700,000,000",137,16/07/2026,Hiệu lực,,15828.0,100000000.0,37100000000.0,15700000000.0,2000000000.0,20.0,13700000000.0,137.0
5,20/07/2026,BID - Ngân hàng TMCP Đầu tư và Phát triển Việt Nam,BIDLH2131015,"1,000,000,000",10 Năm,16/07/2021,16/07/2031,"24,000,000,000","24,000,000,000","24,000,000,000",24,0,0,16/07/2026,Hiệu lực,,15809.0,1000000000.0,24000000000.0,24000000000.0,24000000000.0,24.0,0.0,0.0
6,20/07/2026,OCB - Ngân hàng TMCP Phương Đông,OCB12512,"1,000,000,000",3 Năm,15/07/2025,15/07/2028,"1,300,000,000,000","1,300,000,000,000","1,300,000,000,000","1,300",0,0,15/07/2026,Hiệu lực,,15808.0,1000000000.0,1300000000000.0,1300000000000.0,1300000000000.0,1300.0,0.0,0.0
7,15/07/2026,EVF - Công ty Tài chính Tổng hợp Cổ phần Điện Lực (Tên cũ: Công ty Tài chính cổ phần Điện Lực),EVFH2232001,"1,000,000,000",10 Năm,08/07/2022,08/07/2032,"1,725,000,000,000","1,410,000,000,000","106,000,000,000",106,"1,304,000,000,000","1,304",08/07/2026,Hiệu lực,,15768.0,1000000000.0,1725000000000.0,1410000000000.0,106000000000.0,106.0,1304000000000.0,1304.0
8,14/07/2026,BPEC - CTCP Năng lượng Bắc Phương,NLBPH2034001,"100,000,000",14 Năm,09/01/2020,09/01/2034,"1,732,500,000,000","1,170,900,000,000","10,000,000,000",100,"1,160,900,000,000","11,609",13/07/2026,Hiệu lực,,15788.0,100000000.0,1732500000000.0,1170900000000.0,10000000000.0,100.0,1160900000000.0,11609.0
9,10/07/2026,BID - Ngân hàng TMCP Đầu tư và Phát triển Việt Nam,BIDLH2431020,"1,000,000,000",7 Năm,09/07/2024,09/07/2031,"450,000,000,000","450,000,000,000","450,000,000,000",450,0,0,09/07/2026,Hiệu lực,,15748.0,1000000000.0,450000000000.0,450000000000.0,450000000000.0,450.0,0.0,0.0
10,10/07/2026,NHHC - Công ty CP Đầu tư & Xây dựng Thủy điện Nậm Hồng,NHHCH2131001,"500,000,000",120 Tháng,28/09/2021,28/09/2031,"250,000,000,000","143,500,000,000","3,500,000,000",7,"140,000,000,000",280,29/06/2026,Hiệu lực,,15728.0,500000000.0,250000000000.0,143500000000.0,3500000000.0,7.0,140000000000.0,280.0
11,10/07/2026,NAB - Ngân hàng Thương mại Cổ phần Nam Á,NAB12502,"1,000,000,000",7 Năm,26/06/2025,26/06/2032,"260,000,000,000","260,000,000,000","260,000,000,000",260,0,0,02/07/2026,Hiệu lực,,15729.0,1000000000.0,260000000000.0,260000000000.0,260000000000.0,260.0,0.0,0.0
12,10/07/2026,GFVC - Công ty cổ phần GreenFeed Việt Nam,GFVCH2128001,"1,000,000,000",84 Tháng,03/11/2021,15/06/2028,"1,000,000,000,000","700,000,000,000","300,000,000,000",300,"400,000,000,000",400,15/06/2026,Hiệu lực,,15407.0,1000000000.0,1000000000000.0,700000000000.0,300000000000.0,300.0,400000000000.0,400.0
13,10/07/2026,PLIC - Công ty TNHH Năng Lượng Phan Lâm,NLPLH2032001,"100,000,000",12 Năm,24/11/2020,24/11/2032,"592,600,000,000","412,100,000,000","13,400,000,000",134,"398,700,000,000","3,987",24/06/2026,Hiệu lực,,15711.0,100000000.0,592600000000.0,412100000000.0,13400000000.0,134.0,398700000000.0,3987.0
14,08/07/2026,THVC - Công ty Cổ phần Toàn Hải Vân,THVCH2229001,"100,000",2630 Ngày,18/04/2022,30/06/2029,"150,000,000,000","120,000,000,000","22,500,000,000","225,000","97,500,000,000","975,000",30/06/2026,Hiệu lực,,15692.0,100000.0,150000000000.0,120000000000.0,22500000000.0,225000.0,97500000000.0,975000.0
15,08/07/2026,THVC - Công ty Cổ phần Toàn Hải Vân,THVCH2129004,"100,000",2773 Ngày,26/11/2021,30/06/2029,"100,000,000,000","80,000,000,000","15,000,000,000","150,000","65,000,000,000","650,000",30/06/2026,Hiệu lực,,15691.0,100000.0,100000000000.0,80000000000.0,15000000000.0,150000.0,65000000000.0,650000.0
16,08/07/2026,THVC - Công ty Cổ phần Toàn Hải Vân,THVCH2129003,"100,000",2809 Ngày,21/10/2021,30/06/2029,"100,000,000,000","80,000,000,000","15,000,000,000","150,000","65,000,000,000","650,000",30/06/2026,Hiệu lực,,15690.0,100000.0,100000000000.0,80000000000.0,15000000000.0,150000.0,65000000000.0,650000.0
17,08/07/2026,THVC - Công ty Cổ phần Toàn Hải Vân,THVCH2129002,"100,000",2845 Ngày,16/09/2021,30/06/2029,"100,000,000,000","80,000,000,000","15,000,000,000","150,000","65,000,000,000","650,000",30/06/2026,Hiệu lực,,15689.0,100000.0,100000000000.0,80000000000.0,15000000000.0,150000.0,65000000000.0,650000.0
18,08/07/2026,THVC - Công ty Cổ phần Toàn Hải Vân,THVCH2129001,"100,000",8 Năm,30/06/2021,30/06/2029,"350,000,000,000","280,000,100,000","52,499,800,000","524,998","227,500,300,000","2,275,003",30/06/2026,Hiệu lực,,15688.0,100000.0,350000000000.0,280000100000.0,52499800000.0,524998.0,227500300000.0,2275003.0
19,08/07/2026,BCMC - CTCP Phát triển hạ tầng kỹ thuật Becamex-Bình Phước,BCMCH2128001,"100,000,000",85 Tháng,24/11/2021,29/12/2028,"510,000,000,000","465,400,000,000","19,100,000,000",191,"446,300,000,000","4,463",25/06/2026,Hiệu lực,,15710.0,100000000.0,510000000000.0,465400000000.0,19100000000.0,191.0,446300000000.0,4463.0
20,08/07/2026,BCMC - CTCP Phát triển hạ tầng kỹ thuật Becamex-Bình Phước,BCMBP.H.20.28.001,"100,000,000",8 Năm,29/12/2020,29/12/2028,"1,000,000,000,000","912,500,000,000","37,500,000,000",375,"875,000,000,000","8,750",29/06/2026,Hiệu lực,,15709.0,100000000.0,1000000000000.0,912500000000.0,37500000000.0,375.0,875000000000.0,8750.0
21,08/07/2026,TPB - Ngân hàng Thương mại cổ phần Tiên Phong,TPBANKBOND_A2_02072020_07,"100,000,000",7 Năm,02/07/2020,02/07/2027,"26,300,000,000","7,900,000,000","3,000,000,000",30,"4,900,000,000",49,02/07/2026,Hiệu lực,,15693.0,100000000.0,26300000000.0,7900000000.0,3000000000.0,30.0,4900000000.0,49.0
22,07/07/2026,HPX - CÔNG TY CỔ PHẦN ĐẦU TƯ HẢI PHÁT,HPXH2125007,"1,000,000",66 Tháng,02/08/2021,25/02/2027,"500,000,000,000","401,456,000,000","401,456,000,000","401,456",0,0,30/06/2026,Hiệu lực,,15668.0,1000000.0,500000000000.0,401456000000.0,401456000000.0,401456.0,0.0,0.0
23,06/07/2026,NAB - Ngân hàng Thương mại Cổ phần Nam Á,NAB12501,"100,000,000",3 Năm,25/06/2025,25/06/2028,"500,000,000,000","500,000,000,000","500,000,000,000","5,000",0,0,25/06/2026,Hiệu lực,,15630.0,100000000.0,500000000000.0,500000000000.0,500000000000.0,5000.0,0.0,0.0
24,06/07/2026,NAB - Ngân hàng Thương mại Cổ phần Nam Á,NABL2330005,"100,000,000",7 Năm,15/12/2023,15/12/2030,"400,000,000,000","400,000,000,000","400,000,000,000","4,000",0,0,22/06/2026,Hiệu lực,,15629.0,100000000.0,400000000000.0,400000000000.0,400000000000.0,4000.0,0.0,0.0
25,06/07/2026,NAB - Ngân hàng Thương mại Cổ phần Nam Á,NABL2330004,"100,000,000",7 Năm,01/12/2023,01/12/2030,"400,000,000,000","400,000,000,000","400,000,000,000","4,000",0,0,22/06/2026,Hiệu lực,,15628.0,100000000.0,400000000000.0,400000000000.0,400000000000.0,4000.0,0.0,0.0
26,03/07/2026,TNSC - Công ty TNHH Điện mặt trời Trung Nam Thuận Nam,TRUNGNAMSOLAR_BOND2020_10,"100,000,000",3198 Ngày,26/08/2020,29/05/2029,"60,000,000,000","27,900,000,000","2,600,000,000",26,"25,300,000,000",253,30/06/2026,Hiệu lực,,15601.0,100000000.0,60000000000.0,27900000000.0,2600000000.0,26.0,25300000000.0,253.0
27,03/07/2026,TNSC - Công ty TNHH Điện mặt trời Trung Nam Thuận Nam,TRUNGNAMSOLAR_BOND2020_09,"100,000,000",3198 Ngày,26/08/2020,29/05/2029,"513,400,000,000","221,900,000,000","20,100,000,000",201,"201,800,000,000","2,018",30/06/2026,Hiệu lực,,15600.0,100000000.0,513400000000.0,221900000000.0,20100000000.0,201.0,201800000000.0,2018.0
28,03/07/2026,TNSC - Công ty TNHH Điện mặt trời Trung Nam Thuận Nam,TRUNGNAMSOLAR_BOND2020_08,"100,000,000",3779 Ngày,26/08/2020,31/12/2030,"500,000,000,000","392,300,000,000","5,000,000,000",50,"387,300,000,000","3,873",30/06/2026,Hiệu lực,,15599.0,100000000.0,500000000000.0,392300000000.0,5000000000.0,50.0,387300000000.0,3873.0
29,03/07/2026,TNSC - Công ty TNHH Điện mặt trời Trung Nam Thuận Nam,TRUNGNAMSOLAR_BOND2020_07,"100,000,000",3822 Ngày,14/07/2020,31/12/2030,"500,000,000,000","398,700,000,000","5,100,000,000",51,"393,600,000,000","3,936",30/06/2026,Hiệu lực,,15598.0,100000000.0,500000000000.0,398700000000.0,5100000000.0,51.0,393600000000.0,3936.0
30,03/07/2026,TNSC - Công ty TNHH Điện mặt trời Trung Nam Thuận Nam,TRUNGNAMSOLAR_BOND2020_06,"100,000,000",3842 Ngày,24/06/2020,31/12/2030,"500,000,000,000","433,400,000,000","5,600,000,000",56,"427,800,000,000","4,278",30/06/2026,Hiệu lực,,15597.0,100000000.0,500000000000.0,433400000000.0,5600000000.0,56.0,427800000000.0,4278.0
31,03/07/2026,TNSC - Công ty TNHH Điện mặt trời Trung Nam Thuận Nam,TRUNGNAMSOLAR_BOND2020_05,"100,000,000",3854 Ngày,12/06/2020,31/12/2030,"500,000,000,000","358,200,000,000","4,600,000,000",46,"353,600,000,000","3,536",30/06/2026,Hiệu lực,,15596.0,100000000.0,500000000000.0,358200000000.0,4600000000.0,46.0,353600000000.0,3536.0
32,03/07/2026,TNSC - Công ty TNHH Điện mặt trời Trung Nam Thuận Nam,TRUNGNAMSOLAR_BOND2020_03,"100,000,000",3287 Ngày,29/05/2020,29/05/2029,"1,000,000,000,000","862,600,000,000","11,300,000,000",113,"851,300,000,000","8,513",30/06/2026,Hiệu lực,,15595.0,100000000.0,1000000000000.0,862600000000.0,11300000000.0,113.0,851300000000.0,8513.0
33,03/07/2026,TNSC - Công ty TNHH Điện mặt trời Trung Nam Thuận Nam,TRUNGNAMSOLAR_BOND2020_02,"100,000,000",3868 Ngày,29/05/2020,31/12/2030,"650,000,000,000","487,700,000,000","6,200,000,000",62,"481,500,000,000","4,815",30/06/2026,Hiệu lực,,15594.0,100000000.0,650000000000.0,487700000000.0,6200000000.0,62.0,481500000000.0,4815.0
34,03/07/2026,TNSC - Công ty TNHH Điện mặt trời Trung Nam Thuận Nam,TRUNGNAMSOLAR_BOND2020_01,"100,000,000",3868 Ngày,29/05/2020,31/12/2030,"650,000,000,000","487,700,000,000","6,300,000,000",63,"481,400,000,000","4,814",30/06/2026,Hiệu lực,,15593.0,100000000.0,650000000000.0,487700000000.0,6300000000.0,63.0,481400000000.0,4814.0
35,03/07/2026,CDC - CÔNG TY CỔ PHẦN CHƯƠNG DƯƠNG,CDCH2124001,"100,000",60 Tháng,26/11/2021,26/11/2026,"111,950,000,000","110,950,000,000","90,950,000,000","909,500","20,000,000,000","200,000",01/07/2026,Hiệu lực,,15602.0,100000.0,111950000000.0,110950000000.0,90950000000.0,909500.0,20000000000.0,200000.0
36,02/07/2026,VPB - NH TMCP VIỆT NAM THỊNH VƯỢNG,VPB12506,"1,000,000,000",3 Năm,30/06/2025,30/06/2028,"1,500,000,000,000","1,500,000,000,000","1,500,000,000,000","1,500",0,0,30/06/2026,Hiệu lực,,15572.0,1000000000.0,1500000000000.0,1500000000000.0,1500000000000.0,1500.0,0.0,0.0
37,02/07/2026,VPB - NH TMCP VIỆT NAM THỊNH VƯỢNG,VPB12508,"1,000,000,000",3 Năm,30/06/2025,30/06/2028,"1,000,000,000,000","1,000,000,000,000","1,000,000,000,000","1,000",0,0,30/06/2026,Hiệu lực,,15573.0,1000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000.0,0.0,0.0
38,02/07/2026,TPB - Ngân hàng Thương mại cổ phần Tiên Phong,TPB12521,"100,000,000",10 Năm,30/06/2025,30/06/2035,"113,600,000,000","113,600,000,000","111,300,000,000","1,113","2,300,000,000",23,30/06/2026,Hiệu lực,,15569.0,100000000.0,113600000000.0,113600000000.0,111300000000.0,1113.0,2300000000.0,23.0
39,02/07/2026,TPB - Ngân hàng Thương mại cổ phần Tiên Phong,TPB12519,"100,000,000",10 Năm,27/06/2025,27/06/2035,"589,100,000,000","589,100,000,000","579,100,000,000","5,791","10,000,000,000",100,29/06/2026,Hiệu lực,,15571.0,100000000.0,589100000000.0,589100000000.0,579100000000.0,5791.0,10000000000.0,100.0
40,02/07/2026,TPB - Ngân hàng Thương mại cổ phần Tiên Phong,TPBL2427003,"100,000,000",3 Năm,27/06/2024,27/06/2027,"1,000,000,000,000","1,000,000,000,000","1,000,000,000,000","10,000",0,0,29/06/2026,Hiệu lực,,15570.0,100000000.0,1000000000000.0,1000000000000.0,1000000000000.0,10000.0,0.0,0.0
41,02/07/2026,XTCC - CTCP Xi măng Xuân Thành,XTCCH2136002,"100,000,000",15 Năm,23/03/2021,06/02/2036,"1,160,000,000,000","1,025,600,000,000","18,500,000,000",185,"1,007,100,000,000","10,071",23/06/2026,Hiệu lực,,15588.0,100000000.0,1160000000000.0,1025600000000.0,18500000000.0,185.0,1007100000000.0,10071.0
42,02/07/2026,EDIC - Công ty cổ phần Đầu tư và Phát triển Năng lượng Trung Nam,EDICB2325001,"100,000,000",1351 Ngày,18/10/2023,30/06/2027,"2,230,000,000,000","2,230,000,000,000","1,784,600,000,000","17,846","445,400,000,000","4,454",30/06/2026,Hiệu lực,,15568.0,100000000.0,2230000000000.0,2230000000000.0,1784600000000.0,17846.0,445400000000.0,4454.0
43,01/07/2026,GEG - Công ty cổ phần Điện Gia Lai,GEG_BOND_2018_1,"1,000,000,000",120 Tháng,29/06/2018,29/06/2028,"300,000,000,000","135,000,000,000","45,000,000,000",45,"90,000,000,000",90,29/06/2026,Hiệu lực,,15565.0,1000000000.0,300000000000.0,135000000000.0,45000000000.0,45.0,90000000000.0,90.0
44,01/07/2026,TLPC - Công ty Cổ phần Nhiệt điện Thăng Long,TLPCH2126001,"1,000,000,000",5 Năm,30/12/2021,30/12/2026,"1,125,000,000,000","123,000,000,000","19,000,000,000",19,"104,000,000,000",104,30/06/2026,Hiệu lực,,15550.0,1000000000.0,1125000000000.0,123000000000.0,19000000000.0,19.0,104000000000.0,104.0
45,01/07/2026,TPB - Ngân hàng Thương mại cổ phần Tiên Phong,TPB12515,"100,000,000",10 Năm,24/06/2025,24/06/2035,"163,300,000,000","163,300,000,000","157,100,000,000","1,571","6,200,000,000",62,24/06/2026,Hiệu lực,,15545.0,100000000.0,163300000000.0,163300000000.0,157100000000.0,1571.0,6200000000.0,62.0
46,01/07/2026,TPB - Ngân hàng Thương mại cổ phần Tiên Phong,TPBL2427004,"100,000,000",3 Năm,28/06/2024,28/06/2027,"2,000,000,000,000","2,000,000,000,000","2,000,000,000,000","20,000",0,0,29/06/2026,Hiệu lực,,15546.0,100000000.0,2000000000000.0,2000000000000.0,2000000000000.0,20000.0,0.0,0.0
47,01/07/2026,TPB - Ngân hàng Thương mại cổ phần Tiên Phong,TPBL2427006,"100,000,000",3 Năm,28/06/2024,28/06/2027,"500,000,000,000","500,000,000,000","500,000,000,000","5,000",0,0,29/06/2026,Hiệu lực,,15547.0,100000000.0,500000000000.0,500000000000.0,500000000000.0,5000.0,0.0,0.0
48,01/07/2026,TPB - Ngân hàng Thương mại cổ phần Tiên Phong,TPB12517,"100,000,000",10 Năm,26/06/2025,26/06/2035,"138,100,000,000","22,100,000,000","22,100,000,000",221,0,0,26/06/2026,Hiệu lực,,15566.0,100000000.0,138100000000.0,22100000000.0,22100000000.0,221.0,0.0,0.0
49,01/07/2026,TPB - Ngân hàng Thương mại cổ phần Tiên Phong,TPB12516,"100,000,000",10 Năm,25/06/2025,25/06/2035,"320,900,000,000","45,000,000,000","45,000,000,000",450,0,0,25/06/2026,Hiệu lực,,15508.0,100000000.0,320900000000.0,45000000000.0,45000000000.0,450.0,0.0,0.0
50,01/07/2026,TPB - Ngân hàng Thương mại cổ phần Tiên Phong,TPB12518,"100,000,000",10 Năm,27/06/2025,27/06/2035,"393,900,000,000","56,000,000,000","56,000,000,000",560,0,0,29/06/2026,Hiệu lực,,15549.0,100000000.0,393900000000.0,56000000000.0,56000000000.0,560.0,0.0,0.0
51,30/06/2026,BID - Ngân hàng TMCP Đầu tư và Phát triển Việt Nam,BIDLH2431016,"1,000,000,000",7 Năm,27/06/2024,27/06/2031,"180,000,000,000","180,000,000,000","180,000,000,000",180,0,0,29/06/2026,Hiệu lực,,15567.0,1000000000.0,180000000000.0,180000000000.0,180000000000.0,180.0,0.0,0.0
52,30/06/2026,BID - Ngân hàng TMCP Đầu tư và Phát triển Việt Nam,BIDLH2131010,"1,000,000,000",10 Năm,25/06/2021,25/06/2031,"5,000,000,000","5,000,000,000","5,000,000,000",5,0,0,25/06/2026,Hiệu lực,,15506.0,1000000000.0,5000000000.0,5000000000.0,5000000000.0,5.0,0.0,0.0
53,30/06/2026,GEG - Công ty cổ phần Điện Gia Lai,GEGH2429001,"100,000,000",60 Tháng,26/06/2024,26/06/2029,"100,000,000,000","90,000,000,000","10,000,000,000",100,"80,000,000,000",800,26/06/2026,Hiệu lực,,15526.0,100000000.0,100000000000.0,90000000000.0,10000000000.0,100.0,80000000000.0,800.0
54,30/06/2026,CBTC - Công ty cổ phần Crystal Bay Việt Nam,CRB12501,"100,000,000",5 Năm,27/06/2025,27/06/2030,"755,000,000,000","755,000,000,000","77,000,000,000",770,"678,000,000,000","6,780",29/06/2026,Hiệu lực,,15525.0,100000000.0,755000000000.0,755000000000.0,77000000000.0,770.0,678000000000.0,6780.0
55,30/06/2026,SBT - Công ty cổ phần Thành Thành công - Biên Hòa,SBTH2327001,"100,000,000",48 Tháng,26/06/2023,26/06/2027,"200,000,000,000","200,000,000,000","200,000,000,000","2,000",0,0,26/06/2026,Hiệu lực,,15507.0,100000000.0,200000000000.0,200000000000.0,200000000000.0,2000.0,0.0,0.0
56,29/06/2026,TCB - Ngân hàng TMCP Kỹ thương Việt Nam,TCB12516,"1,000,000,000",24 Tháng,27/06/2025,27/06/2027,"1,000,000,000,000","1,000,000,000,000","1,000,000,000,000","1,000",0,0,29/06/2026,Hiệu lực,,15505.0,1000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000.0,0.0,0.0
57,29/06/2026,TCB - Ngân hàng TMCP Kỹ thương Việt Nam,TCB12514,"1,000,000,000",24 Tháng,20/06/2025,20/06/2027,"5,000,000,000,000","5,000,000,000,000","5,000,000,000,000","5,000",0,0,19/06/2026,Hiệu lực,,15468.0,1000000000.0,5000000000000.0,5000000000000.0,5000000000000.0,5000.0,0.0,0.0
58,29/06/2026,TCB - Ngân hàng TMCP Kỹ thương Việt Nam,TCB12515,"1,000,000,000",24 Tháng,27/06/2025,27/06/2027,"2,000,000,000,000","2,000,000,000,000","2,000,000,000,000","2,000",0,0,26/06/2026,Hiệu lực,,15469.0,1000000000.0,2000000000000.0,2000000000000.0,2000000000000.0,2000.0,0.0,0.0
59,29/06/2026,MSB - Ngân hàng TMCP Hàng Hải Việt Nam,MSB12506,"1,000,000,000",3 Năm,23/06/2025,23/06/2028,"1,000,000,000,000","1,000,000,000,000","1,000,000,000,000","1,000",0,0,23/06/2026,Hiệu lực,,15470.0,1000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000.0,0.0,0.0
60,29/06/2026,TBGC - CÔNG TY CỔ PHẦN TẬP ĐOÀN ĐẦU TƯ TÂY BẮC,TBG12501,"100,000,000",36 Tháng,24/06/2025,24/06/2028,"120,000,000,000","105,000,000,000","15,000,000,000",150,"90,000,000,000",900,24/06/2026,Hiệu lực,,15467.0,100000000.0,120000000000.0,105000000000.0,15000000000.0,150.0,90000000000.0,900.0
61,29/06/2026,BVCC - Ngân hàng TMCP Bảo Việt,BVCCL2431002,"1,000,000,000",7 Năm,23/08/2024,23/08/2031,"800,000,000,000","800,000,000,000","800,000,000,000",800,0,0,25/06/2026,Hiệu lực,,15466.0,1000000000.0,800000000000.0,800000000000.0,800000000000.0,800.0,0.0,0.0
62,29/06/2026,BVCC - Ngân hàng TMCP Bảo Việt,BVCCL2431001,"1,000,000,000",7 Năm,28/06/2024,28/06/2031,"1,000,000,000,000","1,000,000,000,000","1,000,000,000,000","1,000",0,0,25/06/2026,Hiệu lực,,15465.0,1000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000.0,0.0,0.0
63,29/06/2026,VKTC - CÔNG TY CỔ PHẦN ĐIỆN MẶT TRỜI VKT - HÒA AN,VKTCH2132001,"100,000,000",4058 Ngày,30/08/2021,09/10/2032,"246,000,000,000","166,000,000,000","6,300,000,000",63,"159,700,000,000","1,597",26/06/2026,Hiệu lực,,15326.0,100000000.0,246000000000.0,166000000000.0,6300000000.0,63.0,159700000000.0,1597.0
64,29/06/2026,VKTC - CÔNG TY CỔ PHẦN ĐIỆN MẶT TRỜI VKT - HÒA AN,VKTH2032001,"100,000,000",12 Năm,09/10/2020,09/10/2032,"200,000,000,000","133,700,000,000","5,000,000,000",50,"128,700,000,000","1,287",26/06/2026,Hiệu lực,,15325.0,100000000.0,200000000000.0,133700000000.0,5000000000.0,50.0,128700000000.0,1287.0
65,26/06/2026,ACB - Ngân hàng TMCP Á Châu,ACB12512,"1,000,000,000",2 Năm,24/06/2025,24/06/2027,"5,000,000,000,000","5,000,000,000,000","5,000,000,000,000","5,000",0,0,24/06/2026,Hiệu lực,,15445.0,1000000000.0,5000000000000.0,5000000000000.0,5000000000000.0,5000.0,0.0,0.0
66,25/06/2026,TPB - Ngân hàng Thương mại cổ phần Tiên Phong,TPB12513,"100,000,000",10 Năm,20/06/2025,20/06/2035,"118,100,000,000","118,100,000,000","117,100,000,000","1,171","1,000,000,000",10,22/06/2026,Hiệu lực,,15428.0,100000000.0,118100000000.0,118100000000.0,117100000000.0,1171.0,1000000000.0,10.0
67,25/06/2026,OCB - Ngân hàng TMCP Phương Đông,OCB12511,"1,000,000,000",3 Năm,18/06/2025,18/06/2028,"3,000,000,000,000","3,000,000,000,000","3,000,000,000,000","3,000",0,0,18/06/2026,Hiệu lực,,15427.0,1000000000.0,3000000000000.0,3000000000000.0,3000000000000.0,3000.0,0.0,0.0
68,25/06/2026,MBB - NGÂN HÀNG TMCP QUÂN ĐỘI,MBB12508,"100,000,000",3 Năm,19/06/2025,19/06/2028,"5,000,000,000,000","5,000,000,000,000","5,000,000,000,000","50,000",0,0,19/06/2026,Hiệu lực,,15409.0,100000000.0,5000000000000.0,5000000000000.0,5000000000000.0,50000.0,0.0,0.0
69,25/06/2026,MBB - NGÂN HÀNG TMCP QUÂN ĐỘI,MBB12510,"100,000,000",3 Năm,23/06/2025,23/06/2028,"2,000,000,000,000","2,000,000,000,000","2,000,000,000,000","20,000",0,0,23/06/2026,Hiệu lực,,15410.0,100000000.0,2000000000000.0,2000000000000.0,2000000000000.0,20000.0,0.0,0.0
70,25/06/2026,MBB - NGÂN HÀNG TMCP QUÂN ĐỘI,MBBL2431013,"1,000,000,000",7 Năm,20/06/2024,20/06/2031,"1,000,000,000,000","1,000,000,000,000","1,000,000,000,000","1,000",0,0,22/06/2026,Hiệu lực,,15411.0,1000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000.0,0.0,0.0
71,24/06/2026,TPB - Ngân hàng Thương mại cổ phần Tiên Phong,TPB12511,"100,000,000",10 Năm,17/06/2025,17/06/2035,"188,200,000,000","188,200,000,000","161,700,000,000","1,617","26,500,000,000",265,17/06/2026,Hiệu lực,,15426.0,100000000.0,188200000000.0,188200000000.0,161700000000.0,1617.0,26500000000.0,265.0
72,24/06/2026,TPB - Ngân hàng Thương mại cổ phần Tiên Phong,TPBANKBOND_A2_18062020_07,"100,000,000",7 Năm,18/06/2020,18/06/2027,"14,500,000,000","10,500,000,000","1,000,000,000",10,"9,500,000,000",95,18/06/2026,Hiệu lực,,15406.0,100000000.0,14500000000.0,10500000000.0,1000000000.0,10.0,9500000000.0,95.0
73,23/06/2026,BID - Ngân hàng TMCP Đầu tư và Phát triển Việt Nam,BIDLH2431013,"1,000,000,000",7 Năm,17/06/2024,17/06/2031,"720,000,000,000","720,000,000,000","720,000,000,000",720,0,0,17/06/2026,Hiệu lực,,15366.0,1000000000.0,720000000000.0,720000000000.0,720000000000.0,720.0,0.0,0.0
74,23/06/2026,HDB - NH TMCP Phát triển thành phố Hồ Chí Minh ( HDBANK),HDBL2431003,"100,000,000",7 Năm,20/06/2024,20/06/2031,"1,000,000,000,000","1,000,000,000,000","1,000,000,000,000","10,000",0,0,20/06/2026,Hiệu lực,,15405.0,100000000.0,1000000000000.0,1000000000000.0,1000000000000.0,10000.0,0.0,0.0
75,23/06/2026,BPGC - CTCP Điện gió Bắc Phương,BPGCH2135001,"100,000,000",5028 Ngày,24/06/2021,31/03/2035,"600,000,000,000","476,000,000,000","18,000,000,000",180,"458,000,000,000","4,580",18/06/2026,Hiệu lực,,15408.0,100000000.0,600000000000.0,476000000000.0,18000000000.0,180.0,458000000000.0,4580.0
76,19/06/2026,ACB - Ngân hàng TMCP Á Châu,ACB12510,"1,000,000,000",2 Năm,18/06/2025,18/06/2027,"5,000,000,000,000","5,000,000,000,000","5,000,000,000,000","5,000",0,0,18/06/2026,Hiệu lực,,15365.0,1000000000.0,5000000000000.0,5000000000000.0,5000000000000.0,5000.0,0.0,0.0
