code,name,shortName,organCode,floor,comTypeCode,isBank,icb1_code,icb1_name,icb2_code,icb2_name,icb3_code,icb3_name,icb4_code,icb4_name
SIC,Công ty Cổ phần ANI,Công ty Cổ phần ANI,SIC,OTC,CT,False,2000,Công nghiệp,2300,Xây dựng và Vật liệu,2350,Xây dựng và Vật liệu,2357,Xây dựng
STC,Công ty Cổ phần Sách và Thiết bị trường học Thành phố Hồ Chí Minh,Sách và TB Trường học TP HCM,STC,HNX,CT,False,5000,Dịch vụ Tiêu dùng,5500,Truyền thông,5550,Truyền thông,5557,"Sách, ấn bản & sản phẩm văn hóa"
TCO,Công ty Cổ phần Janus Group,Janus Group,TCO,HOSE,CT,False,3000,Hàng Tiêu dùng,3500,Thực phẩm và đồ uống,3570,Sản xuất thực phẩm,3573,Nuôi trồng nông & hải sản
VTA,Công ty Cổ phần VITALY,Gạch men VITALY,VTA,UPCOM,CT,False,2000,Công nghiệp,2300,Xây dựng và Vật liệu,2350,Xây dựng và Vật liệu,2353,Vật liệu xây dựng & Nội thất
DCL,Công ty Cổ phần Dược phẩm Cửu Long,Dược phẩm Cửu Long,DCL,HOSE,CT,False,4000,Dược phẩm và Y tế,4500,Y tế,4570,Dược phẩm,4577,Dược phẩm
BMC,Công ty Cổ phần Khoáng sản Bình Định,Khoáng sản Bình Định,BMC,HOSE,CT,False,1000,Nguyên vật liệu,1700,Tài nguyên Cơ bản,1770,Khai khoáng,1775,Khai khoáng
SAF,Công ty Cổ phần Lương thực Thực phẩm SAFOCO,Thực Phẩm SAFOCO,SAF,HNX,CT,False,3000,Hàng Tiêu dùng,3500,Thực phẩm và đồ uống,3570,Sản xuất thực phẩm,3577,Thực phẩm
SD4,Công ty Cổ phần Sông Đà 4,Sông Đà 4,SD4,UPCOM,CT,False,2000,Công nghiệp,2300,Xây dựng và Vật liệu,2350,Xây dựng và Vật liệu,2357,Xây dựng
DAE,Công ty Cổ phần Sách Giáo dục tại Thành phố Đà Nẵng,Sách Giáo dục Đà Nẵng,DAE,HNX,CT,False,5000,Dịch vụ Tiêu dùng,5500,Truyền thông,5550,Truyền thông,5557,"Sách, ấn bản & sản phẩm văn hóa"
HNM,Công ty Cổ phần Sữa Hà Nội,HANOIMILK,HNM,UPCOM,CT,False,3000,Hàng Tiêu dùng,3500,Thực phẩm và đồ uống,3570,Sản xuất thực phẩm,3577,Thực phẩm
NBC,Công ty Cổ phần Than Núi Béo - Vinacomin,Than Núi Béo,NBC,HNX,CT,False,1000,Nguyên vật liệu,1700,Tài nguyên Cơ bản,1770,Khai khoáng,1771,Khai thác Than
NST,Công ty Cổ phần Ngân Sơn,Thuốc lá Ngân Sơn,NST,HNX,CT,False,3000,Hàng Tiêu dùng,3700,Hàng cá nhân & Gia dụng,3780,Thuốc lá,3785,Thuốc lá
PSC,Công ty Cổ phần Vận tải và Dịch vụ Petrolimex Sài Gòn,Vận tải Petrolimex SG,PSC,HNX,CT,False,2000,Công nghiệp,2700,Hàng & Dịch vụ Công nghiệp,2770,Vận tải,2779,Dịch vụ vận tải
VBH,Công ty Cổ phần Điện tử Bình Hòa,Điện tử Bình Hòa,VBH,UPCOM,CT,False,2000,Công nghiệp,2700,Hàng & Dịch vụ Công nghiệp,2730,Điện tử & Thiết bị điện,2733,Hàng điện & điện tử
VFR,Công ty Cổ phần Vận tải và Thuê tàu,Vận tải Vietfracht,VFR,UPCOM,CT,False,2000,Công nghiệp,2700,Hàng & Dịch vụ Công nghiệp,2770,Vận tải,2773,Vận tải Thủy
DIC,Công ty Cổ phần Đầu tư và Thương mại DIC,ĐT và TM DIC,DIC,UPCOM,CT,False,2000,Công nghiệp,2300,Xây dựng và Vật liệu,2350,Xây dựng và Vật liệu,2353,Vật liệu xây dựng & Nội thất
DRC,Công ty Cổ phần Cao su Đà Nẵng,Cao su Đà Nẵng,DRC,HOSE,CT,False,3000,Hàng Tiêu dùng,3300,Ô tô và phụ tùng,3350,Ô tô và phụ tùng,3357,Lốp xe
HBC,Công ty Cổ phần Tập đoàn Xây dựng Hòa Bình,Tập đoàn Xây dựng Hòa Bình,HBC,UPCOM,CT,False,2000,Công nghiệp,2300,Xây dựng và Vật liệu,2350,Xây dựng và Vật liệu,2357,Xây dựng
HBD,Công ty Cổ phần Bao bì PP Bình Dương,Bao bì PP Bình Dương,HBD,UPCOM,CT,False,2000,Công nghiệp,2700,Hàng & Dịch vụ Công nghiệp,2720,Hàng công nghiệp,2723,Containers & Đóng gói
LGC,Công ty Cổ phần Đầu tư Cầu đường CII,Đầu tư Cầu đường CII,LGC,HOSE,CT,False,2000,Công nghiệp,2300,Xây dựng và Vật liệu,2350,Xây dựng và Vật liệu,2357,Xây dựng
MCP,Công ty Cổ phần In và Bao bì Mỹ Châu,In và Bao bì Mỹ Châu,MCP,HOSE,CT,False,2000,Công nghiệp,2700,Hàng & Dịch vụ Công nghiệp,2720,Hàng công nghiệp,2723,Containers & Đóng gói
PJT,Công ty Cổ phần Vận tải Xăng dầu đường thủy Petrolimex,Vận tải thủy PETROLIMEX,PJT,HOSE,CT,False,2000,Công nghiệp,2700,Hàng & Dịch vụ Công nghiệp,2770,Vận tải,2773,Vận tải Thủy
SDN,Công ty Cổ phần Sơn Đồng Nai,Sơn Đồng Nai,SDN,HNX,CT,False,2000,Công nghiệp,2300,Xây dựng và Vật liệu,2350,Xây dựng và Vật liệu,2353,Vật liệu xây dựng & Nội thất
SFI,Công ty Cổ phần Đại lý Vận tải SAFI,Vận tải SAFI,SFI,HOSE,CT,False,2000,Công nghiệp,2700,Hàng & Dịch vụ Công nghiệp,2770,Vận tải,2773,Vận tải Thủy
SFN,Công ty Cổ phần Dệt lưới Sài Gòn,Dệt lưới Sài Gòn,SFN,HNX,CT,False,2000,Công nghiệp,2700,Hàng & Dịch vụ Công nghiệp,2790,Tư vấn & Hỗ trợ Kinh doanh,2797,Nhà cung cấp thiết bị
SJ1,Công ty Cổ phần Nông nghiệp Hùng Hậu,Nông nghiệp Hùng Hậu,SJ1,HNX,CT,False,3000,Hàng Tiêu dùng,3500,Thực phẩm và đồ uống,3570,Sản xuất thực phẩm,3573,Nuôi trồng nông & hải sản
SJD,Công ty Cổ phần Thủy điện Cần Đơn,Thủy điện Cần Đơn,SJD,HOSE,CT,False,7000,Tiện ích Cộng đồng,7500,"Điện, nước & xăng dầu khí đốt",7530,Sản xuất & Phân phối Điện,7535,Sản xuất & Phân phối Điện
TCR,Công ty Cổ phần Công nghiệp Gốm sứ TAICERA,Gốm sứ TAICERA,TCR,HOSE,CT,False,2000,Công nghiệp,2300,Xây dựng và Vật liệu,2350,Xây dựng và Vật liệu,2353,Vật liệu xây dựng & Nội thất
VTB,Công ty Cổ phần Viettronics Tân Bình,Viettronics Tân Bình,VTB,HOSE,CT,False,2000,Công nghiệp,2700,Hàng & Dịch vụ Công nghiệp,2730,Điện tử & Thiết bị điện,2733,Hàng điện & điện tử
SGD,Công ty Cổ phần Sách Giáo dục tại Thành phố Hồ Chí Minh,Sách GD TP.HCM,SGD,HNX,CT,False,5000,Dịch vụ Tiêu dùng,5500,Truyền thông,5550,Truyền thông,5557,"Sách, ấn bản & sản phẩm văn hóa"
S12,Công ty Cổ phần Sông Đà 12,Sông Đà 12,S12,UPCOM,CT,False,2000,Công nghiệp,2300,Xây dựng và Vật liệu,2350,Xây dựng và Vật liệu,2357,Xây dựng
HLA,Công ty Cổ phần Hữu Liên Á Châu,Hữu Liên Á Châu,HLA,UPCOM,CT,False,1000,Nguyên vật liệu,1700,Tài nguyên Cơ bản,1750,Kim loại,1757,Thép và sản phẩm thép
HDM,Công ty Cổ phần Dệt May Huế,Dệt May Huế,HDM,UPCOM,CT,False,3000,Hàng Tiêu dùng,3700,Hàng cá nhân & Gia dụng,3760,Hàng cá nhân,3763,Hàng May mặc
BVN,Công ty Cổ phần Bông Việt Nam,Bông Việt Nam,BVN,UPCOM,CT,False,3000,Hàng Tiêu dùng,3700,Hàng cá nhân & Gia dụng,3760,Hàng cá nhân,3767,Hàng cá nhân
HTM,Tổng Công ty Thương mại Hà Nội – Công ty cổ phần,Thương mại Hà Nội - Hapro,HAPRO,UPCOM,CT,False,5000,Dịch vụ Tiêu dùng,5300,Bán lẻ,5370,Bán lẻ,5373,Bán lẻ phức hợp
VNL,Công ty Cổ phần Logistics Vinalink,Vinalink Logistics,VNL,HOSE,CT,False,2000,Công nghiệp,2700,Hàng & Dịch vụ Công nghiệp,2770,Vận tải,2779,Dịch vụ vận tải
GTA,Công ty Cổ phần Chế biến Gỗ Thuận An,Gỗ Thuận An,GTA,HOSE,CT,False,1000,Nguyên vật liệu,1700,Tài nguyên Cơ bản,1730,Lâm nghiệp và Giấy,1733,Lâm sản và Chế biến gỗ
VHF,Công ty Cổ phần Xây dựng và Chế biến lương thực Vĩnh Hà,Chế biến lương thực Vĩnh Hà,VHF,UPCOM,CT,False,3000,Hàng Tiêu dùng,3500,Thực phẩm và đồ uống,3570,Sản xuất thực phẩm,3577,Thực phẩm
BTP,Công ty Cổ phần Nhiệt điện Bà Rịa,Nhiệt điện Bà Rịa,BTP,HOSE,CT,False,7000,Tiện ích Cộng đồng,7500,"Điện, nước & xăng dầu khí đốt",7530,Sản xuất & Phân phối Điện,7535,Sản xuất & Phân phối Điện
NOS,Công ty Cổ phần Vận tải Biển và Thương mại Phương Đông,Vận tải Biển và Thương mại Phương Đông,NOS,UPCOM,CT,False,2000,Công nghiệp,2700,Hàng & Dịch vụ Công nghiệp,2770,Vận tải,2773,Vận tải Thủy
PVG,Công ty Cổ phần Kinh doanh LPG Việt Nam,Kinh doanh LPG Việt Nam,PVG,HNX,CT,False,7000,Tiện ích Cộng đồng,7500,"Điện, nước & xăng dầu khí đốt",7570,Nước & Khí đốt,7573,Phân phối xăng dầu & khí đốt
TL4,Tổng Công ty Xây dựng Thủy lợi 4 - Công ty Cổ phần,XD Thủy lợi 4,TL4,UPCOM,CT,False,2000,Công nghiệp,2300,Xây dựng và Vật liệu,2350,Xây dựng và Vật liệu,2357,Xây dựng
MAS,Công ty cổ phần Dịch vụ Hàng Không Sân Bay Đà Nẵng,Sân bay Đà Nẵng,MAS,HNX,CT,False,5000,Dịch vụ Tiêu dùng,5700,Du lịch và Giải trí,5750,Du lịch & Giải trí,5759,Vận tải hành khách & Du lịch
SDU,Công ty Cổ phần Đầu tư Xây dựng và Phát triển Đô thị Sông Đà,Đô thị Sông Đà,SDU,HNX,CT,False,2000,Công nghiệp,2300,Xây dựng và Vật liệu,2350,Xây dựng và Vật liệu,2357,Xây dựng
AGR,Công ty Cổ phần Chứng khoán AGRIBANK,Agriseco,AGR,HOSE,CK,False,8000,Tài chính,8700,Dịch vụ tài chính,8770,Dịch vụ tài chính,8777,Môi giới chứng khoán
PGS,Công ty Cổ phần Kinh doanh Khí Miền Nam,Khí Miền Nam,PGS,HNX,CT,False,7000,Tiện ích Cộng đồng,7500,"Điện, nước & xăng dầu khí đốt",7570,Nước & Khí đốt,7573,Phân phối xăng dầu & khí đốt
DNT,Công ty Cổ phần Du lịch Đồng Nai,Du lịch Đồng Nai,DNT,UPCOM,CT,False,5000,Dịch vụ Tiêu dùng,5700,Du lịch và Giải trí,5750,Du lịch & Giải trí,5755,Dịch vụ giải trí
DDM,Công ty Cổ phần Hàng hải Đông Đô,Hàng hải Đông Đô,DDM,UPCOM,CT,False,2000,Công nghiệp,2700,Hàng & Dịch vụ Công nghiệp,2770,Vận tải,2773,Vận tải Thủy
DND,Công ty Cổ phần Đầu tư Xây dựng và Vật liệu Đồng Nai,XD và Vật liệu Đồng Nai,DNMB,UPCOM,CT,False,2000,Công nghiệp,2300,Xây dựng và Vật liệu,2350,Xây dựng và Vật liệu,2353,Vật liệu xây dựng & Nội thất
RCL,Công ty Cổ phần Địa ốc Chợ Lớn,Địa Ốc Chợ Lớn,RCL,HNX,CT,False,8000,Tài chính,8600,Bất động sản,8630,Bất động sản,8633,Bất động sản
RIC,Công ty Cổ phần Quốc Tế Hoàng Gia,Quốc tế Hoàng Gia,RIC,UPCOM,CT,False,5000,Dịch vụ Tiêu dùng,5700,Du lịch và Giải trí,5750,Du lịch & Giải trí,5755,Dịch vụ giải trí
ACL,Công ty Cổ phần Xuất nhập khẩu Thủy sản Cửu Long An Giang,Thủy sản CL An Giang,ACL,HOSE,CT,False,3000,Hàng Tiêu dùng,3500,Thực phẩm và đồ uống,3570,Sản xuất thực phẩm,3573,Nuôi trồng nông & hải sản
LHC,Công ty Cổ phần Đầu tư và Xây dựng Thủy lợi Lâm Đồng,XD Thủy lợi Lâm Đồng,LHC,HNX,CT,False,2000,Công nghiệp,2300,Xây dựng và Vật liệu,2350,Xây dựng và Vật liệu,2357,Xây dựng
VIM,Công ty Cổ phần Khoáng sản Viglacera,Khoáng sản Viglacera,VIMC,UPCOM,CT,False,1000,Nguyên vật liệu,1700,Tài nguyên Cơ bản,1770,Khai khoáng,1775,Khai khoáng
IJC,Công ty Cổ phần Phát triển Hạ tầng Kỹ thuật,Becamex IJC,IJC,HOSE,CT,False,8000,Tài chính,8600,Bất động sản,8630,Bất động sản,8633,Bất động sản
TMP,Công ty Cổ phần Thủy điện Thác Mơ,Thủy điện Thác Mơ,TMP,HOSE,CT,False,7000,Tiện ích Cộng đồng,7500,"Điện, nước & xăng dầu khí đốt",7530,Sản xuất & Phân phối Điện,7535,Sản xuất & Phân phối Điện
SCJ,Công ty Cổ phần Xi măng Sài Sơn,Xi măng Sài Sơn,SCJ,UPCOM,CT,False,2000,Công nghiệp,2300,Xây dựng và Vật liệu,2350,Xây dựng và Vật liệu,2353,Vật liệu xây dựng & Nội thất
BAX,Công ty Cổ phần Thống Nhất,Công ty Thống Nhất,TNC1,HNX,CT,False,2000,Công nghiệp,2300,Xây dựng và Vật liệu,2350,Xây dựng và Vật liệu,2357,Xây dựng
ANV,Công ty Cổ phần Nam Việt,Thủy sản Nam Việt,ANV,HOSE,CT,False,3000,Hàng Tiêu dùng,3500,Thực phẩm và đồ uống,3570,Sản xuất thực phẩm,3573,Nuôi trồng nông & hải sản
HGT,Công ty Cổ phần Du lịch Hương Giang,Du lịch Hương Giang,HGTC,UPCOM,CT,False,5000,Dịch vụ Tiêu dùng,5700,Du lịch và Giải trí,5750,Du lịch & Giải trí,5759,Vận tải hành khách & Du lịch
BWS,Công ty Cổ phần Cấp Nước Bà Rịa - Vũng Tàu,Cấp Nước Bà Rịa Vũng Tàu,BWAC,UPCOM,CT,False,7000,Tiện ích Cộng đồng,7500,"Điện, nước & xăng dầu khí đốt",7570,Nước & Khí đốt,7577,Nước
NBP,Công ty Cổ phần Nhiệt Điện Ninh Bình,Nhiệt điện Ninh Bình,NBP,HNX,CT,False,7000,Tiện ích Cộng đồng,7500,"Điện, nước & xăng dầu khí đốt",7530,Sản xuất & Phân phối Điện,7535,Sản xuất & Phân phối Điện
TV1,Công ty Cổ phần Tư vấn Xây dựng Điện 1,Tư vấn XD Điện 1,TV1,UPCOM,CT,False,2000,Công nghiệp,2700,Hàng & Dịch vụ Công nghiệp,2790,Tư vấn & Hỗ trợ Kinh doanh,2791,Tư vấn & Hỗ trợ KD
BTW,Công ty Cổ phần Cấp nước Bến Thành,Cấp nước Bến Thành,BTW,HNX,CT,False,7000,Tiện ích Cộng đồng,7500,"Điện, nước & xăng dầu khí đốt",7570,Nước & Khí đốt,7577,Nước
FDG,Công ty Cổ phần Docimexco,Thủy sản Docimexco,FDG,OTC,CT,False,3000,Hàng Tiêu dùng,3500,Thực phẩm và đồ uống,3570,Sản xuất thực phẩm,3573,Nuôi trồng nông & hải sản
HSA,Công ty Cổ phần HESTIA,HESTIA,HSA,UPCOM,CT,False,2000,Công nghiệp,2700,Hàng & Dịch vụ Công nghiệp,2790,Tư vấn & Hỗ trợ Kinh doanh,2791,Tư vấn & Hỗ trợ KD
CTD,Công ty Cổ phần Xây dựng Coteccons,Xây dựng Coteccons,CTD,HOSE,CT,False,2000,Công nghiệp,2300,Xây dựng và Vật liệu,2350,Xây dựng và Vật liệu,2357,Xây dựng
TMW,Công ty Cổ phần Tổng hợp Gỗ Tân Mai,Gỗ Tân Mai,TMW,UPCOM,CT,False,1000,Nguyên vật liệu,1700,Tài nguyên Cơ bản,1730,Lâm nghiệp và Giấy,1733,Lâm sản và Chế biến gỗ
X26,Công ty Cổ phần 26,Công ty 26,X26,UPCOM,CT,False,3000,Hàng Tiêu dùng,3700,Hàng cá nhân & Gia dụng,3760,Hàng cá nhân,3763,Hàng May mặc
BWA,Công ty Cổ phần Cấp thoát nước và Xây dựng Bảo Lộc,Cấp thoát nước và Xây dựng Bảo Lộc,BWA,UPCOM,CT,False,7000,Tiện ích Cộng đồng,7500,"Điện, nước & xăng dầu khí đốt",7570,Nước & Khí đốt,7577,Nước
VKD,Công ty Cổ phần Nước Khoáng Khánh Hòa,Nước Khoáng Khánh Hòa,VKD,OTC,CT,False,3000,Hàng Tiêu dùng,3500,Thực phẩm và đồ uống,3530,Bia và đồ uống,3537,Đồ uống & giải khát
CNN,"Công ty Cổ phần Tư vấn Công nghệ, Thiết bị và Kiểm định Xây dựng - CONINCO",Xây dựng Coninco,CONIN,UPCOM,CT,False,2000,Công nghiệp,2300,Xây dựng và Vật liệu,2350,Xây dựng và Vật liệu,2357,Xây dựng
DPH,Công ty Cổ phần Dược phẩm Hải Phòng,Dược phẩm Hải Phòng,HPPHARM,UPCOM,CT,False,4000,Dược phẩm và Y tế,4500,Y tế,4570,Dược phẩm,4577,Dược phẩm
SBL,Công ty Cổ phần Bia Sài Gòn - Bạc Liêu,Bia Sài Gòn - Bạc Liêu,SBL,UPCOM,CT,False,3000,Hàng Tiêu dùng,3500,Thực phẩm và đồ uống,3530,Bia và đồ uống,3533,Sản xuất bia
CVT,Công ty Cổ phần CMC,CMC JSC,CVT,HOSE,CT,False,2000,Công nghiệp,2300,Xây dựng và Vật liệu,2350,Xây dựng và Vật liệu,2353,Vật liệu xây dựng & Nội thất
L10,Công ty Cổ phần Lilama 10,LILAMA 10,L10,HOSE,CT,False,2000,Công nghiệp,2700,Hàng & Dịch vụ Công nghiệp,2750,Công nghiệp nặng,2757,Máy công nghiệp
LM3,Công ty Cổ phần Lilama 3,Lilama 3,LM3,UPCOM,CT,False,2000,Công nghiệp,2300,Xây dựng và Vật liệu,2350,Xây dựng và Vật liệu,2357,Xây dựng
LO5,Công ty Cổ phần Lilama 5,LILAMA 5,LO5,UPCOM,CT,False,2000,Công nghiệp,2700,Hàng & Dịch vụ Công nghiệp,2750,Công nghiệp nặng,2757,Máy công nghiệp
PAI,"Công ty Cổ phần Công nghê thông tin, Viễn thông và Tự động hóa Dầu khí","CNTT, VT và Tự động hóa Dầu khí - PAIC",PAIC,UPCOM,CT,False,6000,Viễn thông,6500,Viễn thông,6530,Viễn thông cố định,6535,Viễn thông cố định
CET,Công ty Cổ phần HTC Holding,HTC Holding ,TECHVINA,HNX,CT,False,3000,Hàng Tiêu dùng,3700,Hàng cá nhân & Gia dụng,3760,Hàng cá nhân,3767,Hàng cá nhân
MRF,Công ty Cổ phần MERUFA,Cao su y tế MERUFA,MERUFA,UPCOM,CT,False,4000,Dược phẩm và Y tế,4500,Y tế,4530,Thiết bị và Dịch vụ Y tế,4535,Thiết bị y tế
WCS,Công ty Cổ phần Bến xe Miền Tây,Bến xe Miền Tây,WCS,HNX,CT,False,2000,Công nghiệp,2700,Hàng & Dịch vụ Công nghiệp,2770,Vận tải,2777,"Kho bãi, hậu cần và bảo dưỡng"
DBD,Công ty Cổ phần Dược - Trang thiết bị y tế Bình Định (BIDIPHAR),Dược - TB Y tế Bình Định,BIDIP,HOSE,CT,False,4000,Dược phẩm và Y tế,4500,Y tế,4570,Dược phẩm,4577,Dược phẩm
FTM,Công ty Cổ phần Đầu tư và Phát triển Đức Quân,Phát triển Đức Quân,FORTEX,UPCOM,CT,False,3000,Hàng Tiêu dùng,3700,Hàng cá nhân & Gia dụng,3760,Hàng cá nhân,3763,Hàng May mặc
FRC,Công ty Cổ phần Lâm đặc sản xuất khẩu Quảng Nam,Lâm đặc sản xuất khẩu Quảng Nam,FRC,UPCOM,CT,False,1000,Nguyên vật liệu,1700,Tài nguyên Cơ bản,1730,Lâm nghiệp và Giấy,1733,Lâm sản và Chế biến gỗ
GER,Công ty Cổ phần Thể thao Ngôi sao Geru,Thể thao Ngôi sao Geru,GER,UPCOM,CT,False,1000,Nguyên vật liệu,1300,Hóa chất,1350,Hóa chất,1353,"Nhựa, cao su & sợi"
HCB,Công ty Cổ phần Dệt may 29/3,Dệt may 29/3,HACHIBA,OTC,CT,False,3000,Hàng Tiêu dùng,3700,Hàng cá nhân & Gia dụng,3760,Hàng cá nhân,3763,Hàng May mặc
CC4,Công ty Cổ phần Đầu tư và Xây dựng số 4,ĐT và XD số 4,ICON4,OTC,CT,False,2000,Công nghiệp,2300,Xây dựng và Vật liệu,2350,Xây dựng và Vật liệu,2357,Xây dựng
LCG,Công ty Cổ phần Lizen,LIZEN,LCG,HOSE,CT,False,2000,Công nghiệp,2300,Xây dựng và Vật liệu,2350,Xây dựng và Vật liệu,2357,Xây dựng
QHW,Công ty Cổ phần Nước khoáng Quảng Ninh,Nước khoáng Quảng Ninh,QHW,UPCOM,CT,False,3000,Hàng Tiêu dùng,3500,Thực phẩm và đồ uống,3530,Bia và đồ uống,3537,Đồ uống & giải khát
SD2,Công ty Cổ phần Sông Đà 2,Sông Đà 2,SD2,UPCOM,CT,False,2000,Công nghiệp,2300,Xây dựng và Vật liệu,2350,Xây dựng và Vật liệu,2357,Xây dựng
GVT,Công ty Cổ phần Giấy Việt Trì,Giấy Việt Trì,VIPC,UPCOM,CT,False,1000,Nguyên vật liệu,1700,Tài nguyên Cơ bản,1730,Lâm nghiệp và Giấy,1737,Sản xuất giấy
C36,Công ty Cổ phần Quản lý và Xây dựng Công trình Giao thông 236,XD công trình giao thông 236,GT236,OTC,CT,False,2000,Công nghiệp,2300,Xây dựng và Vật liệu,2350,Xây dựng và Vật liệu,2357,Xây dựng
FHS,Công ty Cổ phần Phát hành sách Thành phố Hồ Chí Minh - FAHASA,Phát hành sách TP HCM - FAHASA,FAHASA,UPCOM,CT,False,5000,Dịch vụ Tiêu dùng,5500,Truyền thông,5550,Truyền thông,5557,"Sách, ấn bản & sản phẩm văn hóa"
HGW,Công ty Cổ phần Cấp thoát nước - Công trình Đô thị Hậu Giang,Công trình đô thị Hậu Giang,HAWAS,OTC,CT,False,7000,Tiện ích Cộng đồng,7500,"Điện, nước & xăng dầu khí đốt",7570,Nước & Khí đốt,7577,Nước
VMI,Công ty Cổ phần Khoáng sản và Đầu tư VISACO,KS và Đầu tư VISACO,VMI,OTC,CT,False,2000,Công nghiệp,2300,Xây dựng và Vật liệu,2350,Xây dựng và Vật liệu,2357,Xây dựng
CHS,Công ty Cổ phần Chiếu sáng Công cộng Thành phố Hồ Chí Minh,Chiếu sáng TPHCM,SAPULICO,UPCOM,CT,False,7000,Tiện ích Cộng đồng,7500,"Điện, nước & xăng dầu khí đốt",7570,Nước & Khí đốt,7575,Tiện ích khác
L61,Công ty Cổ phần Lilama 69-1,LILAMA 69-1,L61,UPCOM,CT,False,2000,Công nghiệp,2700,Hàng & Dịch vụ Công nghiệp,2750,Công nghiệp nặng,2757,Máy công nghiệp
